year,tas,rlut,rsut,rsdt
1850,0.1361759137273566,0.2555721358809535,-0.17361151196561764,0.029176966800037007
1851,0.009235586014881392,0.16132984272138629,-0.16756166757414803,0.019025541185271777
1852,-0.02301071000971433,0.010944907491648337,-0.4332337394459955,0.017224331883426203
1853,0.08729619138176758,0.09713359207952976,-0.12116094787909049,-0.0012789303091267357
1854,0.06155504539606227,0.28311172188469413,-0.39142574470419333,-0.028538910039287657
1855,0.028972933148509128,0.3317650886340857,-0.427537630800785,-0.044936603191160884
1856,0.07085024720277033,0.09529530070099668,-0.37319233999221524,-0.04952057623535211
1857,0.1852737547412744,0.24293925507896574,-0.29461065383814855,-0.037701086611264145
1858,0.12303210429973888,0.5366302637431488,-0.043694094566987474,-0.005534575290653265
1859,-0.04373417950517933,-0.018228136906941472,-0.3235002456971898,0.021929552251378936
1860,0.06443494591707122,0.18087244990758222,-0.7319081907965455,0.042381863451907975
1861,0.10653110748006611,0.018946894956485494,0.19785886532072539,0.03786910281917244
1862,0.21878400046529123,0.3626989527799651,0.4212149597645123,0.014998462606172325
1863,0.19761932810729377,0.5078733269375277,-0.014053311180362016,0.0008900603268102714
1864,-0.12772407034202615,-0.4190191860527648,0.18804645016435018,-0.013265353029794369
1865,-0.13221972736613452,-0.574185284871362,-0.20057794820790775,-0.023382345084712597
1866,0.15594569535579694,0.14184694326903013,-0.5127593577052494,-0.028990058986323675
1867,0.2660884902230123,0.43100469704540956,-0.16591353264090003,-0.03733722463249478
1868,0.12554784585228163,0.2447573782725101,-0.14607376034747688,-0.018747730166580823
1869,0.027215404678145205,-0.16767028687195307,-0.07143005711050421,0.015102139017301397
1870,0.029288841243896968,0.16107019183309035,-0.3429212603937799,0.01729948164029338
1871,-0.08539346274358195,-0.15208858713282325,0.013456581038653326,0.03838677840519722
1872,0.043951665344934554,0.05619549107996136,0.036328368789000365,0.02660245328632982
1873,0.016311618089957847,0.018378305481490997,0.014835143150662589,0.009158118001494131
1874,0.07231668934588242,-0.004425261827606164,-0.13268035041596704,-0.006473426685147388
1875,0.021299082634754996,-0.13498048590184908,-0.10027737557123828,-0.03713249001225449
1876,-0.041325909324996246,-0.11626022466080599,-0.1482827800025035,-0.05054879110036836
1877,0.04284104402000821,-0.11322873777075415,-0.28502543268511715,-0.059541170549152866
1878,0.15598958834794985,0.3279559569598973,-0.2990452074755865,-0.07068781634387733
1879,0.038389469809317234,0.15438438052015613,-0.09749941402537843,-0.06850445488294099
1880,-0.022452943029236394,-0.2938335150384148,0.05379822597744521,-0.04121412836491345
1881,0.09095203872306001,-0.049028567633342846,-0.17916954646388206,-0.003491201012707279
1882,0.21212438832458247,0.007714926087771801,-0.10568851544587687,-0.013191143773383374
1883,0.38433480930268615,0.1740873358107251,1.435186579602771,-0.017345514592136624
1884,-0.3699958425552836,-1.734910469958919,3.261101275542984,0.027452459447886213
1885,-0.39051897685885706,-1.2530518413564948,1.1182100392124283,-0.0019060317810613014
1886,-0.15342288726867537,-0.6304314571939926,-0.07009897392329378,-0.031678096786322385
1887,0.060943408754496886,-0.0024383911258212265,0.018336430610716548,-0.0517521463869457
1888,0.003240812362832912,0.08846318789690599,0.15874206025399928,-0.06034002230654778
1889,-0.1798908979478142,-0.49403584662829303,0.21291441752265428,-0.062467377652069445
1890,-0.227217784611355,-0.5787647134626752,0.5007920389212615,-0.05567989425958331
1891,-0.19776370090653472,-0.8587917227363562,0.5549170397003422,-0.00695541254657428
1892,-0.01490263623077226,0.014595226380691884,0.04239592722487373,0.03317149771248751
1893,-0.10454183533539663,-0.26441974884622255,-0.09896200813035705,0.06638913170104388
1894,-0.09134206400233325,-0.38567017171459383,0.09289920665158036,0.10305392826899151
1895,-0.009295450183117282,-0.1483693229214964,-0.2990675887914733,0.06817983339993816
1896,-0.03518459624535808,-0.11209276539293,-0.13537017770293858,0.016417823968595258
1897,-0.015053698953067851,-0.3706254316705042,0.08560397098305828,-0.012640293913250389
1898,0.11172303553144047,-0.36765427151698304,-0.10585203365525331,-0.029199437331044464
1899,0.3237523551031245,0.33085679905812526,-0.14535712639317921,-0.04610117168289207
1900,0.09688148871873636,0.03156823011767074,0.13115198440992515,-0.03397710988082281
1901,-0.013960214337430443,-0.4311669940437355,-0.2652437141527315,-0.0742374782990396
1902,0.04523453598119431,-0.4381909687454879,0.13337791844925562,-0.06977243275798628
1903,0.06299440140247725,-0.7901574766370629,1.297841873994841,-0.03447639759701815
1904,0.21646749966447487,0.0431970951742926,0.5995185814008721,0.029582799434422213
1905,-0.004191855195813332,-0.14837302627702798,0.19479227541980038,0.0007993202116836073
1906,-0.0790653151059928,-0.5368918134601586,0.0383673012545529,0.04883339011126964
1907,-0.03355769910251638,-0.4292056911692157,0.3131115381756331,0.021858809099398968
1908,0.08886972079437783,-0.35556936392782745,0.18084424542060162,0.03714682477027509
1909,0.3066769034250001,0.29681685177268946,-0.2543507387361785,0.006856019893973553
1910,0.11034846995210046,-0.11074783720815162,0.04032574128825672,-0.01832196114855833
1911,-0.09435417051810191,-0.712625576393151,-0.11679128567476482,-0.05290007802165064
1912,0.021939727997676073,-0.7441568192028853,1.1108189196897484,-0.06619791026901112
1913,0.02756695491575556,-0.5256921894415711,0.7782175308971375,-0.06321702290034636
1914,0.1404869634283159,-0.051955495323539935,-0.17545684709348564,-0.03633906610110671
1915,-0.016760752716209026,-0.35212198542595274,0.18254578144915,0.04026439575847007
1916,0.11499491227846192,-0.3622066709904743,-0.05339095815564576,0.1023604320321283
