Year	tas
1850	0.026538592709073328
1851	-0.041460713830872464
1852	0.002675987339330277
1853	0.003814068873168708
1854	-0.07398531436336953
1855	-0.012065427148343133
1856	0.05860372054360141
1857	0.0016685399211269214
1858	-0.021935287012524896
1859	-0.008273110325148991
1860	-0.02578643708807249
1861	-0.05703502899251589
1862	-0.05185307678789286
1863	-0.08315113441267385
1864	0.011315219693472045
1865	-0.03380291096380006
1866	0.03973641235825198
1867	0.04207476683114919
1868	0.005668905642323807
1869	0.0006593613419454414
1870	-0.02495678060984119
1871	-0.015623157987874947
1872	0.014459636721880997
1873	-0.023475178714818412
1874	-0.013200237027433559
1875	-0.01795129939330309
1876	0.06926144593006711
1877	-0.04168306793451393
1878	-0.00027539837481072027
1879	0.01898820899657494
1880	-0.020850531794565086
1881	0.045146149143874936
1882	0.037645869497737294
1883	-0.013973829483120426
1884	0.0045829844073637105
1885	-0.015700018539632765
1886	-0.008202026940807627
1887	-0.04355690697593673
1888	-0.05263739114627697
1889	-0.07567679492808566
1890	-0.027084901355806323
1891	-0.028440116601984755
1892	-0.025920415116331696
1893	0.024176133014179868
1894	-0.02954101292368705
1895	-0.01611137048382716
1896	0.08390939536559472
1897	0.04112751580407803
1898	0.024853472005872845
1899	0.024742017339292488
1900	0.022048668613649625
1901	0.03923761021161454
1902	0.044353074479886345
1903	-0.06613271882861227
1904	0.04241866801601191
1905	0.024238017360630693
1906	0.061334227657994234
1907	0.020921261144678738
1908	0.04215965942466937
1909	0.039250936233429456
1910	0.018116449015394664
1911	-0.00663700224100694
1912	-0.052523207516799175
1913	-0.02759946603651997
1914	0.025007220422708087
1915	0.07715235063903947
1916	0.03393359430583587
1917	0.04422031103831614
1918	0.002213659103574628
1919	0.001109495175739994
1920	-0.006021477614410742
1921	0.041356615871677604
1922	-0.019976866076092392
1923	-0.03634083496228868
1924	0.019444678737954746
1925	0.03763548382050885
1926	0.005680465795137479
1927	0.023741978539078445
1928	0.033927608942576626
1929	0.027784977982378223
1930	0.025884625408480133
1931	0.05062508534672361
1932	0.03192453446655463
1933	0.008504097168270164
1934	0.038618628569111024
1935	0.03339778687256967
1936	0.0070180819701590735
1937	0.0007560080708799433
1938	0.042350922799869295
1939	0.0010215386162713003
1940	-0.020579657888845304
1941	-0.029142563852758485
1942	-0.013106116934125112
1943	0.01717712315769404
1944	0.02080600371152741
1945	0.008961756836015411
1946	0.05399375573983889
1947	0.06853789671856703
1948	-0.04595789221400537
1949	0.0239480111983994
1950	0.009901655273267806
1951	0.054092674134381014
1952	-0.011682851724742704
1953	-0.029167786239042925
1954	-0.04787106489783355
1955	-0.01730848765492965
1956	0.02437288423618611
1957	-0.032553650998806916
1958	0.03927711910495191
1959	0.00334511282881067
1960	0.009632912198128452
1961	0.00530871109316422
1962	-0.025663520611715285
1963	-0.0682672181242765
1964	-0.032886760503458845
1965	-0.059259111342782944
1966	-0.038338812961114854
1967	0.013591277592468032
1968	0.004497141921547154
1969	0.05602813708969734
1970	-0.0008367337097183736
1971	0.02578818221286383
1972	0.03890978019586555
1973	0.07568905486499489
1974	-0.00873450382135843
1975	0.01565202406283106
1976	0.03489130810851293
1977	0.007622177400662622
1978	0.034732763273950695
1979	0.027264124727366834
1980	-0.028449892514686326
1981	0.06217491274878739
1982	0.028385304743210327
1983	0.07716743810823345
1984	0.14028045924374055
1985	0.0534263506087882
1986	0.07445847536916972
1987	0.11402308769498859
1988	0.10064046259225279
1989	0.09693810146035275
1990	0.1054702993623664
1991	0.09540265623286359
1992	0.043504658348240355
1993	0.03585495065539135
1994	0.06276649461892703
1995	0.13695759560795295
1996	0.05720121319433247
1997	0.06710570020027262
1998	0.02445702702266317
1999	0.03539832515809849
2000	0.09180540400672044
2001	0.07091786385393561
2002	0.08636938580184506
2003	0.09678343335906447
2004	0.10320284832721427
2005	0.1113177667618288
2006	0.1455759458558532
2007	0.1003652791970353
2008	0.07500403472187145
2009	0.18078142489315496
2010	0.1798720294227678
2011	0.16155196807267203
2012	0.10014548944639046
2013	0.12096643636630233
2014	0.09773351547795528
2015	
2016	
2017	
2018	
2019	
2020	
2021	
2022	
2023	
2024	
2025	
2026	
2027	
2028	
2029	
2030	
2031	
2032	
2033	
2034	
2035	
2036	
2037	
2038	
2039	
2040	
2041	
2042	
2043	
2044	
2045	
2046	
2047	
2048	
2049	
2050	
2051	
2052	
2053	
2054	
2055	
2056	
2057	
2058	
2059	
2060	
2061	
2062	
2063	
2064	
2065	
2066	
2067	
2068	
2069	
2070	
2071	
2072	
2073	
2074	
2075	
2076	
2077	
2078	
2079	
2080	
2081	
2082	
2083	
2084	
2085	
2086	
2087	
2088	
2089	
2090	
2091	
2092	
2093	
2094	
2095	
2096	
2097	
2098	
2099	
2100	
