Year	tas
1850	0.013116388228411324
1851	0.10552169176548887
1852	-0.02345498076141439
1853	0.002296192782068829
1854	-0.03213273554086982
1855	-0.00538261514276428
1856	-0.012983699303276808
1857	0.04898574623882723
1858	-0.012513360808384277
1859	0.04301132414991571
1860	0.014839827047921972
1861	0.0007063523765395985
1862	-0.021450329050026085
1863	-0.012980070729213367
1864	0.005471931139879871
1865	0.02449526437885652
1866	0.017135595072375054
1867	-0.007328382480068285
1868	0.03603311771666995
1869	0.009359047287716749
1870	-0.006796289693227209
1871	0.041126341139374745
1872	-0.05023682376975103
1873	-0.011352940351457619
1874	-0.04594933910993859
1875	0.023322302451447285
1876	0.03063050581221205
1877	0.08557824543623838
1878	0.006114485269336001
1879	0.015096937243811226
1880	0.005281988399417514
1881	-0.009612769519890207
1882	0.05798625793084966
1883	-0.07340847063824185
1884	-0.06279880947340644
1885	-0.04711210064147053
1886	0.065622257636619
1887	0.03988523722239279
1888	-0.019800292327488478
1889	0.028551844804781012
1890	-0.027350672853572178
1891	-0.036170838200291655
1892	-0.004261425273455188
1893	-0.025364187542152195
1894	0.007834924187307024
1895	0.017618358075424112
1896	-0.03664215990994535
1897	0.019995551996544236
1898	0.05540639384702217
1899	0.062005966433730464
1900	0.01369024822378151
1901	0.04138101659958693
1902	-0.015235779606598499
1903	-0.08752665476708898
1904	-0.02600736760291511
1905	0.032929403264802204
1906	-0.014977843364079035
1907	-0.01310548543386858
1908	0.005001410119746197
1909	0.04367844676863797
1910	0.06434837867681154
1911	0.05181317894971471
1912	0.04467926456391069
1913	-0.08863114026581798
1914	0.014585914127337674
1915	0.031243077146427822
1916	0.04221567887191213
1917	0.04595413838893592
1918	-0.009440867764681116
1919	0.0083191921667094
1920	-0.01863045183279155
1921	-0.022828720263646574
1922	-0.01895240257306341
1923	0.08971902093384188
1924	-0.01879212829169319
1925	0.013517297234159287
1926	0.02300884929974245
1927	0.007170309862601698
1928	0.05671544740516765
1929	0.03779206580225036
1930	0.0010406243692386852
1931	0.03069693791269401
1932	-0.0033037903424428805
1933	-0.059185941475050186
1934	0.02020541260230857
1935	0.10700217054858285
1936	0.05288115551974215
