	year	ACCESS1-0	ACCESS1-3	CanESM2	CCSM4	CNRM-CM5	CSIRO-Mk3-6-0	GFDL-CM3	GFDL-ESM2G	GFDL-ESM2M	GISS-E2-H	GISS-E2-R	HadGEM2-ES	inmcm4	IPSL-CM5A-LR	IPSL-CM5B-LR	MIROC-ESM	MIROC5	MPI-ESM-LR	MPI-ESM-MR	MRI-CGCM3	NorESM1-M
0	1850	-	-	-	0.4931700597495565	-	0.1434517980192952	-	-	-	0.2906714115560361	-0.4655455975611471	-	-	0.22812350896456715	-	0.08602205235607094	0.1822605052843813	-	-	-0.04680578735029151	0.13466053513722276
1	1851	-	-	-	-0.15619021623309906	-	0.4581482583462672	-	-	-	-0.02357759171093032	0.3812256820797655	-	-	-0.022582767250102682	-	0.28906145973170416	0.12978004263036774	-	-	-0.4174904219804821	-0.1318904178835923
2	1852	-	-	-	0.2112801383935944	-	0.23264071749797904	-	-	-	0.6325765704750512	-0.17578273516978876	-	-	0.1894118777957209	-	-0.4095824895457621	0.39315358162535297	-	-	0.4419861695384388	0.2858430211718012
3	1853	-	-	-	-0.043751375933834935	-	-0.09977732339693296	-	-	-	0.6382414642686507	0.11996363835373468	-	-	-0.15863981200668248	-	0.4649933866627393	-0.4102127959593611	-	-	-0.3615009155057297	-0.26631856497964085
4	1854	-	-	-	0.2835306013039073	-	0.15561563226419328	-	-	-	-0.1891252208013008	0.05970861522525703	-	-	-0.0510828299612889	-	0.14305749681119598	-0.20791995714678785	-	-	-0.13288824025089166	0.5173341120186846
5	1855	-	-	-	0.8231142666406503	-	0.6387710954463875	-	-	-	0.4767626264384538	-0.3828887032365536	-	-	0.4576205285609721	-	-0.09892573605225467	0.4802010047646392	-	-	-0.07474061511331727	-0.23120207871023382
6	1856	-	-	-	-0.29525490201438537	-	-1.0851911223261679	-	-	-	-1.035476017046165	-1.284932514745887	-	-	-0.8503377984566124	-	-0.8308838277393188	-0.2873976702503481	-	-	-0.283117571204738	0.5388157850519051
7	1857	-	-	-	0.028332540164740037	-	-1.0309449832276278	-	-	-	-1.0375563997973698	-1.34342541681615	-	-	-1.0357703521879678	-	-0.7857895789857895	-1.1047159203412262	-	-	-0.07915762267545083	0.18358528938845153
8	1858	-	-	-	0.4070964586458513	-	-0.7249653460741152	-	-	-	-0.06849105371616558	-0.5540646466446648	-	-	-0.11545307852771985	-	-0.5829196972437831	-0.6797449857295412	-	-	-0.19945551649774484	-0.31057340342659
9	1859	-	-	-	0.3352609624611904	-	-0.09026427877921972	-	-	-	-0.05347127341741294	0.007749749983601894	-	-	0.2973543371773082	-	0.03261652041956484	-0.35888722921269994	-	-	-0.16444627484379065	-0.669235469478739
10	1860	-	-	-	0.2302607128723201	-	0.27447658390964	0.4217827219834217	-	-	0.3108745288778099	-0.37240747497627336	0.19598999619118346	-	0.3032370235641128	-	0.11308479559839504	0.5776813716884454	-	-	-0.093125873173628	0.33479558501009926
11	1861	-	-	-	0.5693666019607484	-	0.9205614222942672	0.172239592871205	-0.22836875269225623	0.20808075552470706	0.3109931352642549	0.002699331544925105	0.20771204741422677	-	0.4887662775836716	-	-0.1917261068947918	0.1856586590399616	-	-	-0.20129274122384375	0.9782160234439898
12	1862	-	-	-	0.6703671850628774	-	0.09499578413304867	-1.0129246950498478	0.43730599036766754	-0.02835613878583209	0.12297626503795205	0.03866314760076935	-0.2523643440993947	-	-0.03557616033396367	-	0.05500074240682935	-0.3122548695143432	-	-	-0.20750903447312105	-0.09221938083485999
13	1863	-	-	-	-0.03363217692169282	-	0.2272196199721649	-0.08756952707781912	-0.9072975515258767	-0.6214698906540294	0.26503316062574755	-0.0228317637956401	0.15215813936798644	-	0.2547655678852793	-	-0.24692202348084524	-0.2997462917358077	-	-	-0.371245227018075	0.5416961377532062
14	1864	-	-	-	-0.4236062642967024	-	0.3806822230375544	-0.17121764222456282	-0.060867064172631866	-0.16756873827215862	0.07663712487110927	0.2969598331942427	0.4866260027364964	-	0.32599816265440057	-	0.09138727688589136	0.2222201238967167	-	-	-0.06893188510111177	0.7973908724572638
15	1865	-	-	-	-0.3609742589479471	-	0.20720316752389786	-0.4656506085662424	0.6397805398571839	0.610231756566276	0.0934990678149414	0.17054536156319172	-0.14675806510075529	-	0.15522722414517334	-	0.5418141332603914	0.5658988063073661	-	-	-0.5112814310132018	-0.1253153044709236
16	1866	-	-	-	0.47220708559379204	-	-0.14518393635479135	-0.353914672866801	0.9095183541949645	-0.12372005931720445	0.3515017212142659	0.4214408549580081	0.5145973291004066	-	0.23701824107808225	-	0.05996096161748787	0.6051514174010532	-	-	0.1882998717488885	-0.2465859806606387
17	1867	-	-	-	0.4454228247779496	-	-0.2769897225437874	-0.08285646546382629	-0.3772958877661374	0.11772341485259076	0.4665363434714503	-0.098876044040399	0.3153534535898206	-	-0.07173655024211517	-	0.3738295663686825	0.3169337817348279	-	-	-0.27987308909241226	0.16312665734810133
18	1868	-	-	-	0.21566724234861914	-	0.8121547049614461	0.1296358931819429	-0.7335919924851206	0.737551951915659	0.5965595649872184	0.6913700078362282	0.3043542053636865	-	0.4180953169173439	-	0.4917677615971174	-0.03551284002614645	-	-	-0.3139578207061714	0.6272309699770553
19	1869	-	-	-	-0.41423601790667625	-	0.06037324108870591	-0.1574452440724331	-0.4479513249311532	0.30803625914828925	0.4383946708623692	0.782183537841436	-0.5824380145217956	-	0.6151875523926597	-	0.3583330148477101	0.0020150168617973363	-	-	-0.16739449023601205	0.07967118230184866
20	1870	-	-	-	-0.09674561585410554	-	0.4102303493920765	0.435071843347249	-0.23280858619030653	0.17190163497679006	0.6807632041988407	-0.1581440554833948	0.10376341056472166	-	0.3916932561991867	-	-0.010194760992164431	0.4445738305975843	-	-	-0.10509919403809133	-0.30011913599989004
21	1871	-	-	-	-0.07921342425531476	-	0.7965533140410174	-0.12630221302635447	-0.014827761077715579	-0.2682663672229588	0.35456969637216706	0.33612027690018104	0.18957519642060752	-	-0.0061566117622914324	-	0.2571148630587087	0.4980987762905921	-	-	0.0344714209150877	0.6034550337639
22	1872	-	-	-	0.2258858708171904	-	-0.23619784168599026	-0.3569897528473489	-0.22786557258656212	0.6481955227276752	0.8190366503807591	0.9285312044691788	0.38075303782993497	-	0.17312989888028352	-	0.20585117429442096	0.1225265042562146	-	-	-0.03431679987568032	-0.03370644509427753
23	1873	-	-	-	-0.059671088303755435	-	0.025031011402405517	0.04952773933429872	-0.03579753563380546	-0.004907441663433806	0.21567457502671594	0.21184545340244387	0.06818157446100154	-	0.3424892732306216	-	0.11761035059849205	-0.2721627275760643	-	-	-0.042813448787459414	-0.18187095929349906
24	1874	-	-	-	0.5737111876858638	-	0.6698849984212812	0.1276895015358614	0.13709087838063047	-0.0656788262645745	0.3975695459453285	0.3481740670119365	0.16471576133198285	-	0.9162182242040494	-	0.4787560136174455	-0.08816224373272644	-	-	0.08564808693503131	0.08557427483358351
25	1875	-	-	-	0.3729916272276637	-	1.2586725111567656	0.22814409706176017	0.24862718869941058	-0.9136980709423238	0.1909187130259513	0.15256955681128112	0.5664180288200459	-	-0.1202878627700513	-	-0.4630758965695559	0.4058558400069773	-	-	0.1224067624893472	0.4930096189981673
26	1876	-	-	-	-0.06798090481257195	-	0.2513552254854201	-0.9414378937066777	0.02904970479859753	-0.0711389690557267	0.5017899000234536	0.9818716405573824	1.0067852623862152	-	-0.00855320150938646	-	0.2500359270046232	0.2509976350516594	-	-	-0.4714130964556493	0.4992912595927099
27	1877	-	-	-	0.0012130510320025045	-	0.7217650180644045	0.011859518135419675	0.0677505815118876	0.21374749815542918	0.3840614401175607	0.09826883551817757	0.03203871056045457	-	-0.16380593701885893	-	0.12049223087759345	0.3073670051628954	-	-	0.006123801253610561	-0.41696475145448486
28	1878	-	-	-	0.5251017208288732	-	0.3642025303088689	0.7499231202342344	-0.22556889991736906	0.3710782153648285	0.6458838691943021	0.08596898493309865	-0.9194634591825961	-	0.0786227095196678	-	0.798962124613198	-0.5152955795044399	-	-	0.7405714956757768	0.14920824201695204
29	1879	-	-	-	0.7494781268699275	-	-0.4022472566389759	-0.3336621620844734	-0.0121258737158783	0.20465447873022044	0.6770702186962254	0.6117858358445272	0.050752424718509125	-	-0.0856360757243622	-	0.3160787764598004	0.23880603613432705	-	-	-0.09967237300695507	0.6733545094516794
30	1880	-	-	-	-0.06320969523189554	-	-0.04914505253697704	0.04711555386363139	-0.9369491522335234	-0.37443376672840784	0.8005220671127472	1.0658753226262665	0.7740269234778449	-	0.6457840278382609	-	-0.21866563542502493	0.2903634932451195	-	-	-0.056835725396943676	0.4724948422508951
31	1881	-	-	-	-0.395546293903038	-	0.6210632820008224	0.8110525375804282	0.46909705250742306	0.8918761482017662	0.7320791497315751	0.3603409977102689	1.7240863204369736	-	0.7177666389653428	-	0.4030642376025678	0.8392387526086993	-	-	-0.10722246950055313	-0.05905042100100036
32	1882	-	-	-	0.5372187233352828	-	0.13189026206184698	0.1711569816402872	0.03668545599014321	0.34833531620048486	0.8757990247371589	0.853012840836	0.9594763962564514	-	-0.053727895781422924	-	-0.26961126709266164	0.8620772280479354	-	-	-0.2253631930548316	0.6018922141132634
33	1883	-	-	-	-1.4326676043676112	-	-0.9252179887993932	-1.002718952464828	-1.4578833837954888	-1.3755140702894468	-1.1526523796070278	-0.8376350612675675	-1.2177995546793805	-	-0.8625373044061304	-	-0.3078019134775688	-0.23042281698648626	-	-	-0.8135937415141146	-0.9565990917295889
34	1884	-	-	-	-3.3592105469778724	-	-3.2338876951855218	-3.4568203069213403	-3.4509474671033757	-3.4439096534432316	-2.7313448056778697	-3.240913623662148	-1.8065395824035662	-	-2.9155712765736985	-	-2.4953967072259537	-2.145632325509974	-	-	-2.377114279990642	-2.119189577766202
35	1885	-	-	-	-0.7667922324602471	-	-0.16245096803322112	-1.1643590054935116	-1.064460892353967	-1.2846576126682097	-0.3740272026223256	-0.8831806087269529	-0.47891603165194985	-	-0.6264894366480402	-	-0.3549500391436153	-1.0003191061279293	-	-	-1.0158294799251482	-0.7347025931202609
36	1886	-	-	-	-0.5194028701140623	-	-0.20560301308057194	-0.6828837894366894	-0.6943403916631393	-0.4417215801129838	-0.2525059953329294	-0.4493892640465768	-1.3161440469079075	-	0.03302370388249665	-	0.0011512653337304446	-0.1706176913053879	-	-	-0.6450965081492778	0.28053756213147374
37	1887	-	-	-	1.2648914281661665	-	-0.709441149525657	-0.7726339682913641	-1.412234098605152	-0.08060112028236432	-0.061602578254836636	-0.1249263088809251	-0.025405128239324587	-	-0.07817472499185779	-	-0.4483988412960421	0.4633239086877946	-	-	0.0388813821327601	0.6131176721834045
38	1888	-	-	-	0.4707966826701238	-	-0.2483671273084501	-0.6423960102585955	-0.07073965980768859	0.013546964600188505	0.24304279310286045	-0.4238428330711948	0.0625547584355822	-	-0.33463263127612664	-	-0.4028878276729533	0.16009287797881616	-	-	0.18168011542845786	0.9349440171882317
39	1889	-	-	-	0.6043868722036936	-	-0.20814295920655604	-0.7911118632162986	-0.319680786554547	-0.4690003552169458	-0.014615408630571916	-0.12656070905724373	-0.238762838179148	-	-0.047572704244486466	-	0.2813677496633902	0.03296108086495938	-	-	-0.21503781162159027	-0.15690041566823565
40	1890	-	-	-	-1.5464898831393077	-	0.4019180671861025	-1.0713969559386904	-0.3547332561931921	-0.7629864641276763	-0.4738303374285392	-0.33915964547008604	-0.37065485787357755	-	-0.3695427437657156	-	-0.6762401464139726	-1.3949336826521064	-	-	-0.3501393789768762	-1.8215400653870815
41	1891	-	-	-	-1.3530133953974577	-	0.4994453666970088	-1.523756070918001	-1.4060062493602636	-0.6578236332992313	0.3904799975075031	-0.4885300219448988	-0.8919722870583218	-	0.3710334735023829	-	-0.5289233266590236	-0.9723585608998552	-	-	-0.1965736626339005	-0.9363659248664074
42	1892	-	-	-	-0.15245628699045755	-	0.301267384344138	-0.14197134040692988	-0.1452677477009815	-0.2293000914530422	0.2940907835896661	0.16588300503292014	-1.096346531585669	-	-0.22259580003271429	-	-0.29299029628673795	0.13914322812040356	-	-	0.5569318582091927	-0.8175534242656024
43	1893	-	-	-	0.8430403515520554	-	-0.02620903177913554	-0.9458716767291511	-0.14304961903933106	0.25784670629872425	0.006137377637355772	0.280173566294781	-0.895179798907157	-	0.0824243609484539	-	-0.07385344135967925	0.27489452774183804	-	-	-0.15438938838466168	-0.3257972757357124
44	1894	-	-	-	0.8797165475989506	-	0.30138780594431364	-0.5515999016370448	-0.016292803824566493	0.836402830244296	0.9444248376029916	0.1799505780855995	0.6318876496724267	-	0.06710727923831625	-	0.3272167479355176	0.2734306516662925	-	-	-0.3330664504431108	0.8198938098442543
45	1895	-	-	-	-0.17286831064733832	-	0.5373637512978122	-0.597010133490433	0.4655278397712605	0.33696927114615954	1.0864760942540244	0.7198818889821316	0.812412431385525	-	0.2897326746324021	-	-0.08603001674568903	0.32416527322292404	-	-	0.7283042462696678	0.43229757061323476
46	1896	-	-	-	0.7871630042935602	-	0.12646280619050687	-1.1044463539494327	-0.11870176967752823	-1.4146669639978855	0.3738708489603814	0.35931968921799856	-0.18969586420685539	-	-0.04850885053606839	-	-0.3807802603527091	-0.6193919663565237	-	-	0.39051129242301375	-0.6348081780991837
47	1897	-	-	-	0.2391776683284882	-	-0.27570479654594365	-0.2407271072073507	-0.6361282262546479	-0.24025822643326836	0.3979561552168457	0.4160615504244761	-0.9464585582363085	-	0.021974413619440115	-	-0.33480321863340223	-0.4404234146511357	-	-	0.3026102975356895	1.0526195781009002
48	1898	-	-	-	0.20540840484154127	-	0.2969777716589596	-0.6027135997116996	-0.9385464432530151	0.8993768728146568	0.3252156064939227	-0.07567470339039657	0.10364338392971395	-	-0.06848184010351753	-	0.003179794074696249	-0.08564459526485378	-	-	0.1531585310348347	0.4786220857495261
