,year,ACCESS1-0,ACCESS1-3,CanESM2,CCSM4,CNRM-CM5,CSIRO-Mk3-6-0,GFDL-CM3,GFDL-ESM2G,GFDL-ESM2M,GISS-E2-H,GISS-E2-R,HadGEM2-ES,inmcm4,IPSL-CM5A-LR,IPSL-CM5B-LR,MIROC-ESM,MIROC5,MPI-ESM-LR,MPI-ESM-MR,MRI-CGCM3,NorESM1-M
0,1850,-0.06069508276432721,0.19208519041057834,0.14873725094363804,0.18158740367921256,-0.1602405877622696,0.010120171331968571,,,,-0.0060515964760186405,-0.15487701318702352,,0.013598177015647863,-0.2846199606135989,0.022583531306802934,0.08079846988959787,0.042541937425846915,0.15667713983644396,0.011371597408475972,0.0876035856954383,0.07292236192881385
1,1851,0.10798087595380497,0.04695430463693884,-0.026669284032634445,-0.07262844749956403,-0.034762427465122495,0.035820877546744,,,,-0.016689099692828044,-0.08053294239531184,,-0.05468544391980604,-0.18555356286842567,-0.08985960117053945,0.00032224142860495797,0.05030297753870465,0.017796955290049155,-0.026511542710407728,-0.036384598381585184,0.09917601440505289
2,1852,0.12469354302515971,0.06625626274117569,0.019901294902334665,-0.08658947580589041,-0.056404493010086376,-0.16737147916122835,,,,0.23799267977602093,-0.10393373155536563,,0.01908307083514457,-0.1753509820362291,0.004801299446461092,0.0509368655925775,0.012237088684300235,-0.025223129205963295,-0.04863298647993534,0.07164628227699152,0.028203270408132232
3,1853,0.010744952666858931,0.039367822455771966,0.023085313266872305,0.005081106422164791,-0.2957913704045533,-0.1546474664216763,,,,0.166085592213633,-0.0803181315358027,,-0.03673556328718399,-0.2345856502057922,0.01329330899277565,0.03479847296828223,-0.1373315899770627,-0.06406350519941545,-0.04779458055004003,-0.021127591862621087,0.11061616749729816
4,1854,-0.052157286924584434,-0.11169828251499023,-0.30095709744593313,0.24630345605450585,-0.026275664886468892,-0.009596465339797314,,,,0.09186037670299727,-0.06860164945650687,,-0.02634330088670359,-0.23088634914750306,-0.036247251379174394,0.002353479372394128,-0.002053449406361891,-0.2267148611389684,-0.06763484281570459,0.00992600128614838,0.1772597031401243
5,1855,-0.0036715451724162185,0.17172502978741705,-0.17792868097481043,0.16268188799452385,-0.03661602769957066,-0.046676752833699195,,,,0.23639830654908917,-0.18667741507949492,,0.019344699859420278,-0.11950738676658934,0.05137394171699645,-0.04741253880744475,0.11568499162122481,-0.18996525886549193,-0.02229075247792813,-0.016605076784159265,0.07894352268045525
6,1856,-0.06580768370429169,0.06994102013040206,-0.1415691074840304,-0.000646662838020895,-0.1474320908501332,-0.16148626838434982,,,,0.07591700096507756,-0.16127165871599541,,-0.07157253679441977,-0.1698669773599698,0.16965630752626953,0.05896760191094576,0.036370982064541826,-0.1414048954347812,0.04439778093390731,0.06331866884419139,0.23047551285655077
7,1857,-0.1266246057449184,-0.06810405175863463,-0.042931471230077595,0.1607804698443753,-0.04139519939105919,-0.02281291308957384,,,,0.18593099256157644,-0.04552087069170657,,-0.01984686278747327,-0.13194558718916963,0.08394577134496484,-0.04669391411912194,-0.041103532487430455,-0.19560933781761003,0.1411287840926232,0.016740382288843572,0.060766250423488585
8,1858,-0.13631733578172134,0.12852302616285524,-0.16909468593976232,0.1687820285083096,-0.023236133724860136,-0.05031049994476647,,,,0.1675422247263264,-0.09968187900825305,,-0.0543006561213763,0.01684180911218769,0.011542399762143857,-0.011862132305774875,-0.08286735368259737,-0.252119748410799,0.08403690583823675,-0.1196577776620229,-0.04326366127716652
9,1859,-0.007437535310425073,0.14578036537635175,0.05723097539735786,0.08128543586283385,-0.026704630824326864,-0.08411600197441932,,,,0.06524140660027516,-0.14603981821629639,,0.0005757444961253799,0.05334640127126285,0.06682269145332168,-0.01237198356293577,-0.010664106355500996,-0.30895498661007,0.08359251431345341,-0.08179240476002037,-0.03585066920546094
10,1860,-0.11989374870787507,0.19360143768714416,-0.008214796065317415,0.15822229089721065,-0.10878711387513834,0.03190711563032552,0.20530206444182006,,,0.1443421135990782,-0.1761461119941532,-0.02310222655079907,0.03495788348471619,-0.04709032866325761,0.06652186977264332,-0.011566008164147101,-0.004084615492601189,-0.0860443689227901,0.09333095236956909,-0.06686110681755361,0.14255553955737765
11,1861,-0.07871118713597415,0.17710532917418945,-0.13278015661602377,0.17057154899167684,-0.07572189433386253,0.0618219265671906,0.2544630511485258,-0.0005735647546694991,0.10243226230959304,0.07299728929153444,-0.13119497057902474,-0.11364703471051477,0.048222996979760964,-0.08965368293044124,-0.008562028221150902,0.061796666352031335,0.02949836457340637,-0.1473111391457558,0.23773363095564254,-0.07685538202247,0.13053193040088093
12,1862,0.013359809469341934,0.16629290496472285,-0.062265337449282886,0.1784458900821945,0.010069199403750978,-0.036922429622049203,0.11370688368447887,0.10121588353251987,-0.018117433999122252,0.12041474551380588,-0.09367314830876279,0.04486704051092509,-0.03175483247248107,-0.05764016101974306,-0.007008299535137846,-0.04177472230600266,-0.06530696313824039,0.05095929784108344,0.11165817477410275,-0.13986207077335341,0.04896186945218286
