	tau1	tau2	tau3	tau4	a_1	a_2	a_3	a_4	b_1	b_2	b_3	b_4	F2x	T2x	rnorm
0	1.9650938125248198	13.30312941578391	179.0418316946932	5000.0	2.3485975368540895	3.1442156305006375	3.0723350976611705	1.002457309864834	4.05785213703002	2.4504834524754093	1.9454200962189547	0.6347616826358689	4.544258684180126	4.783802787440366	1.5671234829402438
1	3.9148170531805273	32.70574385527901	537.7183390769468	5000.0	3.839597819792748	2.5863181559116564	3.1709658132429954	0.2235094647855913	4.294465733518955	1.777640200894833	1.8398168960796153	0.12968177961076321	4.020802305052083	4.9101956268664955	1.810865949788977
2	5.923428349777468	50.31987605830775	360.6018892898786	5000.0	4.6390922635417935	1.9500002827352247	2.083115514850045	0.6006884096777174	4.552552176408729	1.2017267637663738	1.5014547115886527	0.43296035984458037	3.8443470058041678	4.636448235402391	2.1058895060102385
3	1.6388399675883423	11.622283544969562	226.9669094759602	5000.0	2.004549260217181	3.4599695116487434	3.730736416037246	0.37235038697756195	4.35357156927173	2.7171733149263995	2.362323563917168	0.23577438743986345	4.83442141777758	4.783802787440366	1.5914080319829524
4	3.8499433846920197	26.832648198425645	283.17598451946844	5000.0	3.708222963749331	2.3769143128828825	2.703685281061541	0.9279797029018777	4.182201808166175	1.6884573150571658	1.6240582124403036	0.5574217783528352	4.02606955700824	4.858401130297816	1.79562150636954
5	4.0735039468488985	28.54965751318205	366.8489990384565	5000.0	3.815839403283927	2.347893884214113	3.0960093916424625	0.34945741365164373	4.224697781159404	1.6276911171565034	1.9342170794092564	0.21832185000337123	4.0024639138642675	4.804600046396073	1.8249239239946042
6	2.4090419739814264	19.88627585722869	245.29187787508604	5000.0	2.972166991958875	2.9267255039805806	2.8256794582123286	0.9416959030332439	4.043946220470563	2.193508444692244	1.7273746341374356	0.5756709634007402	4.27025013135049	4.833133928592514	1.6301212152363076
7	5.497487894859069	37.272559897531366	164.20289321107884	5000.0	4.458317272112201	1.5432117504044094	2.0441024169738298	1.671170821105191	4.47558507249754	1.046118160614547	1.2278578947813041	1.0038441661156918	3.876702647004542	4.858401130297816	2.035088551131615
8	3.0874546331251036	25.80735522706328	432.4491118828197	5000.0	3.4165496774395128	2.784894948246285	3.3568597233639386	0.05089574374241046	4.0696695847916695	2.0060974683746635	2.097182078206494	0.03179687280069299	4.102373002086759	4.804600046396073	1.7183666529652846
9	1.3092608922986742	7.453804985238278	206.41780527164565	5000.0	1.0928553573933641	4.083572719219965	4.18546868405069	0.1767959466677489	4.4425885975353445	3.7107279873221826	2.678117818240905	0.1131248160493783	5.4722796095739055	4.769346353665884	1.974385928873954
10	1.2229522266223978	11.7188443141271	156.54387368278495	5000.0	1.9421160173447454	3.4578173405860007	2.979361038439113	1.2394710248485286	4.520974430084974	2.7555004913483283	1.8524102942294753	0.7706380180870767	4.949761616874927	4.809382710609194	1.5204688601211995
11	3.1737794151300696	30.535022530036702	105.91351936813004	5000.0	3.6021915995379827	2.565524446302754	1.2923018205810295	2.1491822263703817	4.1814230314628125	1.819230130794511	0.8073593897573568	1.3426913304042287	4.075351941209455	4.804600046396073	1.7824297179271704
12	1.0398145281532898	5.810932636635886	194.08214203089605	5000.0	0.5126748136049347	4.522653463279476	4.342997406799714	0.16036702364764288	0.8282774029670651	4.2122890601917415	2.778914290780893	0.10261259034755543	3.9610466721436275	4.769346353665884	2.3064415185505864
