	tau1	tau2	tau3	tau4	a_1	a_2	a_3	a_4	b_1	b_2	b_3	b_4	F2x	T2x	rnorm
527	5.2785917105798505	34.049531925584354	146.83142608660216	5000.0	3.810137894023976	0.0	1.6282419058553743	0.9347997419043548	6.293976368055061	-0.0	1.7267993709072362	0.9913831602293053	4.5060794495958	3.1865897708918522	1.7757955133924317
528	1.8615972514011796	11.254728947026518	82.87575901137454	5000.0	2.4975417623237384	1.2116472075839373	1.318568149058525	1.3744844486235657	4.326357760695297	2.0617049627797432	1.3756701212747149	1.434007934651138	4.598870389700446	3.201120783794883	1.1770337340192385
529	2.627147867388184	19.825615709312874	157.00630879866486	5000.0	3.0292911206204245	0.9416944068860782	1.4090055763154763	1.04059361385516	5.428733300571292	1.3387530627702964	1.455327930108965	1.0748040856563383	4.648809189553445	3.2102923588385694	1.217157221427335
530	5.576158465188122	54.74727181182421	259.50646492283	5000.0	3.8863784674106805	0.0	2.249350887875519	0.23261199694999668	6.29480335799519	-0.0	2.3925603780362374	0.24742171190733675	4.4673927239693825	3.1841706761180983	1.8531287459109982
531	1.517265220616002	9.207052526233063	82.85665079460682	5000.0	2.1826762223330385	1.499500907008794	1.3548729402888746	1.355283779912976	3.7880002712042837	2.584413928641287	1.4212873891827211	1.4217183677338072	4.607709978381049	3.1961669247718416	1.1557856774168658
532	1.8213103304813298	14.027493143777418	103.27546407781054	5000.0	2.5936210971242692	1.2550257557765856	1.263486571266098	1.2118428267378478	4.7037442772671545	1.9017188530118663	1.3789301276311758	1.322567743690418	4.653480500800308	3.1619881254524005	1.186876432336302
533	3.31760831003428	25.52218359192704	322.82397513578434	5000.0	3.3039258154774873	0.7637961932482573	2.137108259675773	0.26229796454618093	6.0300010940727855	0.9339278460479411	2.1504047938685877	0.2639299145601788	4.689131824274746	3.233564116473849	1.300150735620087
534	4.908064853845839	40.5003199173747	197.84468624111273	5000.0	3.805452828504846	0.0	2.0258350192852017	0.5418916939936569	6.319534730394311	-0.0	2.148458791217389	0.5746923924037732	4.521342957007736	3.1865897708918522	1.6533756136945796
535	5.888786221480577	32.03214424863574	98.12185351577365	5000.0	3.8179420494479626	0.0	1.2553444057159766	1.2674871456122743	6.211079698808881	0.0	1.3563975707151452	1.369517781250333	4.46849752538718	3.1703868003881066	2.0468955506267186
536	1.2898710491127492	8.620801802485296	245.17276497926179	5000.0	1.888407775187036	1.982487328169013	2.206572837433689	0.26243132944923797	3.5653913785296987	3.1169280154708208	2.3859588653563035	0.28376600419630016	4.676022131776562	3.169949635119488	1.1031274093991092
537	4.4258200919505795	36.30138957862153	262.9622647019498	5000.0	3.6783129365993026	0.27735579192181015	2.1337935477898515	0.30980145776261203	6.096256062935984	0.38247465182717383	2.230166263675046	0.3237936304827427	4.516345304460474	3.1996318670367883	1.5327489411962631
538	3.0789325690600027	26.12458864311058	258.9626942742122	5000.0	3.2424030603093694	0.8474933641106154	1.7329555092482574	0.644276299279456	6.030382468428888	1.0216730501960842	1.7437375096822654	0.6482848195798212	4.722038923943529	3.233564116473849	1.269237258502178
539	2.5948736895531366	23.116728469752005	394.28273993001596	5000.0	3.0505391118241563	1.0855468229128507	2.25259047218025	0.04753309718604637	5.567348885205225	1.435173865926924	2.3067724683537354	0.04867642000555428	4.678985819745719	3.218104752051652	1.2098123663296685
540	1.5373076565109285	11.02960325765831	208.10872198054136	5000.0	2.2460630402873965	1.6661432111936778	1.8447178243767148	0.6156196465328598	4.121197970798265	2.5841292822866606	1.9575375912394215	0.6532698844609319	4.65806736439264	3.1862718611953245	1.1082309893725848
541	3.1492217988431856	25.105523540273133	144.56235874398897	5000.0	3.2738709451453443	0.6903790263460572	1.3590479157680544	1.0879780095594134	6.040302565680064	0.8372643134348882	1.4106865061698095	1.129316986758024	4.708785186021393	3.205637948409435	1.2883019460904894
542	1.2545622095852806	7.501515464105725	251.2370552686328	5000.0	1.7066195350292301	2.131945799301244	2.34344893829166	0.14196197828266754	3.2704212082071518	3.3745981244019156	2.5575676204754045	0.15493290810042648	4.678759930592449	3.1619881254524005	1.1247310407973994
543	2.717900783016714	23.067519689041298	114.22926606480974	5000.0	3.1251474507234946	0.8170575928839354	1.2066848270193293	1.250373863446817	5.670494890954625	1.1084672476806572	1.2611847078150893	1.306846958145715	4.673496902298044	3.1996318670367883	1.2525957683134799
544	5.882040770039643	58.30969741373944	266.75113517945795	5000.0	3.915337779508517	0.0	2.208745107474599	0.24846083540753305	6.284681531120715	-0.0	2.3438281563786356	0.26365627243035306	4.446082979964852	3.1862718611953245	1.9578881569419357
545	3.9584482644668757	24.62525870870134	114.97334674713728	5000.0	3.5582466603396723	0.1786704392242164	1.5336371890366713	1.1308514925298896	6.775678872600508	0.008437066631738932	1.6007894576881647	1.1803672735595665	4.78263633523999	3.200702890565225	1.4322994707036094
546	4.202047043866934	34.514595542720805	81.91713464050949	5000.0	3.596822336548198	0.0	1.465603473229453	1.329908039766032	6.33802999533984	0.0	1.537445816579146	1.3950987354498086	4.635287273684397	3.1961669247718416	1.4962059568984274
547	1.6654794654648903	10.659206778987572	137.6811061628428	5000.0	2.3021717634008594	1.5348901290242767	1.520110658833132	0.9668036996465332	4.15924521559881	2.4062991468520845	1.6590017119832325	1.0551396265430641	4.639842850488597	3.1619881254524005	1.1214278591982494
548	1.1813585497133992	10.474971669407724	86.4039733318318	5000.0	2.1356954644886432	1.62652333150563	1.267416899453933	1.3717700856822432	3.926404692208974	2.649446610849611	1.3229123717429387	1.4318347958890154	4.66529923534527	3.200702890565225	1.2094292912776714
549	3.042952467691683	30.051822928749626	138.75633519663268	5000.0	3.279117461024507	0.7773393550664001	1.1803669871662616	1.1767424889562088	6.0910980568238005	0.9110945371316218	1.2238724981863869	1.2201144096196623	4.723089750880735	3.2067831461066887	1.287963827982575
550	1.3901168077470116	9.708342101074635	221.02657578866794	5000.0	2.062301220368303	1.8270236286054415	1.9886927733859225	0.49032372987652995	3.88418927262273	2.8495381780066884	2.1153069355862417	0.5215411854312926	4.685287785823476	3.1841706761180983	1.1006112157010144
551	3.4516140002956557	26.302685819657086	365.7249848294093	5000.0	3.3488248119739286	0.7218949008339685	2.3642917450186776	0.032116775121123986	6.038183144044217	0.8872782242288573	2.3790017560286953	0.032316597379367984	4.668389860840568	3.233564116473849	1.3229272821854128
