	tau1	tau2	tau3	tau4	a_1	a_2	a_3	a_4	b_1	b_2	b_3	b_4	F2x	T2x	rnorm
46	4.662857275476437	32.256053363315	126.69091169052541	5000.0	3.641726162846572	0.0	0.5004981060279414	1.9790752750697829	6.399387495253257	0.0	0.47501540249709023	1.8783112803764133	4.37635708906338	3.060649771972148	2.64054702719816
47	4.013007827648334	31.362522861547383	233.2598679322959	5000.0	3.598416661777899	0.0	0.9052726456932485	1.6508485926189147	6.39417229834115	0.0	0.8455584847715116	1.5419542843836558	4.390842533748159	3.077268950045031	2.4315820269644073
48	2.609650510786748	18.656630470870304	522.3708478026957	5000.0	3.2937186215555	0.3259104674694206	1.7166364001072185	0.7645330304022906	7.177058072819476	-0.05511171250178857	1.6448554380969198	0.7325641659371662	4.749682982175887	3.050399259767215	2.257249252147328
49	3.671686141372503	28.64927632369708	216.9278394381174	5000.0	3.568361532739421	0.0	0.9372771295393719	1.4620032123564632	6.321568115360889	-0.0	0.9556688446806111	1.4906913620720665	4.383964161056783	2.983820937317628	2.360126555241959
50	4.524614273632561	39.16682821363833	551.8357504753177	5000.0	3.6488259659647797	0.0	1.5901686399965105	1.3831966967214129	6.5638185449610145	0.0	1.2226399264300736	1.0635045019637035	4.424981486677396	3.3110956513413514	2.555225291466076
51	1.051040052927239	8.357385725461889	588.8819527454092	5000.0	2.126254081796181	1.5206826546647934	1.71988670569775	1.2667260450153428	3.253632597698227	2.840247759933661	1.3187735363025856	0.9712993189477253	4.1919766064410995	3.3167747435870334	2.244857832069036
52	3.95977538003108	21.857284555118596	147.80927483677596	5000.0	3.5819157963762707	0.0	0.6794502186391509	1.871178992623987	6.3679511301288345	-0.0	0.6424165237920573	1.769189663728162	4.389778658824527	3.0662725038197043	2.435152981411267
53	4.379581592011942	32.17880405651147	615.2966957959733	5000.0	3.6386550073271655	0.0	1.8217963956655305	0.6608481409516003	6.393496709033085	0.0	1.729040205611684	0.6272012658646373	4.374869090254704	3.060649771972148	2.511109361973279
54	3.4405926289103306	25.026792521385058	166.91269747761507	5000.0	3.5400769077155076	0.0	0.8348673320632848	1.1666406971969838	6.053612235523179	-0.0	1.0708445459623694	1.4963944326383434	4.310425607061946	2.770792468487888	2.3296632791449876
55	2.985193721573485	19.547524262070993	140.54339035196782	5000.0	3.4618510145030483	0.05082307790881306	0.7993797639868511	1.232558487025738	6.1609587488149975	-0.007280030183678923	1.0245055282754543	1.5796784466781544	4.378931346792463	2.7723061717122253	2.2920769341190095
56	1.8539713501190005	12.14024855305834	569.0306205529796	5000.0	2.8093755149884214	0.8384738084647563	1.6756175509981244	1.2987244282314006	4.4591097476915325	1.6827946976635049	1.2883394048582058	0.9985559389407044	4.214399894576974	3.3110956513413514	2.2381924198801966
57	4.129930491173838	25.28827802742123	557.664653751386	5000.0	3.6192133213200797	0.0	1.7813739739038676	0.7002112243104825	6.369754559473383	-0.0	1.7068860173750757	0.670931969083064	4.373786272965761	3.050399259767215	2.444381466665524
58	2.8238177963807605	24.61361076924749	269.6455311189202	5000.0	3.422226858383832	0.1579693784554551	1.0981972539891725	1.4541515168109491	6.7338964010659135	-0.0009750097250083973	1.0383395913224234	1.3748924304824843	4.573076706572906	3.0662725038197043	2.2757155332201835
59	5.67076026489548	38.25118102372139	432.5716668026475	5000.0	3.7343443372171587	0.0	0.8763809674400301	1.4184998163305824	6.343922447583641	0.0	0.8741065832955577	1.4148185251900145	4.316423778034607	3.0146125604938856	2.9530805461555865
60	1.3451393688308524	8.442089585627528	85.08395653792978	5000.0	2.320323456844712	1.250748855196449	0.5070099830782967	1.8895595795157982	3.5925608271705127	2.331061624124333	0.516958783586342	1.9266374516131712	4.18360934324718	2.983820937317628	2.279867123215079
61	5.092867698511435	49.842837326015484	173.26052809793083	5000.0	3.684402082110683	0.0	0.5246154520115268	1.901652514576436	6.374318074441299	0.0	0.5021375455968157	1.8201734672246053	4.348314543631361	3.055335024349323	2.768033970709822
62	4.969814086318135	25.283245375974438	972.1372593925569	5000.0	3.6840194956769463	0.0	2.3416170007297508	0.08503355229194831	6.3743519519051475	-0.0	2.241287039803736	0.08139016698333723	4.34851457934611	3.055335024349323	2.693558288099634
63	1.2258720198145014	7.474889966643036	568.5692539504909	5000.0	2.1031192230702724	1.5192520151259212	1.8086170364599696	0.6698102448782661	3.326109568413426	2.7389424440448815	1.732989914270784	0.6418022032576216	4.219922064993357	3.050399259767215	2.2128412775167225
64	3.8410259481931264	32.63035621429632	327.69425231854103	5000.0	3.590733303356779	0.0	1.2244379615490848	1.2622064354037965	6.385154174304359	0.0	1.1839768870519678	1.2204973164305475	4.394814188893437	3.03868885015483	2.3845887752039436
65	4.216450202321703	27.439063791960287	475.0191957385552	5000.0	3.6243977063995048	0.0	1.5155975864354563	0.9608032266994693	6.370038324304068	-0.0	1.4522230402776157	0.9206273455922176	4.37144435508695	3.050399259767215	2.4690600259538473
66	3.451121136125074	19.54557662171558	530.5236175263509	5000.0	3.567044713672184	0.0	2.0012845576284417	0.39931260333463037	6.303847581902421	-0.0	2.0405547524731107	0.4071481126214582	4.375775223498494	2.983820937317628	2.3108620775711484
67	5.140692161475274	37.7450683072721	243.3880665794111	5000.0	3.6909650378530636	0.0	0.6630846466003129	1.7629995592944017	6.366062556600373	0.0	0.6338271028044633	1.685210038631272	4.342549849018054	3.058524621873889	2.7734674409170244
68	2.8154068220941673	22.668512907619093	617.9375709662012	5000.0	3.403977197833251	0.20213461401424632	2.0872241375772638	0.461201950665302	6.7721283405039445	0.025935366884713124	1.9495453524908364	0.43077985890049764	4.589194459389995	3.077268950045031	2.26590041617997
69	1.3370771580411998	7.413549915504475	564.6507420735214	5000.0	2.154819946652948	1.4616474191439686	1.8320289008583555	0.6523022528791582	3.3900396651885707	2.6392994297188728	1.7554228141377957	0.6250263060157293	4.204894107530484	3.050399259767215	2.2076016918946255
70	1.8590474589353658	14.908337753225368	113.56373679682564	5000.0	2.9244575841295326	0.7039608867635344	0.5082068572289871	1.9641731914123755	4.7037647982458335	1.3643075543583125	0.4869562434648558	1.8820415057358901	4.218535050902446	3.050399259767215	2.29738764476149
