Year,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CMCC-CM2-SR5,CMCC-ESM2,CNRM-CM6-1,CNRM-CM6-1-HR,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-AerChem,EC-Earth3-CC,EC-Earth3-Veg,FGOALS-f3-L,FGOALS-g3,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,GISS-E2-2-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,ICON-ESM-LR,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM5A2-INCA,IPSL-CM6A-LR,KIOST-ESM,MIROC-ES2L,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,NorESM2-MM,SAM0-UNICON,TaiESM1,UKESM1-0-LL
2015,,,,,,2.7533204295535856,,,,,,,,,2.2797552509898,,2.301148345043554,,,1.7803184793243585,,2.6530184691630083,,2.5293071283013084,2.2799389222004907,2.177869524281631,,,,,,,,,,2.866801092182057,,2.2596205773462854,2.0572243028270565,,,2.9178586752803235,1.9586856511881687,,,,,,,2.1768597396248546
2016,,,,,,3.150728079260883,,,,,,,,,2.2164403742907774,,2.406910172254661,,,2.380201662862268,,2.9880542772854066,,2.6079112681940697,2.2577585214621143,2.6840642479902153,,,,,,,,,,3.28935067473236,,2.1678887226831507,2.699477817410956,,,3.0179496680789755,1.8251046833699582,,,,,,,1.8200452601088268
2017,,,,,,2.6185000791297375,,,,,,,,,2.388687948820146,,2.41291663307112,,,3.0260375796065824,,2.536945179110122,,1.8626265575800889,2.520407107797513,2.410505076287291,,,,,,,,,,3.2131958399467386,,2.505060481485116,2.5110570246720783,,,3.0386598516544963,2.0827607154557355,,,,,,,2.152874176979173
2018,,,,,,2.6194671244562207,,,,,,,,,2.3122016025696044,,2.5124035227370554,,,2.343816266765774,,2.626193337717206,,1.1576710515126052,2.5943223743434,2.0631388158825086,,,,,,,,,,2.8939437738746285,,2.644285017891707,2.6359402279903748,,,2.93788689888676,2.491408360092578,,,,,,,2.1402344595212743
2019,,,,,,2.3368301700429988,,,,,,,,,2.5042237779284635,,2.524530731287141,,,2.699324108462674,,2.2507285973571163,,3.656845977695976,2.630773145347674,2.1561228276575113,,,,,,,,,,3.5994745256603875,,2.955972595079957,2.125108256201466,,,2.879092224593785,2.2634468820427878,,,,,,,2.175357638175865
2020,,,,,,2.8138337652262986,,,,,,,,,2.4592099605911177,,2.5647094203494603,,,3.07973932297347,,1.9091197094520669,,2.7920163590365172,2.894011428019757,2.98080189794881,,,,,,,,,,2.897837299209043,,2.821802648706882,0.8003847068506846,,,3.074029972174007,2.170110840353686,,,,,,,2.1454044608773883
2021,,,,,,2.3297308724373287,,,,,,,,,2.5605008631081194,,2.701913047550293,,,3.0730028634438735,,3.0617123066133307,,3.058524540473748,2.9717550727453323,2.8245325556388883,,,,,,,,,,3.413887906168729,,2.552183827703801,2.447547185731289,,,3.2630676504277023,2.2891208890800785,,,,,,,2.1959710683123292
2022,,,,,,2.6907026896728974,,,,,,,,,2.630728810953319,,2.7792924219238295,,,2.6474371329572772,,2.6019488298330087,,1.6580441380024058,2.836097867932536,2.6277135252285073,,,,,,,,,,3.5689088241828375,,2.890549001526551,3.304883055071742,,,3.325992048446452,2.465539220328817,,,,,,,2.57198700533879
2023,,,,,,3.0040046551327433,,,,,,,,,2.6826546447235087,,2.8417413832782716,,,2.74270418136074,,2.1847002167912533,,2.6416763835839685,2.986904797522751,2.632884110822372,,,,,,,,,,3.512565825201238,,3.4481594129232453,3.289410434106687,,,3.5385151940280806,2.597079343389914,,,,,,,2.7845966683763756
2024,,,,,,1.7091511659669671,,,,,,,,,2.7310547618374326,,2.9011688037181735,,,3.385074686968757,,2.6316558592338257,,3.5496768147189317,3.193103066863833,3.453715177987161,,,,,,,,,,4.007397716639992,,3.5062181251118267,3.0167492859620983,,,3.524512033156451,2.5692006738829636,,,,,,,2.8312679232695137
