Year,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CMCC-CM2-SR5,CMCC-ESM2,CNRM-CM6-1,CNRM-CM6-1-HR,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-AerChem,EC-Earth3-CC,EC-Earth3-Veg,FGOALS-f3-L,FGOALS-g3,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,GISS-E2-2-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,ICON-ESM-LR,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM5A2-INCA,IPSL-CM6A-LR,KIOST-ESM,MIROC-ES2L,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,NorESM2-MM,SAM0-UNICON,TaiESM1,UKESM1-0-LL
1850,0.12024875878298374,0.34011402547536035,-0.5959251557412703,-0.3025432144360655,0.00519944854092845,0.16341636682629518,0.2287028285054652,0.8922070830382949,0.22311819122349408,-1.1254396499414576,-0.5307228823409829,-0.025475729854767037,-0.3259179824694562,-0.3387280874107334,0.10791999655333041,0.17434631824131114,-0.0448095607065498,0.18533467371136592,0.2957721882925926,0.29365498907634124,-0.9719520351639138,-0.5911956891712582,0.12759344521497382,-0.2989676245518035,-0.2181241678180067,0.16060191398518125,-0.05107996325901545,0.6438651942303137,0.11075634147170317,0.2600853262857553,0.08924276515954398,-0.6836910552129873,-0.2502198106018219,0.03159260108462464,-0.6134132691907622,0.5153909271577076,1.3274195872572476,0.17325179215626538,-0.20534149961719847,0.2012609773712649,0.016017385423958332,0.5932701056973828,0.1325039673619998,0.7655636158781587,-0.4337059008672016,0.2584902414387362,-1.5741254185097242,0.499773260817505,0.8608697733634324,0.23145868287008234
1851,-0.3106129574078898,0.4396750387738476,-0.3815678797106293,0.2251345745043995,0.16933040735442415,0.2885070016370498,1.4753058155227254,1.5238510477362737,1.0483802484215659,-0.25193019840252645,-0.8268928642227213,-1.0105978685021642,0.05726294574440367,-0.1435592128609997,0.15721115106483421,0.7141722298709849,-0.7782718097694705,0.5145826584334111,0.4273934908193688,0.4797502265832598,-0.1373241089332147,-0.2132048357121269,0.5947762853597915,-0.0008699951140834773,-0.09306270416793978,-0.072720782541567,0.5431833880666734,0.4291450237625855,0.038863310971084315,-0.15082922337492252,1.1085728735345275,0.14791908069022555,0.3483388026138523,-0.049500668303903456,-0.3005953845662184,0.560755858907619,0.8871081902263072,-0.6987075350511719,0.18027838162196985,0.10339011276354998,0.3378213551387365,0.13290025653428014,-0.9927508924662489,0.9023374535073077,0.2310378725458792,0.8409700450007039,-1.579481470758977,0.7750670672559801,0.23234333297470774,0.35575284285802045
1852,0.4185013540414568,-0.390611414343942,0.2602389266862456,0.3416126318175109,0.2878728478144997,0.4027360333087222,-0.3685642607938078,-0.4339853218560292,-0.21421768405163494,0.8832895994742204,0.12863312467564353,0.09695014562411287,-0.3731564117109835,0.15473440170865052,-0.10653444407099688,0.2898411077138351,0.4933325396903093,-0.39571481293116056,0.4448073020802147,-0.3710182014659705,-0.1865370567198187,-0.24983059052112966,-0.5118025427527461,0.23165065678719224,0.2537925263069212,-0.26398800161742764,0.7338938102951194,0.5790472730198977,0.23670201704899857,0.19268602835290696,0.4399710507159398,0.04406910556279064,0.241426755302184,-0.19862000937653246,-0.4380582463516843,-0.4639800597898773,0.7562698415450194,-0.05714780261127456,0.414957761815517,-0.12232753890903356,0.0007106392438232593,0.25172104526968925,-0.05522823068440648,0.7666825300291226,0.5243203819533633,-0.12863796036691588,0.4206051981911263,0.6891555805721401,0.4631891597961656,0.3896354113899749
1853,0.13393588449989574,0.3912789627299802,-0.03809780389596735,-0.26503623145280186,0.10358827990182312,0.26317458330431476,0.3406262556492889,-0.17865293167242516,-0.117043850505515,-0.10775184077187973,-0.2893648568673449,0.6742542096457855,0.10907234558428076,-0.08506970165391202,0.011051929598943105,0.4170082867902639,0.07304094038407757,0.08040557082706093,0.8019999774044352,-0.1995783949554252,0.01622501493998511,-0.2793727699415049,0.35306946864602434,0.28656976239092385,0.2808062260902289,-0.20743394179293545,-0.006167493238764393,-0.00811234048254214,0.16234012790440594,-0.28401057606243746,-0.09793960477249043,0.12487783474928164,-0.41407088948480775,-0.3761911277647612,0.18408671594579468,-0.4046696289450564,1.3011138614938562,0.3962617766430439,0.1266459524131074,0.7941752501095414,0.3365651276863729,-0.6140086019418408,-0.08002396555418037,0.9284377333261088,0.20005729908161127,-0.4082670559967493,0.6531659924924836,0.6918129673483061,0.6321693843711564,-0.06850867949813882
1854,-0.2643149376703952,0.6423368504835699,0.07354419086510589,0.2986198784527576,0.23261996355094935,0.3824048914301114,1.3205423829738183,1.4644337767678568,-0.1640693882583632,-0.10345018749704957,0.08988330534739025,0.8954300686208062,0.2928677432173913,0.2638974923690843,0.22258025953962535,0.29603485475500896,-0.26335896385111635,0.06302372833359024,-0.4964249243477041,-0.558451141064417,0.28145314967505436,0.07681295264266576,0.5791185321647668,0.2610606977999802,0.3371216479508619,0.14586145393121827,-0.5564306037940819,0.20410140747525007,0.013165590983334807,0.3897189899642716,0.7100167451151016,0.580670756965172,-0.2394399772292737,-0.0161669172158536,0.3284623151373153,0.6156429689064972,0.992076151094876,0.2722185015324745,0.3362726069578885,-0.01267989551946841,-0.2705494094728709,-0.07440730739631232,0.6390794601138332,1.096416352656163,-0.2227577447273865,0.7644838217620178,1.1982720881136362,0.271367179124152,0.001952901978341248,0.3423864752407588
1855,0.024381440049986332,0.6533004259849513,0.11861156412850092,0.5225781997309653,-0.19171461958672006,0.008056266513516347,0.9499328115044171,-0.7452980163773395,-0.037042629510049205,0.5706050267262318,0.24203938451551205,0.504175381925879,0.4916900469539754,0.4104094623306731,0.17540590373747933,0.021131358209539486,0.09221524823093502,0.17439909043898932,0.4629312318650089,0.2876809490723546,0.7395843797321726,-0.02708045838706452,0.1397276049543306,0.5655874475806705,0.4989843948538035,-0.03551217489383204,0.21398309207877994,0.8352375060179739,0.14504027479531212,1.09392336995621,0.6266505747234017,-0.08751095326507949,-0.5081010511615599,0.6485116745862773,-0.044201004590725165,0.6053982818877073,1.6328720390824536,0.13633344602411762,-0.08974733222398963,-0.5966819277945576,0.22443324804643933,0.06453550486459142,-0.1716310856458263,1.0694710311916715,-0.4516592266163166,-0.18271440469808914,0.731402458682541,-0.2334829991792307,0.2443286033729398,0.35301815743501586
1856,0.15054411953140662,0.850012911276998,-0.4344453593882796,0.6274113630538187,0.4644557632733867,0.5015760963442337,1.5558192204708017,-0.7004162606822246,1.0650807918773395,0.3180379917918796,0.08668480941424461,-0.3859942746110493,0.3300707808046339,0.10752659450024027,0.14666157342563768,-0.4056318170329219,0.4449697370672573,0.10297297314939327,-0.03706172853834075,0.4532757168610563,0.35345516115336134,-0.20013823614109474,0.15711207153324966,0.35966258478054314,0.18446301207188265,0.19646412188685225,0.5160535652015333,0.3150885466602371,0.3695454220036065,-0.03471671393264883,0.23519304698002635,0.2339947515039483,0.4095751993472898,0.2637951898489631,1.1648272114758396,-0.6423054919230125,0.6137504789508329,0.3021894117950167,0.4131840459747025,0.3099810572827266,0.3814281112582591,0.9337849292534262,0.6608597508862672,1.027172749321033,0.5387449776879724,-1.0871096338122852,-2.0657856405870243,0.6995374756641647,0.8526185320767324,0.39967675913000567
1857,-0.2706071155668783,1.203002731138768,0.04827296726002435,0.33535618938987777,0.06262285097947855,0.5873612598238882,1.1665127634841241,0.6802176116401041,0.5625989068112391,0.3560844298190695,-0.1472829451604997,-1.1883890399121209,0.38254918695594936,0.3843072605898044,0.25923305457294593,0.4845658581168968,0.4163396948010339,-0.07435030761701653,0.35040960363571605,0.19999131800243347,0.7835687065215624,0.43218635604462147,0.6296126971822926,0.013168804009671341,0.26007237990456494,0.017948629705549838,0.3676963679717656,0.3460136956493698,0.4143702604809365,0.4205420993215949,0.8642808813697311,0.8967843355790521,0.21682050966630845,-0.10574914967354168,0.6215878206140102,0.9723610428204146,1.4926544305587657,-0.440036932784435,0.7171583799171832,0.9383516420905093,-0.4144580473338962,1.0537220529612483,0.528762097615602,1.1932964031258702,1.0162796098802482,-0.8736588554865967,0.009235861667756223,0.2419867066971733,0.4578442866146799,0.31248124712176306
1858,0.5400466293687124,0.08336339506771823,0.5573259424019495,0.6130871178730611,0.4154846480710647,-0.05094405123386578,0.6370876604528339,-0.09237280195299363,0.1154043676225103,0.9802331991616074,-0.19517738173363613,0.2018775527133605,0.29433229299151503,0.6542494710990421,0.5221670683622767,0.2770867023365542,0.43927345224955056,0.903061019458976,0.3740873492169756,0.6353611012679613,0.6943902067343016,0.17935161442883754,0.8895525417879584,0.25088504493382296,0.3569529720295937,-0.009168514434176456,0.6142341464129,0.22404810058917865,0.4440198801756474,0.409839033145646,0.8794147930073482,0.7349505397265496,0.5655259377217523,0.21225698790251954,1.0324360870641922,0.9830848110709266,1.9404814886996395,0.569012340978842,0.7362155888744766,0.4626228431346445,0.10239669311352118,1.2684571233663084,0.054753797334997106,1.2661810236031656,0.1073629993564648,-0.8504667900983623,1.537062521818636,0.7455486053084766,-0.3001892642636713,0.3229296207750265
1859,0.4276528208679924,0.4900589593469068,0.5512726562727073,0.7817392466384976,0.29841167859540385,1.0076471270240352,0.4420653064133959,1.4535921122492341,-0.15213525641879438,-0.01863846796446439,0.07681194771351274,0.5074211478437785,0.4278862504986083,0.4340866466683466,0.326719659637661,0.35994249556002705,0.2085564805377473,0.9821260998442924,0.4873562203780263,1.102148179222203,0.7244798057499877,0.15028712887584258,0.8522178354267518,1.420186095832369,0.5850758438799505,0.8090516931804114,0.9017713915504052,0.18868325004525752,0.7297748011485417,0.3039992315778754,0.3432564357282076,0.8022668206331773,0.5655415847553207,0.023936523926857745,0.6625441012088409,0.7838738431016655,0.3826321885112237,0.9848085511810224,0.19092319578817785,0.580413787355362,0.7249841466834567,0.9804663520803004,0.84047534918235,0.9212919289975924,-0.13093908720988048,0.4824801021007787,0.38997354059598,0.4645721073877182,0.6499915360837338,0.39819474684635336
