,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CNRM-CM6-1,CanESM5,FGOALS-g3,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
1850,0.07237969052064304,-0.14855478167115477,0.5061165803370865,0.29019467150014,-0.021871692261162222,0.06591026176427826,-0.3697249582979469,0.18053437483560256,-0.11441806998606875,-0.10273995311859618,0.10728662236458616,0.013992173784667999,0.02184450981865851,-0.23777830484462573
1851,-0.09641497196259317,0.23830652287201934,-0.05208493047670182,0.01632684615355924,-0.025022996293151828,0.0009769594211251804,-0.2068514778098416,-0.11335195079725635,-0.04092305282779721,0.1287921491187402,0.3382161390766032,0.10870774950287596,-0.2006443003043253,-0.1308881207241681
1852,0.23546097063973548,-0.03530133012511127,0.4042680423780219,0.6250738387192056,-0.02828485949149547,0.018049630275371088,-0.4588800062256122,0.5653491988726163,-0.012325683922658181,-0.18286173589636406,0.02065404110431096,-0.03429653803749501,-0.04917650008395698,-0.004488623181278781
1853,0.3062527196014962,-0.26817529590021566,-0.10732403925775698,0.538856123555862,-0.03550016585936964,0.042358424290337156,-0.18462942313626507,0.07637852733750022,-0.1349322667014073,-0.2902721086841293,0.04199175017985865,0.03703233805031246,-0.11811783510684944,0.0794191780978667
1854,-0.20320045529116001,0.0911992825892343,0.27999001788562544,0.5550098934698044,0.004841775770380958,-0.008234377568460797,-0.15795637584914443,-0.3253462873681791,0.010341993922566501,-0.1212189168787248,0.18656846200947969,0.26943315234519793,0.19350878224492304,-0.549087260356656
1855,-0.24988174957735923,-0.11771052650389709,0.21718463092362691,-0.7992959585752462,-0.0636893680785989,-0.0196932176998329,-0.43242126093538413,0.2954342985852572,0.0018959154699639787,-0.22785159217363052,-0.05750942536924869,0.09347026345566076,-0.4074978374210489,0.6335142400190891
1856,0.2108189236771794,0.19892377974041983,0.3734123796326629,-0.2924009242259939,0.007349733403340131,-0.02981651103465591,-0.4296906773209879,0.5613261114772735,-0.027148112362351675,-0.16049249084074693,0.028621449664211235,0.00662816005944406,0.5308731676630033,0.6683997237025617
1857,-0.257000439485165,-0.1110006004229684,0.14093348654876311,0.6732616024016594,-0.029971231759158567,-0.005072580560688948,-0.4400487408222682,-0.5088509358008235,-0.001654969276684043,-0.09188502316295745,0.18591442470872527,0.04520506714168467,0.08505109748907418,-1.0998194275506936
1858,-0.29289817261037926,-0.24604771624783453,0.17661967377802656,0.07418548044975498,-0.034555146662239314,0.03795167260999808,-0.22982927643475695,1.0381872141818465,0.07841424172090097,-0.2240242471798725,-0.013907721154348596,-0.23195050488641195,-0.2395014396430714,-0.4762414264686794
1859,-0.24128600081716936,-0.15175982008908323,0.37307004466451205,0.4912602485430614,-0.08423649553192751,-0.040130007538396004,-0.41569981227395575,0.5348263775486407,0.055440536925421925,-0.29807687973159125,0.25322125136768336,-0.11952505760958898,-0.0789990285144917,0.8285490663167149
1860,-0.05159010477953279,-0.08785439100724712,-0.011582268981445468,-0.19350387434109917,-0.05616915369934468,-0.02043553019647053,-0.37895113747436754,-0.801782203208891,-0.06806303727738004,-0.09434336002434604,0.21538502612354132,0.12546652348648385,-0.06549868572492859,-0.1643605371833743
1861,0.05824730090065396,0.01132050605495836,-0.3076608413625571,-0.4925605200099462,0.04606157835166262,0.04046719118058704,-0.1925283600515538,0.2866558397169705,-0.16526651597433872,-0.2945915279786265,-0.19337629701427678,0.097341527150217,-0.02520376932142914,-0.40391767639529874
1862,-0.3668838418066267,-0.07550968286768976,0.3359500816309335,0.4012901486632973,-0.037900011801448794,-0.00834642099763984,-0.19341421903735348,0.6491126387359816,-0.04944738648304397,-0.107129832744284,0.10252281417352098,-0.2631481832374824,-0.36893673682388095,0.26618495975165885
1863,-0.26483949180499117,-0.0715859349643233,-0.15904272830322982,0.11364641802228999,0.04409989058842732,-0.004296131924920943,-0.4038435709048471,0.1391200596095626,-0.10238169654892208,-0.17792447130778172,0.16582089786398574,-0.05396881764931405,-0.31910575703155514,-0.3542954526322932
1864,-0.0911443186257474,0.04930195247856738,0.3540566595279416,-0.1557843378018816,-0.10125159226981466,-0.01792684969875341,-0.30873396519421986,-0.04502727300417588,-0.2206036623101762,-0.32303460936768313,0.11444361158629619,-0.32027329867814397,0.13923406255016507,0.40993440076853177
1865,-0.19799113976803587,0.279717900050232,0.11258543322560179,0.6968246138149288,0.017538678150827665,-0.03704045634257778,-0.10961790894854855,-0.3624103555610704,-0.22654970775710878,-0.24156876349139553,0.006313994185588745,0.09232888328466209,0.08355434155439126,-1.1263865262706116
1866,-0.1832471007751124,-0.025518301982880714,-0.08203242710047724,-0.06352113232663548,0.0008418792228865657,-0.07692131654654291,-0.39524578212851275,0.4986617552875706,0.017216384060477215,-0.2926158084696461,0.08947713489049143,-0.059917094689007945,-0.07844845294598846,-0.33382727725504086
1867,0.05738120518273896,-0.0724552977573866,0.38047780846072604,-0.42577058459878564,-0.076590353487756,-0.02055549380735861,-0.08780310231458277,0.42701261005832464,0.08333565874464277,-0.18613063659658385,-0.2192088822283115,0.056595407731317014,-0.309136539820212,0.5417747629654611
1868,-0.34375421336406276,0.2825958441297968,-0.4442226649479249,0.16158697558938423,-0.005976727753857955,-0.044249588028738525,-0.3152677132779869,0.531232938526603,0.044143101965823356,-0.19643384314606618,-0.339867500175401,0.27918411257774806,-0.18888296294007648,0.7263493516132365
1869,0.15803700237784324,0.2575115586655206,0.4552594620557962,0.5834172176484942,-0.1264486055780199,-0.0163521472697909,-0.2921681082692572,0.0533712210146466,-0.1451363430880538,-0.15020001858791368,0.04387921724845271,-0.10418421865000438,0.3115599776723433,-0.1560171621844246
1870,-0.12946877002561488,-0.15073547698748382,-0.2524048758975164,0.11870858633568718,-0.011790896806510248,0.0036070907872671793,-0.16531527587652897,-0.5430292090466619,-0.14362878937607493,-0.26576710182543,-0.09596182458000488,-0.23357993818417522,0.1815969350665696,0.36345253411260336
1871,0.28011196601868543,-0.19849305273860474,0.21088791903155468,0.13312652274998915,-0.10213379077075273,0.01163180367227774,-0.1143731427407521,0.2756559793867425,-0.04606546765459328,-0.24627357795921195,-0.04807237922570945,-0.11208005498207704,-0.3228463763206155,-0.1233103197651469
1872,-0.21401632443225746,0.2386914982513588,0.25064225918059074,-0.2156034146212778,-0.08131859810456263,0.031898350187515516,-0.01677092087849777,0.6921438064932732,-0.12231114473841957,-0.37050587334007223,-0.07501947820843421,0.10693644445724901,-0.16119334546299208,-0.48583745160707853
1873,0.21775250817957223,-0.2507371468092802,0.033670776362183706,-0.2725218598893803,-0.1440223547041874,-0.02876850114785266,-0.2744744311015362,0.3506598702301347,-0.0037951932928011653,-0.36837211517538154,-0.11819139771448184,0.011422826564070631,0.14041361159454585,-0.11871152228736792
1874,-0.01065411719782768,0.061594127447095214,-0.15784363145405136,-0.14757882188561466,0.05399568127029282,-0.060915607210864815,0.09492977211532934,0.5721210245927609,0.009108891055161083,-0.34521301009256145,0.0682757582994388,-0.030437033162017034,-0.1328928837974906,0.5117286547864396
1875,0.15412338000809667,-0.3103783294303916,0.19946142860797603,-0.7922056512827058,-0.00536895915195319,-0.07686562828830379,-0.18104507328333752,0.4268398904482016,-0.005802127556523573,-0.4264804240281963,-0.24744319388913585,0.13725082220315418,-0.16621207996498857,0.09266468957459961
1876,-0.4262616373287797,-0.3045594438336488,0.06511788892179272,0.09942104594070682,-0.13230685309919724,0.011437468394630288,0.07163121948454725,-0.05477228149081287,-0.21250899368329434,0.014266832908845057,0.1228680002999972,-0.08508169734833934,-0.1822951187639748,0.5616952646107162
1877,0.1629725980748049,-0.5565231348049773,0.014116188524942008,0.12908776956187942,-0.15991620702859996,-0.010151390627452107,-0.1815524888753299,0.4571658887734809,-0.14888426903475777,-0.20069401666570746,-0.14131881954428133,-0.27450413741444385,-0.5696004931765325,0.11653839408416418
1878,-0.225827681711007,-0.19598325646299655,-0.3868942701655484,0.04101042576549998,-0.10356982112797401,-0.03302946104547226,-0.46790769111848657,0.38410284974159337,-0.1307699371244742,-0.5644749596295875,-0.0454148504442629,-0.13200296229170191,-0.00849129561373998,0.008147668015923573
1879,-0.09675879544245859,-0.06620809545207014,0.04983294968045393,0.5496159889642236,-0.11717097584323807,-0.10774276338909283,-0.1030458107559619,-0.5964807346559667,0.016065493701937276,-0.3204622893646838,-0.036859197912637934,0.008301387800984505,0.09518900801447791,0.03824002642591532
1880,-0.17614458222759524,0.015221486487217948,-0.31273297778412124,0.15314712940530045,-0.15699384320222895,0.042128211075719436,-0.28185130566899913,0.4334617382902068,0.024344083896142416,-0.049304414438336115,-0.0010032538803323664,0.12954828329764312,0.09846390197495013,-0.9560506703587109
1881,-0.09905593238298038,-0.09385785409886126,0.1319518526090294,0.16120018454556173,0.02983486594536746,-0.011857165221883533,-0.21029427776063803,0.6766827410398427,0.09500398325861532,-0.20380550380518642,-0.10508618756794252,-0.09465952621932767,0.36691705810052777,-1.0399535318926745
1882,-0.2500171456851155,-0.2500436888516504,-0.05805536221875716,-0.5558803609222279,-0.24600336655031163,-0.04455647813371564,-0.3141803904531292,1.0721967542642166,-0.13300004797301085,-0.1657507148846437,-0.05893085647743055,-0.06632463168129368,-0.23934690340122886,-0.40533436232846665
1883,-0.18940377842085707,-0.21439506888887458,-0.28508116053459936,-0.4505807526930549,-0.18515473974001692,-0.12962650441482876,-0.053028694422132094,0.660683320525081,-0.11431021985519257,-0.2485080688203717,-0.21552784467577973,-0.10133763181566288,-0.29950104010888423,0.025789166440551976
1884,-0.23093718995877507,0.15762403450140283,-0.3103652995224891,0.036429332917395786,-0.07212376973753237,-0.13130108817782532,-0.1216606265515504,0.20521541236509466,-0.23861202738140144,-0.43972611401162204,-0.06668255436427348,-0.019454993209187154,-0.08412708627942973,0.08916271317433684
1885,-0.19077115264168096,-0.34565189257721385,-0.06874527946090288,0.15576748889228992,-0.20467868954273266,-0.03294715034818702,-0.04323720932196875,-0.3158869437978187,-0.14780422448398634,-0.2847110552032789,0.06690487572483678,0.11710519792657396,-0.2699824905055172,-0.5024118674339775
1886,-0.31646026882718303,-0.004555701596003788,-0.3072160323573498,0.5342325359553934,-0.20816437951517613,-0.0526499023891173,-0.18081915540413793,-0.03398933621956593,0.10736718468812591,-0.13364459510439303,0.02828991087806331,-0.16174370721675285,-0.21039282130843295,-0.8464063497672077
1887,-0.1600091643160237,-0.1681856943135267,-0.0008172640241166373,0.05125148741274908,-0.11238998498722552,-0.15540619197235842,-0.0920102633372973,0.4424449438426943,0.1318588843039951,-0.34898737104320937,-0.10945937358659404,-0.08134659909003407,-0.2750201862656568,-0.2836717060158976
1888,-0.36130948308283095,-0.042454583509408395,-0.16520599519594478,-0.5976331880365017,-0.16224503621407074,-0.07077609031719412,-0.4503989717110275,0.19253075430343394,-0.11577106857286074,-0.38562203285990543,0.03631944772882384,-0.18430670885897404,0.1944592719071054,0.4324688647497014
1889,-0.22332213194084147,-0.03474558288891141,-0.46426386128845937,0.3339111843207787,-0.25840651488984434,-0.14338442214647423,-0.06428804117908359,0.8509268977615063,-0.2495587689191861,-0.10745650030088405,-0.25939456345714607,-0.34920828878502463,-0.4777355224940337,-0.9156246401030722
1890,-0.2566626721703427,-0.16104285661210183,0.3290499659242397,0.1045910513618785,-0.18859579908398125,-0.07101089943169647,0.05085056917608366,0.6251706568419642,-0.15915459070100885,-0.07023571334545242,0.12034105182088758,-0.07130687354560115,-0.22356639525920063,-0.5783044405108668
1891,-0.4742095845400938,-0.3048614910655606,-0.5869742358775244,-1.0459892977456378,-0.25795628095590595,-0.06628586795372503,-0.4447653414597026,-0.3933531609693476,-0.06770475126915822,-0.47507923079518977,-0.10067496297945364,0.20775073565822577,-0.24901375262518197,-0.0962836204766343
1892,-0.418943055982814,-0.2505605036494647,-0.07871722123159695,-0.29433316023865785,-0.11720289501769168,-0.12567818939775377,-0.22894166681230635,0.6912859231243405,-0.07006002031859727,-0.2752525838265397,-3.336876675235079e-05,-0.1800527241962409,-0.3644852322494486,0.15947766398305455
1893,-0.5005403053391805,0.21981974461002982,-0.30414881479288697,-0.20976324375685582,-0.21507764989386274,-0.18241231482219802,-0.04912572056651829,1.301131124719776,-0.15019552020528013,-0.49230654379015715,-0.00548466617136909,-0.2192663550256045,0.05956311559456993,0.17528518993247913
1894,-0.32027316255456334,-0.2609196474810472,0.05970204070224355,-0.05309836411931562,-0.2547875068784892,-0.11466741642719118,-0.19790774465488395,0.4422634717035393,-0.13704558421244128,-0.4042495797240987,-0.2887060680854035,-0.1480889832702965,-0.21168472592869256,-0.46518423914713286
1895,-0.34639142740234036,0.01671231453896722,-0.6359392294113764,-0.38764242713694586,-0.18930474435957886,-0.1845613047065643,-0.31760514288244285,0.20393302977528396,-0.17594240192055471,-0.6625827305414482,-0.050037643526415355,-0.06546758750700782,-0.4325347261004282,-1.662368148603223
1896,-0.36343983207890634,-0.2617764770319686,0.0755828455190446,-0.49690387458307445,-0.37663138749034947,-0.10413408114431136,-0.3143030564031282,-1.0281960894744409,-0.16106105102659435,-0.26730750609370324,-0.32709906236058806,0.10839672231640182,-0.38995916074707976,-1.3025618910395804
1897,-0.12304239185295851,-0.4441164104451041,0.00818910921681056,-0.2363752261663261,-0.23226302495552903,-0.14568098398850096,-0.13129441844987755,0.7339753073451539,-0.27946465458153397,-0.5733272369728484,0.07620195796730624,-0.15506891425475394,-0.2687860170193945,-0.05096842603812687
1898,-0.6194760354879549,-0.08770302631135289,-0.8073595564208818,-0.07194572312161099,-0.27416195110013764,-0.14582149745771344,-0.2871978207411954,0.8691538395451645,-0.06535046045399327,-0.5379643557756709,-0.08476495219850624,-0.04091039036737443,-0.18274379796808993,0.08950670591115584
1899,-0.30827560435093837,-0.4229459102741287,0.05487834112822715,-0.32260397063352875,-0.3384727141901133,-0.1446998837352854,-0.022754325559057043,0.3286251739947072,-0.25107042123028356,-0.2731872956837268,-0.020903418440980436,-0.18344772723214559,-0.25762680895985574,-0.7052271320553588
