Year,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CMCC-CM2-SR5,CMCC-ESM2,CNRM-CM6-1,CNRM-CM6-1-HR,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-AerChem,EC-Earth3-CC,EC-Earth3-Veg,FGOALS-f3-L,FGOALS-g3,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,GISS-E2-2-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,ICON-ESM-LR,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM5A2-INCA,IPSL-CM6A-LR,KIOST-ESM,MIROC-ES2L,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,NorESM2-MM,SAM0-UNICON,TaiESM1,UKESM1-0-LL
2015,1.9129799404949537,2.259260200547428,2.8076563757442714,2.217748485716373,,3.0127611751880004,0.9788293355467138,,2.20459570026467,,2.0340947752610896,3.064264945691371,1.507785091497492,1.2898585371719131,2.211774333291024,,2.270250095104247,,2.5373393187902136,2.2216905525833948,2.9682631255560517,2.6686825144545954,1.8108404999907861,2.9861494294677025,2.2651809753980148,2.0460127320455,,,1.6398598092932886,,,3.675180510038564,2.8546382513117545,2.497392717958279,,3.1708395968233494,1.8551853718300642,2.3368884507367635,1.9485701283552759,,2.6248469325924635,2.936238468520439,1.7681627128469064,2.784756968148324,,1.863810579878468,1.8258932491051194,,1.6008966881191655,1.9723007678260496
2016,2.355477303664505,2.3077940241864727,2.731712881438145,3.1663919834775465,,2.3589170079320843,0.8806247177346607,,1.7183861571855723,,0.5811478266893899,2.867072235345142,1.7219281876615635,1.529325001452061,2.231289800298405,,2.3254782911459944,,1.211976323966835,2.275261908305185,2.493330013662621,2.5886866825998998,1.665169001686971,2.98673549093006,2.1799827168048265,2.385709986213519,,,1.8906334849286321,,,2.7925520846050222,2.7177099926105344,1.8450346455815259,,2.917223270417321,2.4522607697022534,2.389821442540888,1.9355530275494397,,2.2954306409560523,2.946125607195554,1.8742251192844634,2.504876048211898,,2.281069117162128,2.7241959190502683,,2.0411350470873417,2.02706144140193
2017,2.2841653468869927,2.294005961651731,2.1504835357810106,1.7853127186656783,,2.844655772268581,1.4015662572410872,,1.612916989073606,,0.07192255858170782,1.931151388320041,1.6177758514433709,1.82202150413982,2.423937000293641,,2.2628576258023014,,2.112164348892234,2.4317669406016877,3.2769767981374143,2.59605295718366,3.286614728844122,2.264162400533812,2.4721662031797917,2.6124066643597255,,,1.948117120918226,,,3.5453461025447925,2.49815808345399,1.9981247353398328,,2.967416301946332,1.9508303606978536,2.4099416360589605,1.9919074791554952,,2.7698881727011093,2.956645436519991,2.117841285230805,3.0101542907843486,,2.3706970104125826,2.9393924329091563,,0.965176726515566,2.156726102721637
2018,2.047943731800564,2.5133820069619865,2.9779306419888254,2.505084021560927,,2.7078461355181247,1.5192733200104822,,2.190040182139396,,1.5611851407074282,0.977999825624013,1.7841696363264397,1.4458512506894563,2.336818982283178,,2.341956293294814,,2.7729392663106966,2.658359929338733,3.437376035446301,2.86202523799392,3.0426985154605686,2.4534362696107603,2.7064496342348647,2.1968922059768565,,,1.747360704101942,,,3.727319163346311,3.042748273334772,2.522128372828349,,3.2315304709216974,2.9487028448912267,2.6755152962011164,2.1722375409714667,,2.925050555035473,3.0492192215617773,2.109072154682875,3.272469185841139,,2.9029290292607874,2.7542412664541636,,2.115556050200426,2.1281362266046715
2019,2.221660532135152,2.4973560875906435,2.3909486007793594,2.596105887100828,,2.73559726506835,1.153054315904254,,2.299794204486142,,3.073336340831381,2.596486603411317,2.0442203679560604,1.7746056077089831,2.4546279981929295,,2.553935722239156,,2.828960901977674,2.3635455131572405,2.8729479887222413,2.5008788863528206,3.126845378997995,0.7808329561416667,2.6316022663979504,2.3217363226104504,,,2.2357532700111533,,,2.4673918043845444,3.241281536418983,2.4044520504460425,,2.907482221648529,2.0390816801146805,2.761476677341689,2.1671610169528246,,2.6679394737598905,3.1287752311718107,2.1487266652743093,2.98232765959591,,2.5750491671355564,2.635646507203846,,2.5677525336025244,2.1622467732318014
2020,2.2740490200830394,2.6033139867509307,3.331651466633381,3.2313303275381733,,2.6977779281226306,1.846617255740519,,2.343477780910865,,2.562417175829553,2.8012523650487973,1.9346715693499754,1.5064535332793212,2.5683843986307533,,2.604745940896858,,2.126322196467336,2.4815839456092803,3.074435921907908,2.639604487829964,2.8146730266332654,2.7351850299022877,2.62951682045585,2.6355035238875857,,,2.1162817296458014,,,3.910050016421504,3.6280274324695694,2.836644433269552,,3.1899121479399715,3.6241861584203656,2.745122779080632,2.4097513958573296,,2.616502817678778,3.220084239651594,2.1421238135295413,3.1694910126873066,,2.637165268859653,2.1720265706199973,,2.523774937997416,2.3317617002495545
2021,2.557079093551745,2.7330422947271913,2.7641652019054472,2.70056226452862,,2.8590832166174818,1.8779463741546223,,2.4156418988828,,2.9181838367691086,2.7750828985227773,1.868552980940157,1.8721637391971808,2.5967048969479816,,2.6680439735166614,,2.124204660404379,2.778776996492862,3.8728056782367375,2.743782991525223,3.307220962121636,3.744083965703047,2.7034397560707424,2.75486206143254,,,2.1774610696640058,,,3.4697096945197727,2.937272688502772,2.603015257888913,,3.2844052354248374,2.5360089797685896,2.790397292639028,2.3163662375009872,,2.9733204123536776,3.1373987156500203,2.493846405763713,2.9563855560841796,,2.8697446647078757,2.475988702241396,,2.1440599658480783,2.476592935103974
2022,2.642868774315672,2.8130983489026553,2.7935104895714407,2.3948862798864448,,2.7266571805205766,2.3312286753237794,,2.2645243556760533,,1.636556421168547,2.1511913494438972,2.071968240397617,1.9653063979046232,2.6907075440848915,,2.696806741658087,,3.2937774128404023,2.8896156501985297,3.072114073025125,2.4855874183015403,2.8954945708790394,2.9283007407904065,2.7051897429090466,2.7640353528520265,,,2.108246358052729,,,2.9696560237156384,3.4704872509803564,2.7641082508858177,,3.3792467407715816,2.0949462569418817,3.1013363333151114,2.553805525081379,,2.7099066036105635,3.3463472170521045,2.4034946960675336,2.91298545970853,,2.8567000806924763,3.1062775045185473,,2.647249739933081,2.5005510299262927
2023,2.7724617890455177,2.910639123797101,2.1443870621794963,3.023211987446285,,2.9662333618846946,2.258980433745931,,2.642726371921917,,2.208698214409842,2.2841801544127938,2.3332960395554476,2.120230382496408,2.7043891697581763,,2.764054466622896,,3.1207753065746724,2.9501453671956543,2.7305662781876445,2.914865546740597,2.875424977683112,2.74736716762396,2.9259310523915896,2.8577400097800627,,,2.3373342115294795,,,5.0363557484537695,3.927668041270672,2.841449730353997,,3.6027309080402588,3.534779029339364,2.9843366191555716,2.649244842147107,,3.009638424744279,3.492926326917938,2.6638975899451967,3.2528757783714344,,3.090905460799767,3.1680621739576673,,2.941064956394423,2.662657264669313
2024,2.591362873083919,3.0429796535879774,3.2850840179980403,2.3640976115225696,,2.6710824348228237,1.223675421920686,,2.6218151517171697,,2.4404680190259294,3.337141262810372,2.3357149989283577,1.9373754567775552,2.767688756868208,,2.903742283956741,,1.7846178572288032,2.972822237087452,4.180782980196557,2.8360013176855086,3.206289449111408,2.1018550784676333,3.2426179783036613,2.948680665874092,,,2.3457963979156906,,,4.381406269309773,3.6557361524166168,2.757323271247745,,3.8988040962465873,2.223984590850459,3.038155018867883,2.494650460339272,,2.632013651887637,3.573195351509715,2.476005422239994,3.1929781306885965,,3.024677099263788,1.8547553730270694,,2.6086916478256152,2.5619482098810895
