,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CNRM-CM6-1,CanESM5,FGOALS-g3,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
1850,-0.08787358803866525,-0.13943344456327791,0.007454257959029385,0.17248232470708155,-0.021871692261162222,0.02669955073714045,-0.5137877489682889,0.3081144343609311,-0.0036767736717586486,-0.007778571647900802,0.10723029376407114,-0.03538918169470595,0.02184450981865851,-0.14524541682568706
1851,-0.15138966651488583,0.03694759214880261,0.26980740067309944,-0.016545110980810036,-0.02394599960699259,0.01811766090920784,-0.6001193823816328,-0.060626230456314885,0.005877163455040052,0.025059184920680266,0.2672796568755441,-0.16857657829741549,-0.27151126913210366,-0.5395393333729884
1852,0.05655619164596984,0.018088357113895708,0.2634813788070468,0.4379366905982271,0.026396941876530983,-0.04165560581849663,-0.39262835789462525,0.7560812444626155,0.04495527841686546,-0.30707186682638166,0.1740274148702049,0.11353035805504351,-0.36008655832825676,0.2133009621505653
1853,-0.2659401529521162,0.06560819754698956,0.08731243048438929,0.4404237954808264,-0.08794328820341318,0.05555768412556,-0.4645835409231301,0.8813385092756181,0.07952715130479246,-0.18130144536451376,-0.16558661463689323,0.0027334163667529893,0.23828055162702638,-0.05165688468305293
1854,-0.16010529064989262,0.3414970251483176,0.2824493812459014,-0.12152476022462867,-0.02489132500681775,-0.016796726147533,-0.5127278240506614,0.525513438109787,0.1312259235258789,-0.127525962243113,0.334727400167288,-0.23599630847426512,-0.1833345344407637,-0.5553645991319274
1855,-0.07034454223211353,0.25681592962080546,0.2213458482140266,0.28824901289334676,0.026414804331376475,-0.005845445396792731,-0.24337476991734178,0.1959981828276322,-0.05724857949399368,-0.2609586382964213,0.0740604040070997,-0.1406547479755612,0.17303049433547507,-0.5344471819056063
1856,-0.14329071322485723,-0.05963791396646408,0.04147011307146692,-0.4040278755432585,0.057469292314103824,0.02681629458790228,-0.6598980722791403,-1.330684287211371,-0.28872132293040526,-0.19112121535592458,0.004598109090073854,0.24860477298393466,-0.22659085036103624,-0.2515106630851269
1857,0.03142433615047108,0.11000813432169353,0.28290100447143113,0.16612038785384023,0.17193195333112765,0.06520009612229581,-0.2059626755099849,0.1168003469496636,-0.17763416780886293,0.12698328031011066,0.32034432114078,0.23081222445003,0.02429439760545692,0.26279912614249645
1858,0.04594512415228941,0.3222012494372846,0.153272766050414,-0.0002008273005354629,-0.01874291073181756,-0.06737022427550367,-0.03094995544277605,0.5295055219827467,-0.01675278531664396,-0.2204946445512716,-0.0009019219721882882,-0.09798579015042602,0.09548315329481719,-0.10072952503404087
1859,0.09302570019422307,-0.2096462916457931,0.36984658121019903,-0.1797145893107993,-0.054812761207087404,0.04404319448039825,-0.364464089863105,0.6843180069146271,0.23308265696356015,-0.078177331310683,0.010712169369505361,0.28099599147178816,-0.44646913226782836,-0.05767332003083355
1860,-0.17785383986899372,0.024947846682933334,0.20618917608341555,-0.5073917238248159,0.12738133477778935,0.021678061981494898,-0.23503430698395858,-0.12882029456337651,0.08334132920735678,-0.04029554142619904,0.1862703610972481,-0.01453541452186379,0.14315577870564994,0.011467972683061226
1861,-0.02346338416607246,-0.10222584829388444,0.1668395595663986,0.17396378677193805,-0.001204628463740451,0.036657762590644107,-0.039620132759298814,0.2679605269773224,-0.09366615216271386,-0.13318970770044608,0.26097890593681844,-0.02421144741963614,0.0014403534681012742,0.22641197669013513
1862,-0.04654846247368969,-0.10007429995909896,0.23305994751222567,0.1668485106537098,-0.02425856795215016,0.044620254448055105,-0.13500777336037262,0.6179702838863655,0.01670272700207772,-0.11672973498067811,0.06953725961118383,0.36233815878908754,0.12115762386287252,0.16529328649897776
1863,0.010580758013473301,0.037712981690744635,-0.4064741295772089,0.261769969511003,0.2159708517360659,0.020215752853121032,-0.214563949318064,-0.4391905585928403,-0.029049855023669025,-0.11582011066004783,0.15915565316026617,0.08931875395281512,-0.20238657083698489,0.07742645614091326
1864,-0.007034239419534701,0.2356275698702622,0.6315157273611409,0.07249223987773723,-0.011718570624257543,0.04005770415387348,0.04864710691584045,0.21734651966604415,0.10603704934079208,-0.09583373606556747,0.06954891138046856,-0.0007863305849934813,-0.2753202689278704,0.7118841460721387
1865,0.014371561822374146,-0.1813146191104453,0.5356114580070023,-0.15574110876897215,-0.02598218851758114,0.06151114832299342,-0.0970197099793124,0.4900114453471389,0.17024014981485477,-0.07843546443784641,0.24699635444054602,-0.023222388598063606,0.05890690996920729,0.2873133134599318
