Year,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CMCC-CM2-SR5,CMCC-ESM2,CNRM-CM6-1,CNRM-CM6-1-HR,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-AerChem,EC-Earth3-CC,EC-Earth3-Veg,FGOALS-f3-L,FGOALS-g3,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,GISS-E2-2-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,ICON-ESM-LR,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM5A2-INCA,IPSL-CM6A-LR,KIOST-ESM,MIROC-ES2L,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,NorESM2-MM,SAM0-UNICON,TaiESM1,UKESM1-0-LL
2015,2.1277783294132666,2.2099307980287906,2.8146816697702595,2.4226161682365177,,2.800887273014922,0.9458977989871847,,3.0839347644746087,,1.8103600149769208,3.139155802791149,1.474247081246845,1.4493863834523981,2.269678325996884,,2.2753517321196948,,,2.0320825227651445,3.1654253518483038,2.6686825144545954,,2.792845824591608,2.1320241401615356,1.894826758453504,,,1.8331070224258417,1.8381086337274783,,3.103732387938977,2.653880718673527,2.314128024934358,2.268282487999969,2.848745163421287,2.085391509682531,2.2535126782453583,1.9205349620705663,,2.4221355368845225,2.9505720305385945,2.055046684259398,2.8451264120092516,,1.516256313857178,1.7152740978198548,,1.3109626543094175,1.9856750862701542
2016,2.021219638878987,2.263505106105086,1.9258044028490184,3.1456189982335427,,3.2648529292660364,1.3262416538525699,,1.8526003293442757,,0.9483230789224916,2.9222849891560556,1.524045447727457,1.376896892334443,2.2692099410392594,,2.358405209398199,,,2.2142593725198303,2.834140112097609,2.5886866825998998,,3.013046927787124,2.079993401500334,2.4272736999863094,,,1.7717225111442427,1.954580028832115,,4.782805188982354,2.6567415556699943,2.3567604879515542,2.610521635512168,3.05850606360441,2.3966379203685393,2.258909677275011,1.9675488439794382,,2.6290003120727468,2.794751910268512,1.920774361955732,2.760966065137012,,2.9742809023856145,1.2056744247168387,,2.0118233335855624,2.0601149834417076
2017,2.1557836907102104,2.32055738142873,3.0924431901151537,1.976558417703356,,2.5412678314888293,1.5231505907568266,,3.1029471761799075,,1.3507788639439628,2.310077482482236,1.8212146190487832,1.4971756266523302,2.3220768591404037,,2.308238548954664,,,2.4589051070031545,1.85874773779904,2.5174213022539864,,1.4514904642690465,2.314398173818017,2.7283898273568257,,,2.4630391466860564,1.2210541529689214,,3.4794482628900525,2.705110980563947,2.0650206698401763,2.3312095481542165,3.307145457106783,2.093166712536462,2.549522273762705,2.1250204013934146,,2.2032782991743805,3.009584827733294,2.1191561624580637,3.008916769779534,,2.768564286699077,2.5897340990251267,,2.4200083045401306,2.141423723753799
2018,2.139487839652017,2.3292436653911417,2.778646015172435,2.9375311337229704,,2.206003393294545,1.363320448449662,,2.3717911402286185,,1.227693603902585,2.1963704726815174,1.7641327497762822,2.050221953716165,2.4166956209858257,,2.449169331413457,,,2.681224171979146,3.56209980174756,2.4605206572530784,,2.2229120882863995,2.628170787982679,2.6174573005371946,,,1.9644910453364308,2.1305421988844504,,3.7761012872521853,3.0149729920046364,2.541030134308105,3.4619213589135907,3.1551454230746727,3.202950003261705,2.7387565548302537,2.138114962352523,,2.6099119287378483,3.060900440805752,2.469335100645229,2.983134670009097,,2.5011341719421982,3.0623455827875583,,2.008065028396468,2.0769474547227103
2019,2.2140058891357883,2.4779643881814275,2.885817967899641,2.750071746301551,,2.7441788990531357,1.854951253873583,,2.323318482870212,,2.2292388815502715,2.106422194233089,1.8793099094297816,2.0703054791746105,2.391992137433209,,2.4687473922390755,,,2.5383754677355377,4.097784935071538,2.353356136755596,,3.0736409752083675,2.4594117426308952,2.0937952291428488,,,1.8856685953370136,2.174609780947918,,4.19667013183668,3.108827403582892,2.7596817754811567,2.9738440627597784,3.1052130188137013,2.6949706719666646,2.6430041910463933,2.160276722962235,,2.7014589511761855,3.172509775797169,2.140961469498911,2.8326139581038454,,1.314185676425779,3.6335838655467385,,1.777854354397636,2.177065294846495
2020,2.153503781404536,2.6336633365306463,3.1169920576476913,2.4733089609268712,,2.619703644555211,0.8231700089706386,,2.680659593638701,,1.5749529502513964,1.3089440951836653,2.0071034957420686,1.870861062562391,2.4369498676554913,,2.5764486753540683,,,2.687124559565646,2.3258437693275202,2.5838955206460192,,2.3907996333702215,2.2781356349148214,2.3297845592735684,,,2.2494048238907425,1.7351433367567428,,4.386640264094314,2.8220166371131428,2.450294048543686,3.5005331961943837,3.1931725864963667,3.2099899563073864,2.8820002383182812,2.2932093386864767,,2.9076509148052567,3.0969096288035263,2.22319138060593,2.851840984049397,,2.885981301096455,2.075592750036714,,2.1848857862281754,2.115339003020771
2021,2.4978219103932995,2.7178968588247105,2.6955757771573547,2.9580470915267085,,2.418836366314003,2.3192352117336,,2.918586719510716,,1.5002175192680662,2.7397466726314517,2.0601872080970565,1.8705235387105519,2.550790613652295,,2.6641737941415773,,,2.416980006370895,3.2695452852161626,2.6679312200911083,,1.7180691380117004,2.5636344020765374,2.775923106657433,,,2.3748232935960862,2.151744919500045,,3.5223619890122184,3.3109644492966166,2.2964017324128747,3.1173157640241733,3.2547237221462937,2.8189035226154484,2.9047180280976628,2.534999544283485,,3.070369436975472,3.230690511920113,2.3936842655792336,2.997875214241958,,3.703478112606829,1.7026474916102936,,2.960073995739795,2.377494359767022
2022,2.5956576243062326,2.8191979818727217,2.5227718116019195,2.552284168560964,,2.9374170388708203,2.350922896430325,,2.0622664009434004,,0.9956508862347616,4.094502445970516,2.34315894325463,2.1226044153626287,2.5335253826057307,,2.667231967654789,,,2.977445234460487,3.8221513594557117,2.679157717148847,,2.509065073613507,2.9419086026291534,2.909439293873222,,,2.212286301342824,2.6135822635649,,4.484427449709015,3.0687180878893723,2.527340990725701,3.252422391755743,3.6465521626738764,2.951392527490821,2.9655560870930664,2.596697715454476,,2.84186463518769,3.297098331382776,2.787229427769728,2.8399324026415167,,3.7351019289086813,3.053966500539401,,3.816658701817591,2.512936406798705
2023,2.9102023247484814,2.968393877624694,1.650418029512957,3.02500243895306,,2.7689903433311898,2.4374008571336585,,2.749368893499053,,2.6169026725287097,3.7515770494312015,2.3686940205645612,2.0946925611090803,2.7319692355358423,,2.849698903904865,,,3.1081812312395507,2.624938096184294,2.652176901421785,,3.1559109130374594,2.872568186379251,3.2682654081789186,,,2.019562878069752,3.0994931849993885,,2.2720914409484587,3.807214794317963,3.2194396283618336,3.097316357764226,3.512758458771268,2.7943071447548222,2.9963174586663293,2.61694766844269,,2.882930351943254,3.3443825081896548,2.566621880110877,3.2761973827882733,,2.3461154081065696,4.6308266222677466,,3.399875431610268,2.4324262731344275
2024,2.6537398988292002,3.018514262247172,2.986548776749113,3.0129556106039344,,2.0609441007731237,2.675322305564609,,3.989375215928135,,3.8868394261324197,2.7906143738833005,2.264289371366306,2.434347754039133,2.7386415436050777,,2.8785942507838644,,,3.0282039060346184,3.306716888617132,2.98250797240712,,3.2065485637513595,2.949722730724529,3.0768474235711825,,,2.8287164325100087,2.1429165578099183,,4.043490674447852,3.6622892821683166,2.7798077617472634,2.99832171423337,3.771329146444869,2.6937830764913913,3.121713994372686,2.62172234298703,,2.52176389525002,3.4324870371054876,2.9356713472026548,2.884245628495624,,2.827419377416088,4.050330753224588,,3.187292870283483,2.6511472381144348
