Year,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CMCC-CM2-SR5,CMCC-ESM2,CNRM-CM6-1,CNRM-CM6-1-HR,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-AerChem,EC-Earth3-CC,EC-Earth3-Veg,FGOALS-f3-L,FGOALS-g3,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,GISS-E2-2-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,ICON-ESM-LR,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM5A2-INCA,IPSL-CM6A-LR,KIOST-ESM,MIROC-ES2L,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,NorESM2-MM,SAM0-UNICON,TaiESM1,UKESM1-0-LL
1850,0.21892344379108414,0.12862921164459432,-0.5977466921350675,-0.02550356805248838,0.1924280008810801,0.395371272642488,0.12920595493602377,-0.33581962851690705,-0.09354145240241091,0.22046412565688955,0.4939416433436864,0.34155202350984204,-0.08265984386981215,-0.5927948933238572,0.17978744431535823,0.16227287271531315,0.1312405429498733,0.5254329684025615,0.1962952680935954,0.3517801624407499,-0.14429552929991737,-0.48963983173770714,0.605193885998631,0.059976381786384925,0.014141029434702978,0.012799275961646636,,0.15128335190385767,0.08245301129476107,0.3112701016491072,-0.36868284036198495,-0.3433438728633373,0.15411310634309822,0.005735402233546086,0.12089526550237732,0.30566608530215705,-0.6377887112435566,0.14862026599543895,0.1650236835382747,0.6086624576464114,-0.20133205447334493,-0.10297722995272866,-0.029651821072787642,0.7476894176414934,-0.1454396303863807,0.023952359547830298,-1.2110058831695578,0.6516305890809855,0.14919552616027582,0.1797178123529536
1851,0.07682216105093395,0.056706617121244064,-0.2381139598732652,0.46728252530399184,0.04710778297809867,0.10591184293936544,0.25525050279525957,0.3277925674350853,0.27347564971993743,0.24588652378693285,0.6871093245682648,-0.0461447286637333,0.07413891983725895,0.05257293286614762,0.07675267109898029,0.2946901119854535,0.1315183866990119,0.37260092100454256,0.8800289062941271,0.3143242008596714,0.13247863747265262,-0.36666478506945066,0.14547840052967628,0.32124192896692794,0.0616436821544464,-0.05825751839228903,,0.14985836820090387,0.31959542005039737,0.46622253574252953,0.2565042253383428,0.6224104213464839,0.1888541281261128,0.096633964214521,-0.6912781510091239,0.15978180216424723,0.06497516048851387,0.08644000531997596,0.1671901065696081,0.6377727066935143,-0.13758847169370123,-0.1592784340880722,-0.006485866530745908,0.7273425578388044,0.35625705436989324,0.37947500834327447,0.09849614237951414,0.6979540059163787,0.09006508520477556,0.0990429695434423
1852,0.12387927698166627,0.09084745345345105,-0.26893311667015474,0.2945852092637757,0.05999664601646352,0.12709112104010642,0.3573976251154336,-0.08320275551533247,0.5310923696717592,-0.37301744024623806,0.5715643148206205,0.18498974954337025,-0.08684701094102458,0.1234788298721316,0.07070118757896797,0.39467512829278373,0.047948296759521926,-0.0357593778716604,0.2188940008499599,-0.0766449411785814,0.07178560192746593,-0.5680463011697009,-0.26508749757132405,0.4652659689244736,0.029189175988699124,0.04344718723101955,,0.07948399197024633,-0.18780455280714173,-0.21465154634507105,-0.30044736216031753,0.8111508955076809,0.18616297874427,-0.012681681453335486,-0.7151159451874174,0.027321475318903513,-1.0971205008159275,0.016672023742184797,0.10232096916253193,0.15143045915103473,-0.15574656246343377,-0.15979758464995106,0.008445632897291432,0.37964095628371525,0.09104631545036888,0.21821123806692902,0.7480008517360623,1.2153690445025611,-0.2828427368299359,-0.0024085905320617366
1853,-0.0559460812133493,0.2001337743733278,-0.001058725399550342,0.043815231889969365,-0.026657434415232443,-0.9081193635684638,0.013962193948968834,-0.08230623308565965,-0.15259541576314442,-0.05444756747834379,0.5671529010703481,0.9363588595401552,0.06252162145232605,-0.08460454913071676,0.16957518173718616,-0.1642430530293011,0.18320949711928505,0.12933125898009556,0.6319465813126148,0.27649126238254784,0.11871012147284347,-0.5140987419453071,0.7399799745601092,-0.5885277524791991,0.10385376601813263,0.20534041688470037,,0.046510840462201886,-0.048322296577878635,0.1922827236870402,-0.21262632801348397,0.10352084432202524,0.061018155514680435,0.11837856032087109,0.3656526164987921,0.0921730463137972,-0.10200945616345257,0.20606919704496018,0.11534974823106031,0.12496519752435044,-0.11286436556737858,-0.07470390713855454,-0.0211585018102349,0.4236685859688043,-0.13105853259223382,0.5484428927483674,0.9291832155935188,-0.04359493834642891,-0.3138320749030943,0.19840913282003028
1854,0.06797203474764164,0.15083929642358102,-0.12503817937635592,0.2272970756629414,0.11862615982764153,0.007366432062084168,-0.4001230058471022,-1.1772534736252438,-0.42789554548900544,0.24780718681526714,0.4207573233862326,1.272860284206682,-0.0669402415206007,0.14835647837877386,0.16999515791431816,-0.035795663042784184,0.17360764117678418,0.26974120180356975,0.13152073640113568,0.39119589726909787,-0.1311392205513954,-0.30753849912481185,0.3130855930873387,0.059736079651803935,0.08409836715088072,0.22444867585911538,,-0.22470033024818892,0.06806719584005924,0.07437480177924227,-0.13130296492773366,0.037286807344373285,0.24814935923372394,0.2591879963460081,0.4334428015611163,0.20119639288159533,0.13325752302865473,0.1292507227526672,0.10988034405479871,0.42934189006816775,-0.2548898649039632,0.005311897025627057,-0.08387873790687728,0.5290014735158827,-0.21793232725957873,-0.2826868547030252,1.0365278673001261,0.32989526565209004,-0.4485902573294798,-0.015163841290365866
1855,-0.06308033142617946,0.15226392903826394,-0.1850404485949796,0.05188380395699316,0.02897710395210754,0.12540760760317923,0.0335827892706056,-0.2526575786011635,0.12676559253007372,0.12027464733011799,0.587314031160261,0.726407216313034,-0.09487527098332262,-0.15546817928159656,0.11217919139935945,0.21895021009964055,0.10544718698407285,0.3551296590200256,0.02923137897184981,0.24048948007184315,0.2385821497637152,-0.1809122779001682,-0.1290973452709023,0.9803947721884754,-0.03793546528039958,0.05122156681295367,,-0.35619901279032995,-0.04334294407604172,0.2560232730542553,-0.3869170741148454,0.5714173392915759,0.3001672364795937,0.06272645634494119,-0.09442118636088484,0.15896917882733183,-0.7146198836807984,0.19640548034200941,0.11628447444647545,0.0701317508150933,-0.17429413032915309,-0.051399290199827675,0.07026799945004554,0.5026013571732468,-0.26548557003518436,-0.010091046511796486,-0.6886876103752199,-1.0078866199683043,0.43971860567755716,0.21507008896073068
1856,0.32292983272280174,0.2931073604740716,-0.06695680962644039,-0.150457662809426,0.1169057225802812,-0.7747524290062356,0.220402397725543,0.5653363036255846,0.1834713905426246,0.23024668640261767,0.4129194393699921,0.2356120116737182,0.021297584095221662,0.045522335971030656,0.1571534732704427,0.5063837175050032,0.10462149456537011,0.23002099802692813,0.5216443127840661,0.06731290165999743,-0.07262729258995922,-0.3198050350171132,-0.11615305440548315,0.3528388403326447,-0.04037242089072039,-0.03454066139476909,,-0.006008267433928077,-0.03313138926837965,0.2204339734331709,-0.04431188237799897,-0.2640960555702463,-0.36024950651291165,0.09427863878291073,-0.1548292591045254,0.1610100384548684,-2.2913249043750628,0.1497770667230462,0.11122475834187551,0.4814288942902259,-0.17558559666447465,-0.007516957466132434,-0.07669134260804089,0.5755775802820514,-0.20561181006237347,0.7842571641063697,-0.49641509270226797,0.534396799316501,0.323941052797912,0.05781358354483826
1857,0.01977455526139112,0.12348496352306745,-0.16828715854753712,0.4335751170032092,0.1368884666935982,-0.16917439058480746,0.04615603426869764,-0.3818848892027322,0.0840566890450053,0.150761772766799,0.5691673784004053,0.4652264607797338,-0.10292254287254633,-0.3464969672120398,0.16241901399331907,0.33010164642581286,0.17314145699145866,0.34264477872530685,-0.09861198098557428,0.17980357900384236,-1.2777030836844272,-0.333415910284963,0.5842559449071693,-0.4803753903576589,-0.01645784012835084,-0.11077995166320917,,-0.0903163664499567,0.048584970897363716,-0.11000880740575243,0.13687903936482015,-0.4815329015755798,-0.13324573229824005,-0.13357079923081924,-0.14992011945207356,0.18465802272763776,-1.5198652932963919,0.06185778471918886,0.044882453051243464,0.2020088801896648,-0.4882998718478485,-0.06977218570347873,0.07917118720722521,0.3721230884634631,-0.13610914359275303,0.4799409903891458,0.7272728082851612,0.8666061711879902,0.010178113540307399,0.14711919088734515
1858,0.036225052419748535,0.19172548043088575,0.0077179392085943545,-0.054516485318087206,0.05916084220720166,-1.1738501278298141,0.26259279381668743,0.7413904928835331,0.1897536924962421,-0.09913368774732682,0.7920741893020955,0.5583931080447498,-0.11733949445106263,-0.1013314617659402,0.20481063999977966,0.13027568574894394,0.21262653741722606,0.34365353677348387,0.36708070215673183,0.16760713345049774,-0.018801297441419545,-0.03216684378240128,-0.06255925829090367,0.49933944288164794,0.020523064032893668,-0.007409392617337034,,-0.26784333582729136,0.23511280799223094,0.1554717397483557,-0.4114302689895739,0.33796061522687004,0.06572007471294074,0.35225158583838206,-0.29586840324979463,0.25712804598451705,-0.6992924530870639,0.089355050291281,0.2080225482957433,0.37830255693399617,-0.4686229651673778,0.046687908003558265,0.11153954262557582,0.42615304815996763,-0.15126732158891304,-0.042735853455900856,0.7841703325138476,0.39145230943108544,-0.35744180191584307,0.17710892757135244
1859,0.041093442314461895,0.18338722438980576,-0.13729197653981678,0.2969743281841533,0.3535509924763272,-0.6777859103904739,0.31831352216050735,1.0102062208174374,-0.12693671130840026,0.30054624710060157,0.7072966998585868,0.7505922170008614,-0.09068001954948389,0.007472391177211434,0.2005969880189452,-0.046234728619613086,0.24903793573330169,0.14158447141554473,0.15027922539494185,0.32895935363574974,0.24249112647359086,-0.2480265937624286,-0.2242118603713784,0.4101057427691356,0.09161366690050103,0.13509081867081993,,-0.045165067829612285,0.09599681702299594,0.21825922290960234,-0.6454959292557493,-0.4519861722039837,-0.12926876713624447,0.10274341793243671,0.39756368463949704,0.2829310687908625,-0.5005578028084026,0.1651377153132619,0.20935946578580783,0.25330612252880713,-0.21100403306968438,-0.0679586011421503,-0.058866478534970186,0.41560361551943215,-0.11092795331094098,-0.14291689903100321,-0.29944055766233796,-0.4786756006461963,0.20479021673788717,0.14773212765752572
