,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CNRM-CM6-1,CanESM5,FGOALS-g3,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
1850,0.46349836667016864,0.1531312847254416,0.5474629388751211,0.4141076595293193,-0.11406515954079491,0.160453325849759,-0.6189671696255421,0.6533750376571196,0.5937977469799741,0.040224572452859396,0.20478029945856985,0.31078771069712346,0.15940921408126604,0.020355759695185348,0.47994688724062856
1851,-0.1380852304500897,-0.16192103749724102,0.5154719169274081,-0.11993839473270018,0.23781923358565166,0.16136753991998848,-0.3503862234025153,0.36311065652634644,0.7529201348222724,-0.16463680391864416,0.16521407440694486,0.3327000533356366,0.1662155174538866,0.02719009651423381,0.016853773610650546
1852,-0.26976574634542333,0.027768256830684606,-0.1795023270271792,-0.3894176144670541,-0.02078182041166155,-0.05387334785832242,-0.6805017036148285,-0.05807952854486268,-0.06679759519352158,0.0754076478445235,-0.2113947921848583,0.06721920910677918,0.17960469530956563,-0.2114927860430495,-0.1905677901005749
1853,0.13080119601544896,0.36461833444572544,0.5380440263584999,-0.09148417717273576,0.036418260506121576,0.1892252105282384,-0.6494631157808862,0.3552779364545109,-0.1621786007577312,0.1452879138112957,0.11852773434804993,-0.0724455668844175,0.14374731342969274,0.15907522960992304,-0.054603401363629955
1854,-0.07708537580523873,0.1475288815706844,0.1540819540467414,-0.019587499212340004,0.23994273363823967,0.09456043692016493,-0.08044275673606176,0.32244792347751977,0.6747263202915463,-0.01523833930718376,0.11637118710507363,0.48264820258913066,-0.009482064063214026,0.20534957171066295,-0.29035884717055804
1855,0.19238708894241055,-0.01406515526529617,0.20011110104230667,0.3820122508906385,-0.12549905550318807,0.08718559940905052,-0.3490567303400667,0.2681448285206785,0.474624112919064,-0.07571570263130695,0.03914164412762995,0.3017747501966688,0.070211852546023,-0.03787591784455369,0.6502569932271097
1856,0.3897350342708361,0.29325945929205416,0.4225070070018002,0.09577321570655108,-0.13382889026359157,0.07873977716220094,-0.4748859650995705,-0.30675596073919836,0.27893082086076776,-0.07774572685576317,0.11836059481555464,0.14255466852713738,0.03994670519045869,0.0874314892380328,0.014931335407800672
1857,-0.17163458149998778,-0.08781913133945617,0.39483714087408056,-0.14223732253904145,-0.004790022465620937,0.09159431507286607,-0.2413550708873126,-0.09406501471065887,-0.33264470382990924,-0.042198263020616994,0.07443944146523736,0.10769911697350168,0.12871626935134026,-0.00858321753033114,0.4153339103260181
1858,-0.06516273565577031,-0.10413390655907534,0.7570511047720411,-0.30449794971081134,-0.08359912814722543,0.07446768468024371,-0.022367366781169035,0.48075090970604667,0.01305557799228659,0.11865471041289848,-0.04089255056521611,0.25762872518523217,0.13714425989329893,-0.059196847628776916,0.11152464807319677
1859,-0.06760775816860877,0.5633185559492148,0.068928348698971,0.000648333918096794,-0.09693706638803591,0.10779387205631438,-0.3068782209361676,0.3603886978900628,0.7490846284586619,0.2949397877540775,0.058501233805991204,0.30987537368218926,0.14551244714122982,0.20676717288253635,0.3672885156389267
1860,0.12141036712493729,0.1913073672654179,0.3153909276791182,0.16841070999018726,0.10482872145779883,0.1199429649563868,-0.20162245844931162,0.06891986976058946,0.25684003299073394,0.010448091783350011,-0.04418701072981944,0.10151231426256328,0.15069891132910646,0.1559142543708784,0.4132826009102626
1861,-0.3478882889448514,-0.17031803715846308,-0.23472052474556307,0.3765038068815103,-0.3271076821337263,-0.34734351433913857,-0.8359700026426388,-0.38725034788557733,-0.33464513197147855,-0.48390993771237145,-0.6062068466886954,-0.3906623582925489,-0.4991713694089713,-0.5587057011993388,-0.38526332909365957
1862,-0.27317739245329303,-0.3296663967454066,-0.3216719423608653,-0.5514704593079033,-0.2042053174018526,-0.3599680069265847,-0.8265937876700796,-0.16991566679221184,-0.08831934691811484,-0.18199716531920887,-0.4767657997451951,-0.06803616779302267,-0.4164247022340644,-0.24337033363203409,-1.3912333489586721
