Year,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CMCC-CM2-SR5,CMCC-ESM2,CNRM-CM6-1,CNRM-CM6-1-HR,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-AerChem,EC-Earth3-CC,EC-Earth3-Veg,FGOALS-f3-L,FGOALS-g3,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,GISS-E2-2-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,ICON-ESM-LR,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM5A2-INCA,IPSL-CM6A-LR,KIOST-ESM,MIROC-ES2L,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,NorESM2-MM,SAM0-UNICON,TaiESM1,UKESM1-0-LL
2015,2.1965232153479377,2.190521402121195,2.800556276901951,2.660149684837079,1.5636266256325317,2.7322962098049235,1.4585275925824799,,2.599059156754479,,1.9902942454290145,2.8153356332177704,1.450014553401,1.5189706350950094,2.3133370369891963,,2.244930262527637,1.6578953491931478,,1.9484389967197755,2.884078197150017,2.482932246967055,,2.4426950854766645,2.1350040897727243,1.5795068406954549,,,,,,3.2710252263754445,2.458468939031658,2.3348166845665395,2.725572820845345,2.7632942914123677,,2.1946297518233933,2.22202572578828,2.3674471014394753,2.2720090469885834,2.9372220230129766,2.152115880092258,,,1.9725853356351202,1.1439517511337365,,1.828137755335859,1.9666431227595895
2016,2.0625883270555176,2.2339646901997314,2.638535895589679,2.4038730657401133,1.7490923940170457,3.1582979753063984,1.164786645067024,,1.9611591547032032,,0.9446696453452588,2.8734850944869383,1.672081634127754,1.3380248978676257,2.243004771035181,,2.371334703558096,2.1861522731941676,,2.316214288016369,2.912696296646868,2.585945710005402,,2.417372783293517,2.263871188680285,2.02394771749344,,,,,,3.928225107702532,2.846924228447138,2.4301286049224937,2.2694859255459336,2.752727214917302,,2.3785605368704017,2.4669095197818223,2.730633887474091,2.4566087030182255,3.0650257027398617,2.134151780052581,,,2.8491612046673604,0.5108443431876859,,0.6823410483664866,1.9773703807539051
2017,2.005891146715919,2.2793687224509807,2.468981955194698,3.0345058229259485,1.733859781578871,2.4505569597473373,1.4175199035496409,,1.7905211813385966,,2.2050717259205332,1.4472016922207351,1.7955352463992058,1.48640426754211,2.3002709035217075,,2.396434737121551,2.272515397520658,,2.438221833194819,2.180266043052052,2.361585654616996,,1.7323753366701495,2.331933261342907,2.247638983600365,,,,,,2.668230558312545,3.2028622931164503,2.35184397363988,2.9372794354906224,3.026695838410676,,2.5851185031189305,2.3016146767970804,2.5212736646729526,2.3430834390517665,2.8878254089195843,1.8242490046393467,,,2.0594430609701395,2.946354987488105,,2.1806824485702063,2.184070229582833
2018,1.9644710941706642,2.3601988032436543,2.43398276546522,2.632602577112464,1.6700435559794746,2.171766305327485,1.0116504009080929,,1.516183993079452,,2.0778959815064644,1.240664348015547,1.4626362121357068,1.449005067922618,2.3738401924928834,,2.4977572655649185,2.3360829365754627,,2.290892304797516,2.51749269685466,2.6038585369905527,,1.3037412076003585,2.412716856787664,2.195490576107906,,,,,,3.450768087208565,2.983159961236344,2.5155455874667,2.3269492168358075,3.1907360817062353,,2.83777518452933,1.7854515277485368,2.0820958102108533,2.418811278556078,2.954259239268065,2.0758660762662866,,,2.0789687653410645,2.620913177928645,,2.79103265138602,2.0324614676441657
2019,2.1551619180259847,2.317581204349994,2.0926396009936363,2.6193895943942485,1.748172202861407,1.7620707869016852,1.3181085448618386,,1.9461947222040585,,2.499274696907831,3.0828907305724886,1.9069150195413238,1.7161241577237032,2.3861812381710683,,2.3278137884514245,2.080585906458923,,2.3521723123378675,3.841360832928773,2.730768919901332,,2.4806477582688267,2.5939135517209717,2.2649372571630177,,,,,,2.091419787812401,2.8444079584686346,2.2507767813294715,2.5981791505649285,3.141009762856291,,2.763368264387414,1.766190092749777,2.060839309114423,2.4370489469946026,3.018700958692195,2.257468774416995,,,2.898909943763137,0.02407839204659457,,2.4081901550936844,2.1058566349058756
2020,2.3257700906997765,2.5026034487193662,2.612130671838944,2.231736008966303,1.8255977093168425,3.035984148876929,1.0680488319070647,,2.2967161083378076,,0.9355533118571756,2.7824881688434395,1.8224107428135674,1.4704088484642042,2.50637933080702,,2.547086355593036,2.6391033600208362,,2.778942632275703,2.563180535874064,2.46938948327283,,2.5009783792576177,2.5811631585152246,2.4423542298143492,,,,,,3.441850719600194,2.9308549618023534,2.4987389398156687,2.5795503502013037,3.2715547148326904,,2.34637733920281,2.3939495792131047,2.742322721376192,2.554934202037213,3.175792848415666,1.6472768715831094,,,2.6431350035317873,1.6671598146753794,,1.388086075377816,2.0687072605585035
2021,2.3530976300810216,2.5454369609974234,2.8546201130589237,3.00564321649328,1.8255455375895693,2.7187462028265763,2.1842005853301063,,2.5893058152399093,,1.369725905871341,3.2183350610950483,1.8906517029352654,1.9599708933149629,2.62386837623037,,2.6460960423384465,2.6970583064212565,,3.013935879397575,2.5439678276971933,2.66877236437142,,2.2165579038355117,2.7741313703065376,3.0757173540327387,,,,,,4.404747707708523,3.5834380731572772,2.4989006924592863,2.8013289432996737,3.4996199918208806,,2.7353331783495336,2.6521996347837096,2.8206293036952252,2.7398789873159926,3.2589664529193576,2.24422918055404,,,2.3296974037006897,1.9168000258690372,,2.4003577389536366,2.331558501521688
2022,2.4668460316065213,2.633049381835994,2.98402532961818,3.4466979902105264,1.9360058920699377,3.09387213126476,2.4744966022816044,,2.3819886202872618,,1.2490422675092088,1.9368741627419757,2.0929850667775414,1.9127522035128568,2.630452398039667,,2.7075469841384714,2.0947271992256598,,2.695728623146065,3.547132241723121,2.6452468873061488,,1.9637289721759423,2.7970243859704818,2.8139204228610164,,,,,,3.9775423036578337,3.2540859489357103,2.6048411367798545,2.8231189437776663,3.395393481869073,,2.918271842204318,2.0855267533233235,2.6006041992113302,2.6294114054212967,3.386129282578042,2.3694659393098028,,,2.3170471406236253,3.225671539567124,,2.639614626733036,2.4123502034211572
2023,2.7144287966170135,2.714256973070672,3.128924543572974,3.406362382581245,1.8059542505021315,1.67919385582442,2.44764594318796,,2.1556942711799234,,2.5355042809126056,1.2532756801216358,2.108969854167187,1.7775176906981618,2.684131797834965,,2.8666410129638127,2.6081078749910707,,2.36132833936662,2.9962576007522945,2.8580243209222735,,3.0558898520512603,2.887493032880938,2.5628463633614698,,,,,,3.9241152206064354,3.0062573789051776,2.735992761117534,3.4151006203625656,3.4006971624524196,,3.3350564156906373,2.660669590445005,2.5665865316514354,2.5649871231603774,3.426230968063456,2.3073376908686956,,,3.2199227677498166,2.9547002161788343,,2.7521259437755696,2.61893910710164
2024,2.8162832122924817,2.855986262903472,3.071572216943128,2.8672700835565164,1.9911294449060073,1.9463979546900436,1.732132825736281,,2.0121030136995017,,2.9494536594804552,2.8729725485446247,2.0535713511775473,2.08503640506752,2.746109403370604,,2.839375567494972,3.1286819078907024,,3.0257715453633818,3.022219757439841,2.877283821711676,,3.1356230533624023,2.907408098215638,2.764866745348334,,,,,,3.0614013374766413,3.6119345185218825,2.7324109622336445,2.7337910952922466,3.8080852896886057,,2.758715476166569,2.3915835923288,2.642370716983232,2.708493103457221,3.559231310025071,2.662385834002267,,,2.4862606159838396,2.4514742504098037,,2.091367154739117,2.63660887633537
