Year	ERF
0	0.20363465154699747
1	0.06361920731271453
2	-0.28352392579963503
3	0.0805246853565899
4	0.3252855537731464
5	0.31780891734579686
6	0.07505664980773108
7	0.415027466750572
8	0.5578645747127471
9	0.5587381341659848
10	0.2379142275825195
11	0.5325638160936303
12	0.16738657388151348
13	1.0835701812422815
14	0.5117579350618218
15	0.9020610973341748
16	1.1538849320730147
17	0.6003910848311489
18	0.6453584839107354
19	0.8454128549500309
20	0.8102199648091053
21	1.2934672286347493
22	1.5225388514257172
23	0.8925813825199012
24	1.3131390425456773
25	1.1281987510547924
26	1.444308947578573
27	1.5475367150537236
28	1.1219521983728165
29	1.3823519838309855
30	1.5657630591271139
31	1.6358818053314164
32	1.5790292487578204
33	1.6714302830815893
34	2.0191439932940103
35	1.8341712302037634
36	1.9833385697478674
37	1.5611544487699036
38	2.0230549391082713
39	2.1199031825180654
40	1.9953794770220448
41	1.9956014511097995
42	1.8586811401410257
43	2.1928553464816694
44	1.774235934224522
45	2.0541920067455948
46	2.5959624590206216
47	2.35588614774029
48	2.441824090563788
49	2.226162727878503
50	2.1051277550870786
51	2.3822563535611674
52	2.696442590170733
53	2.2506611670903727
54	2.2407795624327242
55	2.8707923768602504
56	2.4994044747704223
57	2.6369473805553527
58	3.039006236913533
59	2.846614258395256
60	2.8326597512365415
61	3.0879866514058465
62	2.6536376295684314
63	3.112818233379432
64	3.13088942413261
65	3.142678971703954
66	2.9294044259684333
67	2.711220947072638
68	3.3313480890182086
69	3.468031298806442
70	3.228821434216356
71	3.4516481778975225
72	3.4370597333355324
73	3.0154954342530385
74	3.180077645785418
75	3.5914354090324045
76	3.5151920556539773
77	3.3423406635057944
78	3.610894845313781
79	3.8427974617662435
80	4.167248893208717
81	3.924519555320095
82	4.1869731989539964
83	3.7350857719554695
84	4.061648443857113
85	4.093154609704133
86	3.923651627530126
87	3.9693293528567315
88	4.62036923401468
89	4.508957218988211
90	4.085890428104253
91	4.367380833875919
92	4.705812898147921
93	4.2008577897796355
94	4.385073399640228
95	4.800408704691444
96	4.608657870690148
97	4.851146109420344
98	5.073882999326889
99	4.720704769816027
100	4.998085920412008
101	5.558148698559997
102	5.0175859357653
103	5.061872245090541
104	5.68598865020472
105	4.905571843546821
106	5.502271635901429
107	5.747593483172847
108	5.5501143599849065
109	5.56484859177586
110	5.443252701532172
111	5.714388022119168
112	5.725206240254588
113	5.587104220515593
114	6.1820148426710615
115	6.16749120398832
116	6.413027593939824
117	6.39044178991226
118	5.91024259391013
119	6.199284252127095
120	6.471374106723374
121	6.462410192442277
122	6.897903813832153
123	6.437230101094164
124	6.530908424343068
125	6.807030539201703
126	6.583337707689983
127	6.2578655337352
128	6.912961092915322
129	7.119184427165905
130	6.698327042294449
131	6.713193691059029
132	6.772202864828722
133	7.187787834202945
134	7.61099924412648
135	7.077710739546342
136	7.466956666238643
137	7.375642679966377
138	7.713855749571451
139	7.281822985390227
140	7.977644545262047
141	7.622460931392922
142	7.940025344945675
143	7.975721238874382
144	8.080387641625169
145	7.933044445854417
146	7.774198004241398
147	8.238812018611583
148	8.492628857665128
149	7.9645220961079115
150	8.254092759181528
