 model exp member calendar
49 GISS-E2-1-G ssp245 r8i1p1f2 noleap
50 GISS-E2-1-G ssp245 r8i1p5f2 noleap
51 GISS-E2-1-G ssp245 r9i1p1f2 noleap
52 GISS-E2-1-G ssp245 r9i1p5f2 noleap
53 GISS-E2-1-G historical r101i1p1f1 noleap
54 GISS-E2-1-G historical r102i1p1f1 noleap
55 GISS-E2-1-G historical r10i1p1f1 noleap
56 GISS-E2-1-G historical r10i1p1f2 noleap
57 GISS-E2-1-G historical r10i1p3f1 noleap
58 GISS-E2-1-G historical r1i1p1f1 noleap
59 GISS-E2-1-G historical r1i1p1f2 noleap
60 GISS-E2-1-G historical r1i1p1f3 noleap
61 GISS-E2-1-G historical r1i1p3f1 noleap
62 GISS-E2-1-G historical r1i1p5f1 noleap
63 GISS-E2-1-G historical r2i1p1f1 noleap
64 GISS-E2-1-G historical r2i1p1f2 noleap
65 GISS-E2-1-G historical r2i1p1f3 noleap
66 GISS-E2-1-G historical r2i1p3f1 noleap
67 GISS-E2-1-G historical r2i1p5f1 noleap
68 GISS-E2-1-G historical r3i1p1f1 noleap
69 GISS-E2-1-G historical r3i1p1f2 noleap
70 GISS-E2-1-G historical r3i1p1f3 noleap
71 GISS-E2-1-G historical r3i1p3f1 noleap
72 GISS-E2-1-G historical r3i1p5f1 noleap
73 GISS-E2-1-G historical r4i1p1f1 noleap
74 GISS-E2-1-G historical r4i1p1f2 noleap
75 GISS-E2-1-G historical r4i1p1f3 noleap
76 GISS-E2-1-G historical r4i1p3f1 noleap
77 GISS-E2-1-G historical r4i1p5f1 noleap
78 GISS-E2-1-G historical r5i1p1f1 noleap
79 GISS-E2-1-G historical r5i1p1f2 noleap
80 GISS-E2-1-G historical r5i1p1f3 noleap
81 GISS-E2-1-G historical r5i1p3f1 noleap
82 GISS-E2-1-G historical r6i1p1f1 noleap
83 GISS-E2-1-G historical r6i1p1f2 noleap
84 GISS-E2-1-G historical r6i1p3f1 noleap
85 GISS-E2-1-G historical r6i1p5f1 noleap
86 GISS-E2-1-G historical r7i1p1f1 noleap
87 GISS-E2-1-G historical r7i1p1f2 noleap
88 GISS-E2-1-G historical r7i1p5f1 noleap
89 GISS-E2-1-G historical r8i1p1f1 noleap
90 GISS-E2-1-G historical r8i1p1f2 noleap
91 GISS-E2-1-G historical r8i1p3f1 noleap
92 GISS-E2-1-G historical r8i1p5f1 noleap
93 GISS-E2-1-G historical r9i1p1f1 noleap
94 GISS-E2-1-G historical r9i1p1f2 noleap
95 GISS-E2-1-G historical r9i1p3f1 noleap
96 GISS-E2-1-G hist-GHG r1i1p1f1 noleap
97 GISS-E2-1-G hist-GHG r1i1p1f2 noleap
98 GISS-E2-1-G hist-GHG r2i1p1f1 noleap
99 GISS-E2-1-G hist-GHG r3i1p1f1 noleap
100 GISS-E2-1-G hist-GHG r4i1p1f1 noleap
101 GISS-E2-1-G hist-GHG r5i1p1f1 noleap
102 GISS-E2-1-G piClim-4xCO2 r1i1p1f2 noleap
103 GISS-E2-1-G 1pctCO2 r101i1p1f1 noleap
104 GISS-E2-1-G 1pctCO2 r102i1p1f1 noleap
105 GISS-E2-1-G 1pctCO2 r1i1p1f1 noleap
106 GISS-E2-1-G 1pctCO2 r1i1p3f1 noleap
107 GISS-E2-1-G 1pctCO2 r1i1p5f1 noleap
108 GISS-E2-1-G piClim-histall r1i1p1f1 noleap
109 GISS-E2-1-G piClim-histall r1i1p1f2 noleap
110 GISS-E2-1-G piClim-histall r1i1p3f2 noleap
111 GISS-E2-1-G ssp370 r10i1p1f2 noleap
112 GISS-E2-1-G ssp370 r1i1p3f1 noleap
113 GISS-E2-1-G ssp370 r1i1p3f2 noleap
114 GISS-E2-1-G ssp370 r1i1p5f1 noleap
115 GISS-E2-1-G ssp370 r2i1p1f2 noleap
116 GISS-E2-1-G ssp370 r3i1p1f2 noleap
117 GISS-E2-1-G ssp370 r4i1p1f2 noleap
118 GISS-E2-1-G ssp370 r5i1p1f2 noleap
119 GISS-E2-1-G ssp370 r6i1p1f2 noleap
120 GISS-E2-1-G ssp370 r7i1p1f2 noleap
121 GISS-E2-1-G ssp370 r8i1p1f2 noleap
122 GISS-E2-1-G ssp370 r9i1p1f2 noleap
123 GISS-E2-1-G ssp126 r1i1p3f1 noleap
124 GISS-E2-1-G ssp126 r1i1p5f1 noleap
125 GISS-E2-1-G ssp126 r2i1p1f2 noleap
126 GISS-E2-1-G ssp126 r2i1p3f1 noleap
127 GISS-E2-1-G ssp126 r3i1p1f2 noleap
128 GISS-E2-1-G ssp126 r3i1p3f1 noleap
129 GISS-E2-1-G ssp126 r4i1p1f2 noleap
130 GISS-E2-1-G ssp126 r4i1p3f1 noleap
131 GISS-E2-1-G ssp126 r5i1p1f2 noleap
132 GISS-E2-1-G ssp126 r5i1p3f1 noleap
133 GISS-E2-1-G ssp119 r1i1p1f2 noleap
134 GISS-E2-1-G ssp119 r1i1p3f1 noleap
135 GISS-E2-1-G ssp119 r2i1p1f2 noleap
136 GISS-E2-1-G ssp119 r3i1p1f2 noleap
137 GISS-E2-1-G ssp119 r4i1p1f2 noleap
138 GISS-E2-1-G ssp119 r5i1p1f2 noleap
