 model exp member calendar
0 MIROC6 piClim-control r11i1p1f1 gregorian
1 MIROC6 piClim-control r1i1p1f1 gregorian
2 MIROC6 ssp585 r1i1p1f1 gregorian
3 MIROC6 ssp585 r2i1p1f1 gregorian
4 MIROC6 ssp585 r3i1p1f1 gregorian
5 MIROC6 abrupt-2xCO2 r1i1p1f1 gregorian
6 MIROC6 abrupt-0p5xCO2 r1i1p1f1 gregorian
7 MIROC6 hist-aer r1i1p1f1 gregorian
8 MIROC6 hist-aer r2i1p1f1 gregorian
9 MIROC6 hist-aer r3i1p1f1 gregorian
10 MIROC6 piControl r1i1p1f1 gregorian
11 MIROC6 abrupt-4xCO2 r1i1p1f1 gregorian
12 MIROC6 ssp245 r1i1p1f1 gregorian
13 MIROC6 ssp245 r2i1p1f1 gregorian
14 MIROC6 ssp245 r3i1p1f1 gregorian
15 MIROC6 historical r10i1p1f1 proleptic_gregorian
16 MIROC6 historical r1i1p1f1 proleptic_gregorian
17 MIROC6 historical r2i1p1f1 proleptic_gregorian
18 MIROC6 historical r3i1p1f1 proleptic_gregorian
19 MIROC6 historical r4i1p1f1 proleptic_gregorian
20 MIROC6 historical r5i1p1f1 proleptic_gregorian
21 MIROC6 historical r6i1p1f1 proleptic_gregorian
22 MIROC6 historical r7i1p1f1 proleptic_gregorian
23 MIROC6 historical r8i1p1f1 proleptic_gregorian
24 MIROC6 historical r9i1p1f1 proleptic_gregorian
25 MIROC6 hist-GHG r1i1p1f1 gregorian
26 MIROC6 hist-GHG r2i1p1f1 gregorian
27 MIROC6 hist-GHG r3i1p1f1 gregorian
28 MIROC6 piClim-4xCO2 r1i1p1f1 gregorian
29 MIROC6 1pctCO2 r1i1p1f1 gregorian
30 MIROC6 piClim-histall r1i1p1f1 gregorian
31 MIROC6 piClim-histall r2i1p1f1 gregorian
32 MIROC6 piClim-histall r3i1p1f1 gregorian
33 MIROC6 ssp370 r1i1p1f1 gregorian
34 MIROC6 ssp370 r2i1p1f1 gregorian
35 MIROC6 ssp370 r3i1p1f1 gregorian
36 MIROC6 ssp126 r1i1p1f1 gregorian
37 MIROC6 ssp126 r2i1p1f1 gregorian
38 MIROC6 ssp126 r3i1p1f1 gregorian
39 MIROC6 ssp119 r1i1p1f1 gregorian
