 model exp member calendar
0 BCC-ESM1 piClim-control r1i1p1f1 noleap
1 BCC-ESM1 piControl r1i1p1f1 365_day
2 BCC-ESM1 abrupt-4xCO2 r1i1p1f1 365_day
3 BCC-ESM1 historical r1i1p1f1 365_day
4 BCC-ESM1 historical r2i1p1f1 365_day
5 BCC-ESM1 historical r3i1p1f1 365_day
6 BCC-ESM1 1pctCO2 r1i1p1f1 365_day
7 BCC-ESM1 ssp370 r1i1p1f1 365_day
8 BCC-ESM1 ssp370 r2i1p1f1 365_day
9 BCC-ESM1 ssp370 r3i1p1f1 365_day
