 model exp member calendar
0 CanESM5 piClim-control r1i1p2f1 noleap
1 CanESM5 ssp585 r10i1p1f1 365_day
2 CanESM5 ssp585 r10i1p2f1 365_day
3 CanESM5 ssp585 r11i1p1f1 365_day
4 CanESM5 ssp585 r11i1p2f1 365_day
5 CanESM5 ssp585 r12i1p1f1 365_day
6 CanESM5 ssp585 r12i1p2f1 365_day
7 CanESM5 ssp585 r13i1p1f1 365_day
8 CanESM5 ssp585 r13i1p2f1 365_day
9 CanESM5 ssp585 r14i1p1f1 365_day
10 CanESM5 ssp585 r14i1p2f1 365_day
11 CanESM5 ssp585 r15i1p1f1 365_day
12 CanESM5 ssp585 r15i1p2f1 365_day
13 CanESM5 ssp585 r16i1p1f1 365_day
14 CanESM5 ssp585 r16i1p2f1 365_day
15 CanESM5 ssp585 r17i1p1f1 365_day
16 CanESM5 ssp585 r17i1p2f1 365_day
17 CanESM5 ssp585 r18i1p1f1 365_day
18 CanESM5 ssp585 r18i1p2f1 365_day
19 CanESM5 ssp585 r19i1p1f1 365_day
20 CanESM5 ssp585 r19i1p2f1 365_day
21 CanESM5 ssp585 r1i1p1f1 noleap
22 CanESM5 ssp585 r1i1p2f1 365_day
23 CanESM5 ssp585 r20i1p1f1 365_day
24 CanESM5 ssp585 r20i1p2f1 365_day
25 CanESM5 ssp585 r21i1p1f1 365_day
26 CanESM5 ssp585 r21i1p2f1 365_day
27 CanESM5 ssp585 r22i1p1f1 365_day
28 CanESM5 ssp585 r22i1p2f1 365_day
29 CanESM5 ssp585 r23i1p1f1 365_day
30 CanESM5 ssp585 r23i1p2f1 365_day
31 CanESM5 ssp585 r24i1p1f1 365_day
32 CanESM5 ssp585 r24i1p2f1 365_day
33 CanESM5 ssp585 r25i1p1f1 365_day
34 CanESM5 ssp585 r25i1p2f1 365_day
35 CanESM5 ssp585 r2i1p1f1 365_day
36 CanESM5 ssp585 r2i1p2f1 365_day
37 CanESM5 ssp585 r3i1p1f1 365_day
38 CanESM5 ssp585 r3i1p2f1 365_day
39 CanESM5 ssp585 r4i1p1f1 365_day
40 CanESM5 ssp585 r4i1p2f1 365_day
41 CanESM5 ssp585 r5i1p1f1 365_day
42 CanESM5 ssp585 r5i1p2f1 365_day
43 CanESM5 ssp585 r6i1p1f1 365_day
44 CanESM5 ssp585 r6i1p2f1 365_day
45 CanESM5 ssp585 r7i1p1f1 365_day
46 CanESM5 ssp585 r7i1p2f1 365_day
47 CanESM5 ssp585 r8i1p1f1 365_day
48 CanESM5 ssp585 r8i1p2f1 365_day
49 CanESM5 ssp585 r9i1p1f1 365_day
50 CanESM5 ssp585 r9i1p2f1 365_day
51 CanESM5 abrupt-2xCO2 r1i1p2f1 noleap
52 CanESM5 hist-aer r10i1p1f1 365_day
53 CanESM5 hist-aer r10i1p2f1 noleap
54 CanESM5 hist-aer r11i1p1f1 noleap
55 CanESM5 hist-aer r11i1p2f1 noleap
56 CanESM5 hist-aer r12i1p1f1 noleap
57 CanESM5 hist-aer r12i1p2f1 noleap
58 CanESM5 hist-aer r13i1p1f1 noleap
59 CanESM5 hist-aer r13i1p2f1 noleap
60 CanESM5 hist-aer r14i1p1f1 noleap
61 CanESM5 hist-aer r14i1p2f1 noleap
62 CanESM5 hist-aer r15i1p1f1 noleap
63 CanESM5 hist-aer r15i1p2f1 noleap
64 CanESM5 hist-aer r1i1p1f1 365_day
65 CanESM5 hist-aer r1i1p2f1 noleap
66 CanESM5 hist-aer r2i1p1f1 365_day
67 CanESM5 hist-aer r2i1p2f1 noleap
68 CanESM5 hist-aer r3i1p1f1 365_day
69 CanESM5 hist-aer r3i1p2f1 noleap
70 CanESM5 hist-aer r4i1p1f1 365_day
71 CanESM5 hist-aer r4i1p2f1 noleap
72 CanESM5 hist-aer r5i1p1f1 365_day
73 CanESM5 hist-aer r5i1p2f1 noleap
74 CanESM5 hist-aer r6i1p1f1 365_day
75 CanESM5 hist-aer r6i1p2f1 noleap
76 CanESM5 hist-aer r7i1p1f1 365_day
77 CanESM5 hist-aer r7i1p2f1 noleap
78 CanESM5 hist-aer r8i1p1f1 365_day
79 CanESM5 hist-aer r8i1p2f1 noleap
80 CanESM5 hist-aer r9i1p1f1 365_day
81 CanESM5 hist-aer r9i1p2f1 noleap
82 CanESM5 piControl r1i1p1f1 noleap
83 CanESM5 piControl r1i1p2f1 noleap
84 CanESM5 abrupt-4xCO2 r1i1p1f1 noleap
85 CanESM5 abrupt-4xCO2 r1i1p2f1 365_day
86 CanESM5 ssp245 r10i1p1f1 365_day
87 CanESM5 ssp245 r10i1p2f1 365_day
88 CanESM5 ssp245 r11i1p1f1 365_day
89 CanESM5 ssp245 r11i1p2f1 365_day
90 CanESM5 ssp245 r12i1p1f1 365_day
91 CanESM5 ssp245 r12i1p2f1 365_day
92 CanESM5 ssp245 r13i1p1f1 365_day
93 CanESM5 ssp245 r13i1p2f1 365_day
94 CanESM5 ssp245 r14i1p1f1 365_day
95 CanESM5 ssp245 r14i1p2f1 365_day
96 CanESM5 ssp245 r15i1p1f1 365_day
97 CanESM5 ssp245 r15i1p2f1 365_day
98 CanESM5 ssp245 r16i1p1f1 365_day
99 CanESM5 ssp245 r16i1p2f1 365_day
100 CanESM5 ssp245 r17i1p1f1 365_day
101 CanESM5 ssp245 r17i1p2f1 365_day
102 CanESM5 ssp245 r18i1p1f1 365_day
103 CanESM5 ssp245 r18i1p2f1 365_day
104 CanESM5 ssp245 r19i1p1f1 365_day
105 CanESM5 ssp245 r19i1p2f1 365_day
106 CanESM5 ssp245 r1i1p1f1 365_day
107 CanESM5 ssp245 r1i1p2f1 365_day
108 CanESM5 ssp245 r20i1p1f1 365_day
109 CanESM5 ssp245 r20i1p2f1 365_day
110 CanESM5 ssp245 r21i1p1f1 365_day
111 CanESM5 ssp245 r21i1p2f1 365_day
112 CanESM5 ssp245 r22i1p1f1 365_day
113 CanESM5 ssp245 r22i1p2f1 365_day
114 CanESM5 ssp245 r23i1p1f1 365_day
115 CanESM5 ssp245 r23i1p2f1 365_day
116 CanESM5 ssp245 r24i1p1f1 365_day
117 CanESM5 ssp245 r24i1p2f1 365_day
118 CanESM5 ssp245 r25i1p1f1 365_day
119 CanESM5 ssp245 r25i1p2f1 365_day
120 CanESM5 ssp245 r2i1p1f1 365_day
121 CanESM5 ssp245 r2i1p2f1 365_day
122 CanESM5 ssp245 r3i1p1f1 365_day
123 CanESM5 ssp245 r3i1p2f1 365_day
124 CanESM5 ssp245 r4i1p1f1 365_day
125 CanESM5 ssp245 r4i1p2f1 365_day
126 CanESM5 ssp245 r5i1p1f1 365_day
127 CanESM5 ssp245 r5i1p2f1 365_day
