,tas,rlut,rsut,rsdt
0,286.9101097254697,241.7123267098476,97.99859243693857,340.21316162387467
1,286.8823569789459,241.4741690581554,97.97964767291613,340.21316162387467
2,286.84357590794696,241.51701569794793,98.12857339527757,340.2450071695197
3,286.86064258842856,241.63027257362137,97.88334138228721,340.21316162387467
4,286.913827327845,241.68024974897665,98.13028746922812,340.21316162387467
5,286.8942021558187,241.4127030622728,97.47434043504354,340.21316162387467
6,286.9673835678564,241.6670576727203,97.4626445906109,340.2450071695197
7,286.92004824862664,241.78626360192413,97.83517784604038,340.21316162387467
8,286.8695861578913,241.51162258204582,97.70724621001932,340.21316162387467
9,286.8492600728295,241.31404421341176,97.64208036714543,340.21316162387467
10,286.8906703442166,241.5736046224215,97.9324479760253,340.2450071695197
11,286.86675509462435,241.42432961333043,97.7197881556237,340.21316162387467
12,286.85379126645995,241.41000934019954,97.85944622245796,340.21316162387467
13,286.80878808412155,241.34356926251894,97.731398361221,340.21316162387467
14,286.83462091753415,241.36518331260484,97.44549663013413,340.2450071695197
15,287.0246778198361,241.80458579437325,97.04774049339672,340.21316162387467
16,287.28859627681896,242.20637903905413,97.11219898754422,340.21316162387467
17,287.186221460834,242.01147705776995,96.72682533261279,340.21316162387467
18,287.1455617651427,242.02684147573495,97.74884891216895,340.2450071695197
19,286.9654486919847,241.68215050967015,97.63414170846295,340.21316162387467
20,286.9524718679845,241.66926223251392,97.62070519163467,340.21316162387467
21,286.91557626661114,241.71771888057438,97.93045980641212,340.21316162387467
22,286.8530670976466,241.49538204200846,97.6307158972299,340.2450071695197
23,286.86009466621744,241.52734068412147,97.8469621801453,340.21316162387467
24,286.8005594726215,241.47428561238291,97.6625570361042,340.21316162387467
25,286.9196517301894,241.517844380146,97.58434422561766,340.21316162387467
26,286.9386922871335,241.5776312326574,97.69366213395158,340.2450071695197
27,286.8718479633339,241.42427557624083,98.09716892496289,340.21316162387467
28,286.9153960127931,241.32518617434107,97.49727692380918,340.21316162387467
29,287.1821005624033,241.9621046151074,97.28659132645261,340.21316162387467
30,286.9871806432904,241.5046276820781,97.82005366961023,340.2450071695197
31,287.06079555741854,241.74659874076198,97.67705305853161,340.21316162387467
32,287.1599051498731,242.0568058899894,97.18746761164567,340.21316162387467
33,287.0334080955656,241.74640428791042,97.58942626673472,340.21316162387467
34,286.85740979884264,241.34574185166977,98.11329581433917,340.2450071695197
35,286.93487588601073,241.66322892956865,97.58677298763139,340.21316162387467
36,287.07597977797434,241.80085655031453,97.71640661256428,340.21316162387467
37,286.9571726370484,241.4748465060917,97.33557832368702,340.21316162387467
38,287.03101495222717,241.66688898432812,97.37094049056994,340.2450071695197
39,287.11438473544325,241.9783230666749,97.67572234877969,340.21316162387467
40,286.88932637243846,241.68123652260113,97.92190484811549,340.21316162387467
41,286.89403299688854,241.68915728879142,97.50311884420857,340.21316162387467
42,286.8983173282318,241.59172077828927,97.67472836335484,340.2450071695197
43,286.8983646138831,241.73928613475786,98.21479860243365,340.21316162387467
44,286.6181366830405,241.14493483766321,98.09551670748873,340.21316162387467
45,286.8021253654278,240.95635583564737,97.6257503068431,340.21316162387467
46,286.83910462322876,241.64394123954082,98.14776621824859,340.2450071695197
47,286.80245277416157,241.4347115124568,98.05893576923897,340.21316162387467
48,286.882893822672,241.42834084605454,97.85273468194295,340.21316162387467
49,286.75889486260985,241.3470074700923,97.79930085501469,340.21316162387467
50,286.82811450033654,241.35784682957907,97.93932540717024,340.21316162387467
51,286.8049395104868,241.29741032154888,97.78236765923641,340.21316162387467
52,286.8521058809205,241.55322259448647,97.44221516346836,340.21316162387467
53,286.95518439835143,241.87865204427894,97.42413413058095,340.21316162387467
54,286.86065393207235,241.53425883537088,97.7413754314469,340.2450071695197
55,286.86056584298854,241.58987469801005,97.63572401731382,340.21316162387467
56,286.96624554512715,241.66757433141865,97.39081180738323,340.21316162387467
57,286.86390545961825,241.58927549496957,97.83429986838483,340.21316162387467
58,286.81895524451517,241.2565021372749,98.27896328041055,340.2450071695197
59,286.8458802938338,241.4453432669172,97.65145752357967,340.21316162387467
60,286.8061203314983,241.54497775459492,98.06510564759033,340.21316162387467
61,286.78745396075897,241.28769048245223,97.78998301466599,340.21316162387467
