,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,MIROC-ES2L,1pctCO2,r1i1p1f2,piControl,r1i1p1f2,0.0,0.0,days since 1850-1-1,standard
1,MIROC-ES2L,abrupt-4xCO2,r1i1p1f2,piControl,r1i1p1f2,0.0,0.0,days since 1850-1-1,standard
2,MIROC-ES2L,historical,r10i1p1f2,piControl,r1i1p1f2,0.0,32871.0,days since 1850-1-1,standard
3,MIROC-ES2L,historical,r11i1p1f2,piControl,r1i1p1f2,0.0,36524.0,days since 1850-1-1,standard
4,MIROC-ES2L,historical,r12i1p1f2,piControl,r1i1p1f2,0.0,40176.0,days since 1850-1-1,standard
5,MIROC-ES2L,historical,r13i1p1f2,piControl,r1i1p1f2,0.0,43829.0,days since 1850-1-1,standard
6,MIROC-ES2L,historical,r14i1p1f2,piControl,r1i1p1f2,0.0,47481.0,days since 1850-1-1,standard
7,MIROC-ES2L,historical,r15i1p1f2,piControl,r1i1p1f2,0.0,51134.0,days since 1850-1-1,standard
8,MIROC-ES2L,historical,r16i1p1f2,piControl,r1i1p1f2,0.0,54786.0,days since 1850-1-1,standard
9,MIROC-ES2L,historical,r17i1p1f2,piControl,r1i1p1f2,0.0,58439.0,days since 1850-1-1,standard
10,MIROC-ES2L,historical,r18i1p1f2,piControl,r1i1p1f2,0.0,62091.0,days since 1850-1-1,standard
11,MIROC-ES2L,historical,r19i1p1f2,piControl,r1i1p1f2,0.0,65744.0,days since 1850-1-1,standard
12,MIROC-ES2L,historical,r1i1000p1f2,piControl,r1i1p1f2,0.0,0.0,days since 1850-1-1,standard (the actual parent run: PMIP past1000)
13,MIROC-ES2L,historical,r1i1p1f2,piControl,r1i1p1f2,0.0,0.0,days since 1850-1-1,standard
14,MIROC-ES2L,historical,r20i1p1f2,piControl,r1i1p1f2,0.0,69396.0,days since 1850-1-1,standard
15,MIROC-ES2L,historical,r21i1p1f2,piControl,r1i1p1f2,0.0,73049.0,days since 1850-1-1,standard
16,MIROC-ES2L,historical,r22i1p1f2,piControl,r1i1p1f2,0.0,76701.0,days since 1850-1-1,standard
17,MIROC-ES2L,historical,r23i1p1f2,piControl,r1i1p1f2,0.0,80354.0,days since 1850-1-1,standard
18,MIROC-ES2L,historical,r24i1p1f2,piControl,r1i1p1f2,0.0,84006.0,days since 1850-1-1,standard
19,MIROC-ES2L,historical,r25i1p1f2,piControl,r1i1p1f2,0.0,87659.0,days since 1850-1-1,standard
20,MIROC-ES2L,historical,r26i1p1f2,piControl,r1i1p1f2,0.0,420029.0,days since 1850-1-1,standard
21,MIROC-ES2L,historical,r27i1p1f2,piControl,r1i1p1f2,0.0,423681.0,days since 1850-1-1,standard
22,MIROC-ES2L,historical,r28i1p1f2,piControl,r1i1p1f2,0.0,427333.0,days since 1850-1-1,standard
23,MIROC-ES2L,historical,r29i1p1f2,piControl,r1i1p1f2,0.0,430986.0,days since 1850-1-1,standard
24,MIROC-ES2L,historical,r2i1p1f2,piControl,r1i1p1f2,0.0,3652.0,days since 1850-1-1,standard
25,MIROC-ES2L,historical,r30i1p1f2,piControl,r1i1p1f2,0.0,434638.0,days since 1850-1-1,standard
26,MIROC-ES2L,historical,r3i1p1f2,piControl,r1i1p1f2,0.0,7305.0,days since 1850-1-1,standard
27,MIROC-ES2L,historical,r4i1p1f2,piControl,r1i1p1f2,0.0,10957.0,days since 1850-1-1,standard
28,MIROC-ES2L,historical,r5i1p1f2,piControl,r1i1p1f2,0.0,14610.0,days since 1850-1-1,standard
29,MIROC-ES2L,historical,r6i1p1f2,piControl,r1i1p1f2,0.0,18262.0,days since 1850-1-1,standard
30,MIROC-ES2L,historical,r7i1p1f2,piControl,r1i1p1f2,0.0,21914.0,days since 1850-1-1,standard
