,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,NESM3,1pctCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,54787.0,days since 1000-01-01 00:00:00,standard
1,NESM3,abrupt-4xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,18262.0,days since 1000-01-01 00:00:00,standard
2,NESM3,historical,r1i1p1f1,piControl,r1i1p1f1,0.0,109573.0,days since 1000-01-01 00:00:00,standard
3,NESM3,historical,r2i1p1f1,piControl,r1i1p1f1,0.0,91676.0,days since 1000-01-01 00:00:00,standard
4,NESM3,historical,r3i1p1f1,piControl,r3i1p1f1,0.0,18262.0,days since 1000-01-01 00:00:00,standard
5,NESM3,historical,r4i1p1f1,piControl,r1i1p1f1,0.0,36890.0,days since 1000-01-01 00:00:00,standard
6,NESM3,historical,r5i1p1f1,piControl,r1i1p1f1,0.0,54787.0,days since 1000-01-01 00:00:00,standard
7,NESM3,piControl,r1i1p1f1,piControl-spinup,r1i1p1f1,0.0,182621.0,days since 0500-01-01 00:00:00,no parent
8,NESM3,ssp126,r1i1p1f1,historical,r1i1p1f1,0.0,2015.0,days since 1850-01-01 00:00:00,standard
9,NESM3,ssp126,r2i1p1f1,historical,r2i1p1f1,0.0,2015.0,days since 1850-01-01 00:00:00,standard
10,NESM3,ssp245,r1i1p1f1,historical,r1i1p1f1,0.0,2015.0,days since 1850-01-01 00:00:00,standard
11,NESM3,ssp245,r2i1p1f1,historical,r2i1p1f1,0.0,2015.0,days since 1850-01-01 00:00:00,standard
12,NESM3,ssp585,r1i1p1f1,historical,r1i1p1f1,0.0,2015.0,days since 1850-01-01 00:00:00,standard
13,NESM3,ssp585,r2i1p1f1,historical,r2i1p1f1,0.0,2015.0,days since 1850-01-01 00:00:00,standard
