,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,TaiESM1,1pctCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,182500.0,days since 1850-01-01,Hybrid-restart from year 0701-01-01 of piControl
1,TaiESM1,abrupt-0p5xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,109500.0,days since 501-01-01,Hybrid-restart from year 0501-01-01 of piControl
2,TaiESM1,abrupt-2xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,109500.0,days since 501-01-01,Hybrid-restart from year 0501-01-01 of piControl
3,TaiESM1,abrupt-4xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,438000.0,days since 0701-01-01,Hybrid-restart from year 0701-01-01 of piControl
4,TaiESM1,historical,r1i1p1f1,piControl,r1i1p1f1,0.0,171550.0,days since 1850-01-01,Hybrid-restart from year 0671-01-01 of piControl
5,TaiESM1,historical,r2i1p1f1,piControl,r1i1p1f1,0.0,171550.0,days since 0001-01-01,Hybrid-restart from year 0671-01-01 of piControl
6,TaiESM1,piClim-control,r1i1p1f1,piControl,r1i1p1f1,0.0,171550.0,days since 0001-01-01,Hybrid-restart from year 0671-01-01 of piControl
7,TaiESM1,piControl,r1i1p1f1,piControl-spinup,r1i1p1f1,430335.0,430335.0,days since 0001-01-01,branch-restart from year 0201-01-01 of piControl-spinup
8,TaiESM1,ssp126,r1i1p1f1,historical,r1i1p1f1,0.0,60225.0,days since 1850-01-01,Hybrid-restart from year 2015-01-01 of historical
9,TaiESM1,ssp245,r1i1p1f1,historical,r1i1p1f1,0.0,60225.0,days since 1850-01-01,Hybrid-restart from year 2015-01-01 of historical
10,TaiESM1,ssp370,r1i1p1f1,historical,r1i1p1f1,0.0,60225.0,days since 1850-01-01,Hybrid-restart from year 2015-01-01 of historical
11,TaiESM1,ssp585,r1i1p1f1,historical,r1i1p1f1,0.0,60225.0,days since 1850-01-01,Hybrid-restart from year 2015-01-01 of historical
