,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,CMCC-ESM2,1pctCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
1,CMCC-ESM2,abrupt-4xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
2,CMCC-ESM2,historical,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
3,CMCC-ESM2,piControl,r1i1p1f1,piControl-spinup,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
4,CMCC-ESM2,ssp126,r1i1p1f1,historical,r1i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
5,CMCC-ESM2,ssp245,r1i1p1f1,historical,r1i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
6,CMCC-ESM2,ssp370,r1i1p1f1,historical,r1i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
7,CMCC-ESM2,ssp585,r1i1p1f1,historical,r1i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
