,tas,rlut,rsut,rsdt
0,287.5023546382539,238.57005729424964,100.16293327220991,340.29648726645036
1,287.62852993080884,238.94265683398396,100.35582047269993,340.25559816253127
2,287.6095772377067,238.9751006687827,100.49684632960317,340.20487249887657
3,287.44187011015805,238.48709505519443,100.2091873018487,340.1971942138269
4,287.6295594024748,238.7456953981971,100.15597826739356,340.1959461017602
5,287.6571143132291,238.95970644669055,100.20167484624407,340.2376960843664
6,287.629182706878,238.76300967934284,100.30419048980143,340.2775520451198
7,287.6713382401893,238.6450759632004,100.00876891462904,340.3553726108261
8,287.85974166706325,239.17204594201772,100.39150651385272,340.3993035502954
9,287.75403758171177,238.90010443801512,99.6160169329239,340.44853031910867
10,287.9173251129206,239.1841589948941,99.1954616407797,340.3738650814964
11,288.0893446953566,239.19115335004201,99.6026181835886,340.32525378529914
12,288.01350327597874,239.1669303312757,99.71999627155218,340.2747441040716
13,288.04282267031044,239.09317008400322,99.4176659345669,340.2868936979275
14,288.1159950096643,239.17697250123706,99.652307538806,340.2220355885593
15,288.14233316645186,239.061225444117,100.08765338152948,340.20406106639456
16,288.0767963275953,238.82920351728902,99.5786448185375,340.18667893626065
17,288.092612795311,239.05723304477127,99.65686039901696,340.2221300045655
18,288.2002165589994,239.0710034656723,99.60999275663471,340.2331565238472
19,288.1481668381698,239.18379048952661,100.02546857985242,340.30808476927126
20,288.005927062665,238.88936901882911,99.8294848798043,340.31670921674726
21,287.91107167500377,238.46032130026367,100.12764406463641,340.3818803815822
22,288.21717717382086,238.90495984143396,99.78032666065327,340.31669263222926
23,288.28663258133076,239.13317969002765,99.25135007253745,340.3161740420492
24,288.29275336951474,239.04859973867372,99.64339580423949,340.26750533081577
25,288.35588934668743,239.07513113735422,98.89006968333275,340.25409884307425
26,288.49496665976136,239.13376281870137,99.26989747198549,340.1827380943194
27,288.58785250330254,239.4172007056071,98.96004197752039,340.17177475010027
28,288.5793073533997,239.23036721725953,98.63469663530485,340.1771025550887
29,288.6382785425541,239.4227218474808,99.38816720100931,340.2330691472546
30,288.77790282903214,239.6739561869621,99.10936458242946,340.272302379155
31,288.6306761132701,239.4853372586803,98.91725530470264,340.3200878331966
32,288.61509983020954,239.4295934036579,98.94858444381963,340.37350235161006
33,288.8542783695264,239.64689024362482,99.1975109648256,340.41051137477723
34,288.7950679838464,239.40817264920474,99.04141344001779,340.33522625475433
35,288.81651265114806,239.3287045218035,98.76983154765618,340.2674874594508
36,288.8490156625134,239.3096510282129,99.01551402510067,340.23437864383243
37,289.02422240790685,239.6171964720883,98.65829126058861,340.23515491978446
38,289.21521659569595,239.963484107662,98.24047024358418,340.1818933070792
39,289.1530056712788,239.79548304237233,98.17340514744937,340.1903289645675
40,289.196183817563,239.62376767557805,98.73388200531728,340.2311233785577
41,289.26837348899215,239.79481825362254,98.57230484494892,340.3134450917541
42,289.1682178469193,239.46319062493242,98.70654387803269,340.283384174112
43,289.52235965038113,240.14293199754778,98.53417865564425,340.29180300297156
44,289.28994535667204,239.8839823979355,98.60033951827296,340.29804107998183
