year,tas,rlut,rsut,rsdt
2015,1.8384737149396528,0.491267204731173,-1.63214838010596,0.08231592738206928
2016,1.8500933674490057,0.35309032774353,-1.8936399031674966,0.0055922963393868486
2017,2.241074737727331,1.1068014534759811,-2.0052537037027918,-0.014745003462678596
2018,2.0749312164898583,0.5050073098233554,-1.3384455562496953,-0.027374088258284246
2019,2.0725922103512175,0.5635267120268566,-1.823797097436966,-0.026858151055705548
2020,2.1084172296292536,0.4239857825968727,-1.9862440543577833,-0.018238601522398312
2021,2.383492439974816,0.7522596467208871,-2.326476285224018,0.043870452987619046
2022,2.4906149528991364,1.075342105258926,-2.1630216295532136,0.1207684978220982
2023,2.342018149917294,1.0559506532898695,-1.9564770959536162,0.1745293035252189
2024,2.269066581664333,0.8246769061241537,-2.0576159917741847,0.18658612293802435
2025,2.3039016185477976,0.7582608514027243,-2.200643915503818,0.14713539627365435
2026,2.4308719250868194,0.8537170907297309,-2.297781003048698,0.10386052401520374
2027,2.588069436375463,1.021373014856465,-2.225598356165591,0.05814448144207063
2028,2.500357053218295,0.8645106642591998,-2.013496408759181,0.02707617264138662
2029,2.37912635948976,0.685889507709561,-2.1122546673643967,0.003746066085852817
2030,2.488528791219835,0.8628399751118536,-2.414472997615974,-0.015999591696242987
2031,2.5980988014935633,0.9215907916204458,-2.0432295008688754,-0.03474844839593061
2032,2.569750181970562,0.9916677790700135,-2.471725056233467,-0.032423192386090705
2033,2.737350981881775,0.9453307400121957,-2.360562364755637,0.0020200522838536017
2034,2.679932169425058,0.9376216350233051,-2.6176482947097526,0.07850237576883501
2035,2.899498422334034,1.3114459864938226,-2.7629737277327138,0.08701292105280345
2036,2.9149132914155302,1.2968053999805704,-2.4289750741366163,0.1319141669703754
2037,2.8349633146373776,1.0007659356371619,-2.429329528513648,0.08882230078774
2038,3.0967376572824037,1.5657616561286432,-3.1206548529067533,0.08734865587837248
2039,3.0056215588391524,1.2209075709374986,-2.6488566954087105,0.048533991631188655
2040,2.9385863785876154,1.1025760085710203,-2.875750244526472,0.0033971186329608827
2041,3.1574527707507514,1.2175753155879647,-3.006443455927908,-0.03626882746470983
2042,3.4024684372174647,1.6084178838673608,-2.955691838309562,-0.04935451443304828
2043,3.186701785533444,1.5470733928342781,-2.922244147601063,-0.045456839148073414
2044,3.1455620239636914,1.209650693721187,-3.242746282016114,-0.02504498463639493
2045,3.2143050934475923,1.3348029926050629,-3.2862524447629227,0.04084971675979432
2046,3.4157742017434884,1.5208368507112766,-3.084434806773345,0.09119104367528053
2047,3.4839476686237845,1.37294885729699,-3.1229423012520954,0.14640062700573253
2048,3.4708700470493454,1.58168006370164,-3.1433206953905994,0.15289202320650475
2049,3.5851574349078987,1.6522450040914691,-3.5318845267434256,0.10876194649722493
2050,3.7868976429938357,1.523356959697253,-3.208196243549949,0.04925854742049296
2051,3.733676337302086,1.937538448986004,-3.3463586974395554,0.01718702382089532
2052,3.6383161778111344,1.5158599503466235,-3.48341026854537,-0.01596673771030055
2053,3.7860992985278017,1.6558487774622108,-3.8472039649807357,-0.041072207339425404
2054,3.770471832397334,1.5748759123684692,-3.632339778763253,-0.0349834149178605
2055,3.9275723720307383,1.834568566013047,-3.8511407447757193,0.006014195819659562
2056,3.9217437281203047,1.789233216798408,-3.7210126814779727,0.05384904840281024
2057,4.182901434618145,1.8803826743837533,-4.416646477035712,0.05763660685408922
2058,4.380738507982926,2.4327240201045868,-4.095108034843804,0.06487182834359828
2059,4.160457299002076,2.0740552829766443,-4.253495620259088,0.07625128439462969
2060,4.324182644868358,2.105179933116716,-4.043601862337297,0.039396295519509295
2061,4.224272801486791,2.1007901216496805,-3.8667716605711178,-0.0037628265508828918
2062,4.218577397032902,1.960579621919777,-4.20315902116009,-0.029835941326950888
2063,4.320928296608997,2.050188289094848,-4.0743774795759435,-0.04092447968059787
2064,4.471901924679969,2.1840925453702766,-4.537079075008762,-0.044145071944058145
2065,4.628818226260364,2.5641937255149116,-4.3732312030615645,-0.03570625990909093
2066,4.511160801055837,2.0181121608053445,-4.604351835549409,0.014776000060976457
2067,4.652541396302695,2.340788673597217,-4.490691140362912,0.0665402614448567
2068,4.761575548202643,2.4839677867355476,-4.780888733567622,0.09576512757598721
2069,4.762267083627364,2.2996101327408383,-4.511825608212675,0.08951232712007595
2070,4.775132650847979,2.4671330946532635,-4.498837840664862,0.0573235160927652
2071,4.860648197723833,2.630010003783383,-4.857861543343432,0.014025626847228523
2072,4.775701179729538,2.3622081048062,-4.3271012778157285,-0.001161941729208138
2073,4.824631927059158,2.1549278750713654,-4.550189869779501,-0.021574132568161986
2074,5.036072753637882,2.2348040957802766,-5.058540896671431,-0.04486274772773413
2075,5.248741349733223,2.6971243161599716,-4.924600739706406,-0.053999843711608264
2076,5.064000841948598,2.426046779088722,-4.861029456493142,-0.06318653138276886
2077,5.1658906539863665,2.64422364535028,-5.245767780024551,-0.05413987861061287
2078,5.37020993251258,2.5610107491482097,-5.314892474985399,-0.02208349784643815
2079,5.3522340984440575,2.7122343798953636,-5.1478954254227745,0.018741257509418574
2080,5.410159344693682,2.75291302439706,-5.476332533070021,0.04464560398918138
2081,5.592333492789862,2.6763616347364234,-5.484943777535818,0.04290861051322281
2082,5.620260726496269,3.2417310624008167,-5.767875959958928,0.04711729844234469
2083,5.622394785416532,2.8424658585080635,-5.462627488773421,0.024800505518669524
2084,5.750183849677796,2.9300022298025397,-5.560582385247955,0.006739390369375542
2085,5.91168519674585,3.0844541891942185,-5.609225728651722,-0.031175441757852695
2086,5.722853860198882,3.0319902771213947,-5.444250546244106,-0.0556751994121214
2087,5.804430756952456,2.8822140227932778,-5.951637389948161,-0.05981625693607384
2088,5.903347706221098,2.739571286994078,-5.976370534916057,-0.05666760391181924
2089,6.203204291416796,3.3244439875386433,-5.995379251285826,-0.028880874890091945
2090,6.035722927759025,2.8078548856300927,-5.615262972416986,0.026266511738185727
2091,6.099175517980541,3.1168595363340614,-5.9000930730503995,0.06018975800958515
2092,6.2430329260695885,3.044011449818754,-6.021588483077579,0.11448464507975586
2093,6.400417425048772,3.3349662495477332,-6.298104280344006,0.10168521701632471
2094,6.361132156988049,3.4535538571264226,-5.591253703590823,0.06149897603870613
2095,6.23114522842269,3.259470596707331,-6.30589257428116,0.01798610213700158
2096,6.472639836181656,3.1807828867143257,-6.3418027098563385,-0.015737849158199424
