Year,ERF
1850,0.4698221034878399
1851,0.2664699817491385
1852,-0.04812644065338742
1853,-0.1370718392964817
1854,0.1707318563109273
1855,-0.21998499274190472
1856,0.5531076761510542
1857,-0.10055992138293104
1858,0.15171450685759066
1859,0.3032741895785094
1860,0.3476760847211392
1861,-0.46082077469194704
1862,-0.39902445806380005
1863,0.41908265482581475
1864,0.023005568052832624
1865,0.4633559951078241
1866,0.2960022470570401
1867,0.1806489221170753
1868,0.7202331892358762
1869,0.028482415031375635
1870,0.28368495577610897
1871,0.43009367973935614
1872,-0.06826425488471391
1873,0.13701602936140037
1874,0.2938819348096967
1875,0.37324864887896203
1876,0.21924309890073798
1877,0.349293521407667
1878,0.3961602838313802
1879,0.09234109504024973
1880,0.22583064749090426
1881,0.2556110420084568
1882,0.2501746446120532
1883,-0.5683542975842981
1884,-1.8225972170159057
1885,-0.3405410892719555
1886,0.3612794848801376
1887,0.027205290108340427
1888,-0.15516156729629282
1889,0.5090918481162563
1890,0.41516698072014935
1891,0.0929662608844063
1892,0.021301362571931964
1893,0.34201389868409376
1894,0.5834995399651968
1895,0.37694422644739767
1896,0.6950933350279556
1897,0.5388469402809464
1898,0.4408499850319224
1899,0.34452969459293725
1900,0.3869684565486595
1901,-0.2783008627948098
1902,-0.07841827044596238
1903,-0.5113720372702986
1904,-0.11377731502707104
1905,0.23212288458209118
1906,0.5944487608591406
1907,0.26521943433990125
1908,-0.2867418504307794
1909,0.6539135335576408
1910,0.5167128670234247
1911,0.022450427398274533
1912,-0.1636906249585025
1913,-0.34366899680162794
1914,0.15076293316800465
1915,0.24708387349504812
1916,0.32857983225759063
1917,0.7060958168991084
1918,0.13561592798256364
1919,0.4138227634102481
1920,0.5795095680324163
1921,0.08595625506085827
1922,0.14128566885206972
1923,0.3080526423144076
1924,0.4853739881392062
1925,0.10317589569582766
1926,0.17214007122662223
1927,0.6443632398248847
1928,0.44561189925025124
1929,0.1540125352319483
1930,0.6896415102349364
1931,0.28192649477385723
1932,0.3316582705936546
1933,0.4121057970996782
1934,0.46288065231720876
1935,0.8060588405123742
1936,0.2798697625892319
1937,0.150481751816866
1938,0.8849300434684954
1939,0.5084726322979815
1940,0.6903035229015726
1941,0.3108766758041202
1942,0.05579779250360423
1943,0.33987876100018033
1944,0.23314661135768563
1945,0.7551515368598761
1946,0.5428887019111047
1947,0.5431072661350699
1948,0.8473195259183919
1949,0.396252739093947
1950,0.6213195574166579
1951,0.4869025668881124
1952,0.14910165306518677
1953,-0.18256302315869188
1954,0.9232896746252477
1955,0.5374906806842483
1956,0.30923022050240456
1957,0.3437607786572383
1958,0.3340671391707162
1959,0.2621582649364713
1960,0.49032539134810194
1961,0.5858732958088609
1962,0.27548495216775654
1963,-0.8211908471470644
1964,-0.8267669364945662
1965,0.5461781339820173
1966,0.4168045471634995
1967,0.6026394983109846
1968,0.3111717548498781
1969,0.44386721218315234
1970,0.20566087259753493
1971,1.0916173548370773
1972,0.1146109796416308
1973,0.3387029237477955
1974,0.3205769761395342
1975,0.17639164937239907
1976,0.728376690430208
1977,0.9483868292406847
1978,1.014478128062641
1979,0.8521220784829873
1980,0.8789108888680267
1981,0.9066970579432125
1982,1.3616335776286492
1983,0.43792836883977126
1984,0.5123951114790446
1985,1.2277090684419862
1986,0.7696088803414081
1987,1.1327611456383981
1988,0.966469294211249
1989,1.353577187592839
1990,1.3611750492226495
1991,0.6986692500695153
1992,-0.13924466943598202
1993,0.1325086958052224
1994,1.5112063879946307
1995,1.6626417623445495
1996,1.1966851664058613
1997,1.6706771645232792
1998,2.063409079329217
1999,1.6360967540854343
2000,1.686625117803679
2001,1.3883585392408717
2002,2.2781345433232474
2003,1.8963099848352054
2004,1.6593677457376885
2005,1.4789917286475829
2006,2.0458577596452003
2007,1.8763673233772027
2008,2.217564404677084
2009,1.7286768473627867
2010,2.1201955169370432
2011,2.403237263756008
2012,2.2839418460299354
2013,2.0336702770419253
2014,2.091560468261912
