Experiment,piControl,historical,historical,historical,historical,historical,ssp126,ssp245,ssp370,ssp370,ssp370,ssp370,ssp370,ssp585,abrupt-4xCO2
28,286.9494132563028,286.74528543885106,286.88642670535324,286.77047628694214,286.91301111934536,286.98347737825185,288.95666168787517,288.1278098228684,289.0388834898884,289.1428713724155,289.0219839130726,289.2508828291764,289.0237019889966,288.92435915234273,291.49367532741957
29,286.8870924096523,286.95467176154995,286.85517555559863,286.84654357710093,286.8628931421622,287.13390746540625,289.60018401197937,289.75547920008813,289.0772510023866,289.0415954341801,289.1933088850965,289.074393640453,288.90544712954664,289.1112602750848,291.3767567394695
30,286.99251669858995,286.8559481382895,286.90311875247113,286.76814681545267,287.06503965717786,287.1166027375479,288.76320337875217,288.32957829678566,289.1851446815501,289.1859623087675,289.3250057492625,289.288394750911,289.10257621305715,289.09711956958523,291.264506418501
31,286.9098552486417,286.7486358268136,286.8788161123617,286.7525271919823,287.0922348677479,286.9740367257303,288.2407483470564,289.0112601930802,289.1867954527962,289.2656262610271,289.30983750954584,289.18462044520464,289.20211751466707,289.10571943819804,291.3098902567113
32,286.9666849653833,286.7888752705335,286.8696491795895,286.8809334617197,286.9256942548056,286.93329326190354,288.7789386018632,288.97987951861506,289.1067347184548,289.3159775128861,289.2219031945911,289.0888438156759,289.10927119345007,289.1870080595774,291.43185324563166
33,287.1074156414622,286.5070769883744,286.6494738233968,286.60381515838037,286.6420857191284,286.519477670807,289.578383070245,289.2845823449299,289.258669869638,289.1982533555431,289.5081173571504,289.17343745006343,289.1801345796268,289.3362661078957,291.6692784439277
34,287.03932927445607,286.6079286581472,286.66154534615123,286.6191190536181,286.6858518591555,286.6419125535992,288.944078236689,289.1618660767893,289.5690923824874,289.2801047656476,289.392453262105,289.32910476560266,289.22231820236135,289.44119840371957,291.79654240921104
35,286.83111179183476,286.7704229166065,286.6958598750246,286.76130735628027,286.63930634099125,286.9760869469149,288.06701101246114,289.02780253410737,289.3347075326156,289.28719426815354,289.33660732525533,289.31257763662836,289.23005587418555,289.305363251306,291.5359557254075
36,286.95193563502363,286.72355114919145,286.8815318973391,286.8153308937958,286.6814934917573,286.9342190894752,288.72765703644797,289.1193266668403,289.40335868189476,289.39266458806725,289.27371270803866,289.3940619943611,289.28394491536045,289.4568927912724,291.7109233713877
37,287.0445027315087,286.8024528983009,286.78909949088955,286.80342761713183,286.8133888483785,286.98587308424237,289.6294417975946,290.03187627445584,289.4082996561739,289.35715748492834,289.23877969793233,289.57929978556007,289.32300357687643,289.3978419935073,291.66892928749
38,286.853451560176,286.9611499887823,286.81906135397037,286.96689201824955,286.884374777024,286.89662994225756,288.897931512915,288.53203899232557,289.4512928245565,289.4894940747657,289.2797555716309,289.37422171389716,289.4104914695345,289.5956215685996,291.59391149887256
39,286.9420190073716,286.90550838723385,286.8553562271015,287.05370340653747,286.956918761186,286.8247434068824,288.8805178995928,289.4318115779134,289.56248929446167,289.5045526897799,289.26599877284895,289.3301807382609,289.47726499035144,289.810198257034,291.5356377575101
40,287.06470393847206,286.81871482515163,286.7467012289322,286.8806420383161,286.7844592746673,286.8170834442662,288.24002995814504,289.475633678605,289.705734169433,289.518397097299,289.4642212487051,289.5276970278362,289.6082901153142,289.62224444676536,291.6316325602085
41,286.9286303087596,286.8563414771318,286.87741839884626,286.81116837172414,286.91883326626487,287.0148563758877,289.61340077198935,289.29929695820374,289.6471732268381,289.6880809939211,289.51758606273955,289.56987237423357,289.4900154604103,289.5411184935649,291.62597876301567
42,286.90124056557113,286.81129372625185,286.74586465388484,286.93334673481496,286.9470489033135,287.0221489500063,288.0817915542662,289.44222822917135,289.51631027425066,289.5262185275988,289.4759501859075,289.5629341751018,289.31279652483107,289.7149327317572,291.76647257670237
43,286.85831470924614,286.8951135899462,286.9031891304034,286.8623328574898,286.8437517226879,286.82906447902195,288.95793784302043,288.53358168359705,289.58003849603546,289.7172533791952,289.7116153197648,289.58260384961903,289.46796327955,290.0346264003343,291.47594859259897
44,286.92748265421284,286.8486506992174,286.9860109638002,287.0480709438921,286.911965577742,286.90692426671967,288.92027866396074,289.2793453731849,289.65778197138286,289.7422141806938,289.65621327378966,289.57058783752615,289.5983721450223,289.9122904943146,291.5667100197404
45,286.8839294820303,286.92166584526143,286.9058298650418,286.95471969283756,286.9467514383396,286.895964955628,289.92394612614265,290.18761123410013,289.7915467308813,289.5423948718126,289.6463009226953,289.4541988065519,289.55131465253703,289.90148910484226,291.4881751827805
46,286.8608836964532,286.99276442361696,286.9071607000042,287.1602324031035,287.08446715186557,286.82977717377577,288.1914851184636,289.3015523917834,289.6596635168426,289.79200424990415,289.80177108646075,289.6877440284865,289.6993462716956,290.0104682113448,291.63584171569863
47,286.7195386088227,286.917608606157,286.9537916936137,287.01583217830597,286.99568958696915,287.0599183489896,288.04850128401523,289.35277506684014,289.7827897189389,289.84838008833424,289.6225675472056,289.6483913411718,289.58109824613547,290.2301620625076,291.5963437843926
48,286.85893739298444,286.94509432508244,286.97062389654303,286.9700248866584,287.04239278806114,287.08113527225754,288.7937962589878,289.3772404255767,289.79023164352634,289.6705737543132,289.7958123637179,289.82302409530047,289.68872294441474,290.1931374842999,291.68667126212875
49,286.7144942046389,286.9679004039263,286.80105866334685,287.0758921383912,287.0780736571605,287.0680331032939,289.6401578371545,290.42797598985686,289.8352764916828,289.59727258833124,289.8950088400156,289.70516618773905,289.6680404066063,289.9300845487347,292.09076777251465
50,286.93219545824996,287.04671583511083,286.86719411371274,287.08934063067323,287.0764144983095,286.9600779102978,288.98174806846356,289.6312801463951,289.79302100920376,289.8128135607761,289.7733689369661,289.7702019650731,289.79096205254416,290.03097936964053,291.85293456853293
51,286.893424118961,287.04439021249055,286.94500770025786,286.9732989223249,287.0713731303786,286.9921674119342,289.01645907460005,289.510154408902,289.90130278470247,289.9152785358086,289.7585081034578,289.92133597348464,289.9868920028693,290.35344294035053,291.54533478682464
52,286.96338481310244,286.82666657405895,286.8019286093923,286.65208977252956,286.8360922163803,286.76684195609005,288.1308870432961,289.7206840256619,289.99581532980187,289.7597590316883,289.8963891413167,289.7908958648883,289.83627174717077,290.1985456321684,291.9917429442494
53,286.99096105314385,286.8474114185507,287.1429891855125,286.7575118721025,286.7631170476498,286.72125580544304,289.6497103536879,289.41517396808905,289.9612114185915,289.84531538406367,290.1089734493725,289.9304755707676,289.8319459044921,290.2280711601275,291.8910653496198
54,286.94117011242025,286.76158388883806,286.9665511110987,286.79603888840836,286.7364249963398,286.914568618198,288.84970383239437,288.72415993661986,290.1754124877617,289.7879581099482,290.1065336631702,290.3714646754227,289.75023876626045,290.2574327355638,291.6639289241711
55,287.01366906510805,286.8062671562639,286.71638215980624,286.5825912849993,286.9402255276364,286.8013074848078,289.00564877578915,289.6062633117945,290.1483501622622,289.79525931078734,290.0285638527452,290.18773285285766,289.83571896510404,290.2749796517365,291.68003876805756
56,286.9302307626126,286.9237154485793,286.7338094211396,286.83667523112075,286.84154037911776,286.90507826577,288.3650009459927,288.94480236604994,290.1460235607972,289.9173554898668,290.0826522469936,289.96884640494574,289.82477640149676,290.4586668800899,291.65456704211493
57,286.9505412863629,286.87653972557035,286.8296150064961,287.0166391142959,286.9316916067788,286.92382441685646,289.7486025068894,290.3806041440567,290.2677365956478,290.25305925326273,290.2874437642197,290.23774456728853,290.26876572560883,290.3540605417086,291.7351400776865
58,286.89550143006727,286.84756104919694,286.7989849586172,286.81698210954573,287.0083898221193,286.884328210025,289.0479212158103,289.4317280341366,290.24471758538107,290.3512584420873,290.1399102986828,290.15520078355036,290.24519115776434,290.57204093090587,291.92895292647296
59,286.87024085791217,287.0346641362897,286.88891738236606,287.0898145259105,286.8513831542183,287.1596137200763,288.99043597089377,289.5482091621313,290.0840419602438,290.26827074567194,290.134963079714,290.0185798769058,289.98242564776496,290.54960962460524,291.77084973608373
60,286.86160332256765,287.0509153268344,287.0188787863016,287.0773067880007,286.9241742955362,287.0538765910107,288.94609058109626,289.7079614537001,290.4673921518551,290.2824169693653,290.21024348079976,290.25443340992365,290.3356530900645,290.5063817050607,291.7492278668215
61,286.8137692104817,286.67222680293816,286.9969931711433,287.0839095423416,287.0663180038715,286.95724350912764,289.1014053419212,290.4836775395441,290.2991813131012,290.54220064026623,290.4371803365129,290.37157262686827,290.36342235709947,290.6035589814425,291.8539164693571
62,286.9248558902715,286.75205451017763,286.95972993176673,286.7703612931722,286.95156306164165,286.94907659934546,288.91953402103337,289.5836307451573,290.3413631978405,290.5943066133345,290.5337428915129,290.2556937320176,290.3923809342672,290.7925881880138,291.89273894911474
63,286.9530076442257,286.7555896310045,286.93481731289785,286.856264993062,286.84635790962614,286.9068488003291,288.86564296622277,289.06205985173455,290.579139823039,290.5882948885497,290.51987688871367,290.223292947286,290.51509217956715,290.90723561323347,291.8391738436489
64,287.1047359625675,286.84334655670085,286.9406066779877,286.9476018789015,286.8748522071252,286.84980583560497,288.7119141953378,289.79090274487584,290.5526944622082,290.6724811620967,290.42326581088514,290.34153029752053,290.2200490930331,291.0041350293952,291.80783035490214
65,286.8312990461597,286.9219339723484,286.9075431715033,286.84965291618283,287.00264680584525,286.9018312780026,289.71736288379196,290.39401893360747,290.2571642416805,290.374867281229,290.5103680319688,290.54301023469463,290.35061085295865,291.07629845004755,291.80938259115095
66,286.8886989800283,286.87683233655974,286.9167563942689,286.8956404884546,287.00842859086146,286.8824751518067,289.08291085379454,289.70559923857115,290.4652543273738,290.2381400246411,290.82172855216623,290.3460771969131,290.4496315512752,291.0974607670692,291.90646577896064
67,286.8405657477984,286.95703279543886,287.0461820343123,286.86780794615953,287.0691750895444,286.89201065645335,288.9532238133244,289.6897006599015,290.8602593123206,290.4773650514924,290.57714939213434,290.5447865195725,290.4651549987539,291.06829470866916,292.0103752074975
68,286.8644352279417,287.0218626765068,287.0516129683133,286.94628317487064,287.1250653626079,286.86897270877165,288.9073132491784,289.09177997690875,290.7472306699829,290.5597804850336,290.4698013544302,290.56979285675806,290.45816316264927,291.2169135477054,291.85783340696133
69,286.9916929415558,287.0376305772096,287.0730679196987,286.9679009740165,287.00689853960074,286.9175137433311,289.88477206429417,290.6154975490021,290.36744715664935,290.451175937351,290.818554170136,290.491703551317,290.6274586394888,291.2242141171786,291.89276278684
70,286.96180093140634,287.12123772851936,287.1737521955401,287.08291937549853,287.0046100515752,286.98350968391014,288.9817462340396,289.7357007999719,290.6958781682763,290.67357631290776,290.7270026291865,290.63580681482193,290.7990135210403,291.2077390699855,291.98439840803184
71,286.893990610173,286.94135276753036,287.1122341850215,286.99634745606465,287.05867748775734,287.0806045715247,288.9841920110302,289.77075851314015,290.8449911828523,290.6902354509177,290.40379459384025,290.64578666303606,290.67536429671105,291.42328108455365,291.9757372817217
72,286.96127409747197,287.06145659665805,287.02660853819174,286.9880364668334,287.02717236120117,287.11766853771286,288.14636275286875,289.62798756848457,290.7533254775428,290.5714346967657,290.6552151273821,290.73471107562267,290.94054904374684,291.2331551230802,291.88707198001435
73,287.07396022641143,287.2860747503235,287.08524956158084,286.93775959951904,287.0529960558103,287.2747420168368,289.6708456110457,290.40948768787683,290.77643966690454,290.69701421276983,290.84050243396797,290.8925690869036,290.97457762302327,291.2969920445492,292.0057543400578
74,286.8741584332308,287.2156880805242,287.1402613636183,286.9512022975836,287.0467925728921,287.22817213583545,288.8419340547597,289.79419537534386,290.60325910851975,291.0177697866674,290.63408881105795,290.84700791042974,290.65756886316814,291.5492437724045,292.14006992531057
75,286.9092389433816,286.97334231449764,286.97640172619845,287.1300036022266,287.0867442906401,287.04856551107014,288.96831571517134,289.1153731361721,290.73935748702235,291.10333327048653,290.90010854021006,290.77846644189844,290.8715397292888,291.9266247729981,292.08557856496464
76,287.07421404816824,286.96940318453704,287.0739126718284,287.1412546137693,287.2557317328915,287.2303177802655,288.89644349959616,288.9235121207268,290.7560206064972,290.86055388252544,290.90256870385474,290.85461614194213,290.94172973725875,291.50726614660636,291.94580543456493
77,287.1056069366696,286.9848240145609,287.1938582954504,287.05105147407886,287.1868094876315,287.112813684989,289.4824445393478,290.6069551217078,290.8774619589172,290.96161317012684,290.88551233113316,290.7728618845358,290.90912852219196,291.59532655361176,292.08264836724703
78,287.0610617691589,287.0569144176679,287.1910959543432,287.22244709445266,287.1189069078239,287.01065072352964,288.72081403331185,290.1411491980098,290.985200818376,291.00152131081126,291.0837267202074,291.100277905591,290.70060355533025,291.76625105051033,292.1444074840759
79,286.9887444712948,287.1011288503155,286.9676717430655,287.28650447084925,287.19391593998915,287.16778460329516,287.99269247935405,289.9700388018183,291.0489592399326,291.13141941625776,291.0013201573352,291.1791588666581,290.89208551756803,291.733009735056,292.2642508251334
80,286.86181195517855,287.12777734072955,287.1513252770666,287.0658246736936,287.19825795218634,287.04948234903566,288.976634130537,289.1020250164596,291.0569633976989,291.10666270122505,291.0740217948691,291.2402257144205,291.08458481898873,291.7813535423012,291.9023822172101
81,287.0139691191768,287.05360847403256,287.156577001369,287.181042365035,287.1175588089162,287.06909688325527,288.79641888130544,290.6740083088097,290.8393821934199,291.029914639095,291.11470343559796,291.2817864031827,291.22797187931366,291.8279678343148,292.0131486441036
82,286.8827582906772,287.0269255912712,287.07920616029094,287.14695583193406,286.98304669022355,287.03607017268956,288.696831592048,289.90723345014663,291.02883626391144,290.89151738944594,291.2810115084779,291.18212316929566,291.2625623756167,291.95716365135974,292.20459858377427
83,286.8404635655017,287.14208178223987,286.98412989567305,287.1062507886439,287.2081089132921,287.0538693642565,287.96811417826837,289.7381583820644,291.2462244892559,291.06875534756193,291.2871427914528,291.2825831490636,291.2958812986688,291.93377879781985,292.43979495725824
84,286.927300131951,287.1829356024454,287.10246675266984,287.01969585300793,287.17492213664895,286.9939583752029,288.76976996011496,289.7522962557368,291.17606149843,291.0744469726049,291.2641881069531,291.23238792243706,291.43041445252214,292.08764068114493,292.2121258401982
85,286.9721736024535,287.1021791378597,287.2296521465541,287.10494901822375,287.0303517146812,287.017001614999,287.96022845298376,288.890495292523,291.26325889489345,291.1722592467948,291.2499694450796,291.3724982531157,291.38671963818155,292.0895842975964,292.1438767609048
86,286.9959588238871,287.04723873850327,287.0418243205908,287.13971326287407,287.0530609164244,286.9918041109773,,,,,,,,,291.97287715439995
87,287.0276312963769,287.18966275627014,287.0355120560451,287.2854503249722,286.9942567824545,287.10880509225416,,,,,,,,,291.97504368000136
88,287.0367704394543,287.0792797883521,287.18961022546563,287.26090243805635,287.11310064139053,287.06090805853404,,,,,,,,,292.05116894961554
89,287.026145366219,287.1086468399619,287.20700302254284,287.1467829601301,287.12422933513807,287.1318726392315,,,,,,,,,292.0636429682514
90,287.1326152573783,287.06776635558356,287.11049175633326,287.05925328629695,287.20721697081336,287.09100712474356,,,,,,,,,292.15846034551527
91,286.8557062400931,286.8615375387433,287.161760822842,287.0312187064671,287.2539982018909,287.1539227065775,,,,,,,,,292.2685324716101
92,286.8443333670678,287.1552726983495,287.21956868781723,287.1674401123124,287.243076067399,287.12778500624125,,,,,,,,,292.0286205792986
93,286.8874188661675,287.29876519638276,287.2625666720083,287.11133730417174,287.183789694869,287.15470567673685,,,,,,,,,292.10469855419876
94,286.9446948703813,287.26100644810504,287.11812897361125,287.1642244897966,287.20396723684553,287.17661790756097,,,,,,,,,292.114166200955
95,286.94787629992487,287.12326114240494,287.17742043242896,287.2057085329363,287.039587217579,287.17591932720217,,,,,,,,,292.1729397296046
96,286.8383440941168,287.08386437374446,287.2046938025123,287.28699796139557,287.140002766648,287.1451503410127,,,,,,,,,292.1604519416518
97,286.8922369102781,287.26344843424926,287.28356929069224,287.25618125988615,287.2269645911821,287.2440855308523,,,,,,,,,292.19335627626833
98,286.84262484119085,287.0343341509562,287.4397601273137,287.25667241427647,287.2023554087197,287.25246893179434,,,,,,,,,292.14643892058155
99,286.8335730047083,287.088024608003,287.23061153924914,287.2530252698128,287.16319582323007,287.1490081238175,,,,,,,,,292.2865866081976
100,286.9676422785744,287.12755603300343,287.25488841760546,287.22096190664473,287.09125460564036,287.10149755268395,,,,,,,,,292.08720973325404
101,287.0133537255226,287.1045035121514,287.2580343135927,287.10489323192616,287.1840766764014,287.02015364809506,,,,,,,,,292.08721894834014
102,287.0010876836348,287.23475054607815,287.16362835833246,287.29799765321883,287.24902672870337,287.1092009834736,,,,,,,,,292.35187492119536
103,286.9774890711319,287.36997236743764,287.24903187875384,287.2870605613387,287.09674581650455,287.17405385218893,,,,,,,,,292.3214467096623
104,286.9839572377244,287.2119965858305,287.23067263229814,287.1574175766757,287.1863669460024,287.33985395990135,,,,,,,,,292.37001302489597
105,286.7719609451387,287.17054717943535,287.1711315552083,287.232030725717,287.2593794219468,287.52647565327317,,,,,,,,,292.18377105378335
106,287.01743558695233,287.16154865811376,287.11478301413973,287.33755210054636,287.2555440755826,287.4585523377205,,,,,,,,,292.2862022254902
107,286.86755493855657,287.0927958231617,287.2170157307028,287.2884296888839,287.260871885378,287.26837515277003,,,,,,,,,292.38597887320043
108,286.8903404311695,287.1854251133095,287.24672501882617,287.41420571489266,287.3684894042688,287.3211337741701,,,,,,,,,292.2172146877054
109,286.81309000844163,287.15459016886274,287.24614668162786,287.30230565043166,287.34408486597425,287.260520956609,,,,,,,,,292.0988746370349
110,286.81369923591984,287.31777200333636,287.23348988400306,287.12456947910124,287.17693583774366,287.38086300483127,,,,,,,,,292.2884516073619
111,286.8634398352012,287.37482818444033,287.49595415513676,287.2859230712658,287.1640413353062,287.26508186550495,,,,,,,,,292.23038132246717
112,286.86154416234336,287.2883787261717,287.41940056721904,287.21818486933006,287.0546128362097,287.1842444073454,,,,,,,,,292.2093412327553
113,286.9607057508781,287.1878078657656,287.00008967054146,287.05801958258786,287.0294634326139,287.0469874528109,,,,,,,,,292.3109865516662
114,286.84461237586834,287.19671753594713,287.07109589964443,287.1357042198874,287.00774168474555,287.0457226695101,,,,,,,,,292.493840221466
115,286.7269872018158,287.1564860009075,287.12523595871573,287.24202584693916,287.13844800851706,287.1480623891502,,,,,,,,,292.27233604037554
116,287.07624072340593,287.0522715163976,287.1552963581932,287.1454733496077,287.25141066234784,286.99493285756853,,,,,,,,,292.28050131293617
117,286.91992231475206,287.3058245526146,287.1689462451763,287.2333179043573,287.4656974240552,287.21025750722225,,,,,,,,,292.3601370333557
118,286.98432674921634,287.45179035129553,287.15771889070265,287.3418948164093,287.4604540988245,287.3093227612781,,,,,,,,,292.33304136024464
119,286.99130576163174,287.37278997372937,287.2085881891435,287.2629180441559,287.33400859533583,287.6979553411516,,,,,,,,,292.2610726298115
120,287.0406627073493,287.106762377494,287.280228915681,287.31567553343757,287.30134154101387,287.5224275392804,,,,,,,,,292.2037866616264
121,287.0872724051787,287.17510217194996,287.39206365253307,287.4892764786767,287.34267456512674,287.31079280973984,,,,,,,,,292.06894868696827
122,287.04803286879263,287.1240941992432,287.3341131648505,287.5044081248804,287.29967744258806,287.5359474637012,,,,,,,,,292.1004013353315
123,286.938331924451,287.2624539691656,287.2680437929525,287.3562386744281,287.40572171471973,287.4033001492228,,,,,,,,,292.2589130617771
124,286.91680276182245,287.10514509682423,287.3229502821263,287.3159396879712,287.442903696133,287.04118363825233,,,,,,,,,292.3129468404138
125,287.0219863532631,287.28194378899576,287.4111159651511,287.2067324633651,287.2887307930327,287.35734914917543,,,,,,,,,292.42660354717265
126,286.9588046825335,287.38528153639135,287.4692898552707,287.3590569637236,287.332567408723,287.4245896592425,,,,,,,,,292.3756896768684
127,286.92042378506153,287.1432616341682,287.49360503333656,287.1248678306104,287.3729175221009,287.3457904473196,,,,,,,,,292.2736763476262
128,286.81743948275164,287.38721828455994,287.5379508297065,287.2236929461141,287.54102995731637,287.4941150726591,,,,,,,,,292.1161924762338
129,286.7923006436725,287.312363255044,287.44369458090216,287.4245171597205,287.48574173497065,287.5712990892237,,,,,,,,,292.3528252228487
130,286.78894215839404,287.39286183050154,287.43748817473505,287.32444493545427,287.45179702928425,287.55352087028183,,,,,,,,,292.3715162361537
131,286.7911709875943,287.28818979786627,287.509253011398,287.22056293185256,287.5033472720135,287.3924548314926,,,,,,,,,292.5209487238979
132,286.8382595716905,287.29829857027727,287.563946922492,287.41042192944815,287.3151534536035,287.3050568383391,,,,,,,,,292.36686220457347
133,286.9375513047781,287.3097793268735,287.69230910966695,287.5236954827208,287.30999209522133,287.2847049937496,,,,,,,,,292.2529315453253
134,286.9926936784662,287.36530630921146,287.33394995016175,287.3183772898431,287.53294708059406,287.4484860226894,,,,,,,,,292.4217072515534
135,286.9016941796837,287.40997731426444,287.2734865967093,287.5188637515278,287.6185012295163,287.5714274637076,,,,,,,,,292.54111419525685
