Year	tas_diff
0	0.18267112692148788
1	-0.09657781451181986
2	-0.39349802213772467
3	-0.07152658452797464
4	0.3130824993737258
5	0.34989137612027843
6	-0.0978342619662675
7	-0.18706719222224943
8	0.13635733286730045
9	0.1660623492622069
10	-0.15818217675163412
11	-0.05165483610757424
12	-0.005321914800662103
13	-0.1418093947505291
14	-0.37592382765442534
15	-0.3446230686232704
16	0.2511708315725676
17	0.21824121781405198
18	-0.1996439163038061
19	-0.07685827262694053
20	0.11914907553289505
21	0.10410779831665604
22	-0.033035415815993244
23	0.14536325142786868
24	-0.14439902049341874
25	0.010361414033963137
26	0.2609438350220756
27	0.16323075143661891
28	0.1555581561546531
29	0.08012287678805712
30	-0.13594866467989655
31	-0.19648371533729878
32	-0.2215068249351515
33	0.21706812237368878
34	0.41193493664755865
35	0.10221563220290146
36	-0.04314083362520992
37	0.25861277341938954
38	0.18814530849889102
39	-0.05910516690257605
40	-0.15582551577137949
41	-0.08898946722072543
42	-0.2747969716356791
43	-0.13223592197893197
44	-0.013328443231978689
45	-0.024394289386388684
46	-0.1371139899140144
47	0.002089619250763496
48	0.17099496653027596
49	-0.2892238970401983
50	-0.13101050847208046
51	0.32689676901750864
52	0.28576967320995095
53	0.044441580466683936
54	-0.1319042687156274
55	0.24493796734563011
56	0.3074439397586275
57	0.18765399344683004
58	-0.14137907085659174
59	0.0359940675004049
60	0.20274178416968988
61	0.14218966084683976
62	0.08733569546860301
63	-0.1880303230874373
64	-0.3580993264851978
65	0.05585848118059545
66	0.15539175866247315
67	0.2317669139188125
68	0.031004951741747305
69	0.06632941251674143
70	0.096456503848719
71	-0.21660026658588002
72	0.09292737061275992
73	0.2856860305133041
74	0.3232358544386797
75	-0.0018872329458656245
76	-0.18495195665527864
77	0.1916223630981872
78	0.31409324154163704
79	0.032423700368222674
80	-0.1765690301330697
81	0.04364626462761925
82	0.28388308121700934
83	0.0012538581015635875
84	-0.23978718949371713
85	0.17939371482268385
86	0.43962881774811435
87	0.034464897116369214
88	-0.16823691381650896
89	0.12733664529538996
90	0.21759436314088387
91	0.02342586938353547
92	0.13565753187436097
93	-0.111033182019244
94	-0.3355145492892333
95	0.05160309253152014
96	0.3095714048310686
97	0.33382452958706843
98	-0.22746233915068217
99	-0.28580582166848334
100	0.038796332623761906
101	0.12697595851466717
102	0.10129395890157704
103	0.35135372250362606
104	0.2514864482873419
105	-0.23922254489471612
106	-0.24944196837502414
107	0.1108262070286575
108	0.3087441702015614
109	0.07053522769469323
110	-0.2975683932674115
111	-0.1728320930641839
112	0.2109710871766301
113	0.05202953389914278
114	-0.18901450319095942
115	-0.17940819087577584
116	0.1593403764375566
117	0.06433152873545482
118	-0.31821794818711613
119	-0.2248236746385986
120	-0.06296462656904757
121	0.05127523367707297
122	-0.09390919906626782
123	0.0778046191187997
124	0.25565974018836574
125	-0.25542587826230934
126	-0.3687612493891489
127	-0.17120342109145453
128	0.22739473929486265
129	0.01853187778639226
130	-0.20534856462548806
131	-0.08775833151093482
132	-0.009292757155299425
133	0.12616081208695293
134	0.09050493231143425
135	0.016722050231997188
136	-0.3600781710281397
137	-0.46105247071960687
138	0.07538379261352379
139	0.21879424709720985
140	-0.23056612162567836
141	-0.3720308592334271
142	0.007443701884510087
143	0.015545824081177329
144	-0.016190431868999544
145	-0.26757827711832227
146	-0.21195400978750328
147	0.30202434279182144
148	0.20772044652419136
149	-0.21226739517313387
150	-0.1912716645246857
151	-0.3524780021216485
152	0.09448576495413552
153	0.31899085604734145
154	-0.08962281354940116
155	-0.29740465998731946
156	0.08323737791773378
157	0.0946222388357707
158	-0.4289054063650719
159	-0.28965086259550077
160	0.13905564175943008
161	0.04981094876166481
162	-0.17390802662391336
163	0.12537566937056233
164	0.3236095607445495
165	-0.019310400295421304
166	-0.14405106352713115
167	-0.07591644697402267
168	0.1843737461314512
169	-0.02257781961160954
170	-0.4169974528512236
171	-0.24009389711607043
172	0.22268329089291417
173	0.2789188233359219
174	-0.1422450815499734
175	-0.2595834355867839
176	-0.13587200039868952
177	-0.06385285791959205
178	-0.16057758085521545
179	-0.3075307048298985
180	-0.33140205855870897
181	0.07290152484699064
182	0.04589922532795443
183	-0.04436558055064199
184	-0.3670557856109493
185	-0.09081030505815879
186	0.1492303052048869
187	-0.10817691830684462
188	-0.3077026936913314
189	-0.08127935859283064
190	-0.1552770254030742
191	-0.38603975216482733
192	-0.49804621813809935
193	0.003079563844376798
194	-0.07521047409737958
195	-0.3882694549439909
196	-0.15318617015892277
197	0.14080800530681703
198	-0.2050258923167665
199	-0.36532645632355343
200	-0.11879275314481341
201	-0.27769155571916593
202	-0.3811081083067789
203	-0.26429131208811407
204	-0.20844025343944939
205	-0.3999168721502562
206	-0.5188000923149025
207	-0.5375470917803906
208	-0.19418049953073302
209	-0.2827961802986656
210	-0.43601418008491954
211	-0.2560631440773653
212	-0.5147404533802082
213	-0.4380846585434419
214	-0.08122261291097121
215	-0.10803790340649533
216	-0.28348942513258013
217	-0.26080616251184185
218	-0.5184659672061751
219	-0.03534592627290678
220	-0.20967544333842003
221	-0.42647881704351587
222	-0.1369396686561255
223	-0.2067842678392604
224	-0.39125380770489526
225	-0.27901961875204284
226	-0.19354649234963084
227	-0.42230631722889944
228	-0.451865164827848
229	-0.21918233781079088
230	-0.47330293005648016
231	-0.5272536472561971
232	-0.24261602215066258
233	-0.285716135744265
234	-0.42946100385234365
235	-0.05382027947488899
236	-0.18840541279232648
237	-0.5217880275658766
238	-0.3700159696402108
239	-0.05047100580736963
240	-0.28363293900726916
