,model,exp,member,calendar
0,GISS-E2-1-H,1pctCO2,r1i1p1f1,noleap
1,GISS-E2-1-H,abrupt-2xCO2,r1i1p1f1,noleap
2,GISS-E2-1-H,abrupt-2xCO2,r1i1p5f1,365_day
3,GISS-E2-1-H,abrupt-4xCO2,r1i1p1f1,noleap
4,GISS-E2-1-H,abrupt-4xCO2,r1i1p3f1,noleap
5,GISS-E2-1-H,abrupt-4xCO2,r1i1p5f1,noleap
6,GISS-E2-1-H,historical,r10i1p1f1,noleap
7,GISS-E2-1-H,historical,r1i1p1f1,noleap
8,GISS-E2-1-H,historical,r1i1p1f2,noleap
9,GISS-E2-1-H,historical,r1i1p3f1,noleap
10,GISS-E2-1-H,historical,r1i1p5f1,noleap
11,GISS-E2-1-H,historical,r2i1p1f1,noleap
12,GISS-E2-1-H,historical,r2i1p1f2,noleap
13,GISS-E2-1-H,historical,r2i1p3f1,noleap
14,GISS-E2-1-H,historical,r2i1p5f1,noleap
15,GISS-E2-1-H,historical,r3i1p1f1,noleap
16,GISS-E2-1-H,historical,r3i1p1f2,noleap
17,GISS-E2-1-H,historical,r3i1p3f1,noleap
18,GISS-E2-1-H,historical,r3i1p5f1,noleap
19,GISS-E2-1-H,historical,r4i1p1f1,noleap
20,GISS-E2-1-H,historical,r4i1p1f2,noleap
21,GISS-E2-1-H,historical,r4i1p3f1,noleap
22,GISS-E2-1-H,historical,r4i1p5f1,noleap
23,GISS-E2-1-H,historical,r5i1p1f1,noleap
24,GISS-E2-1-H,historical,r5i1p1f2,noleap
25,GISS-E2-1-H,historical,r5i1p3f1,noleap
26,GISS-E2-1-H,historical,r5i1p5f1,noleap
27,GISS-E2-1-H,historical,r6i1p1f1,noleap
28,GISS-E2-1-H,historical,r7i1p1f1,noleap
29,GISS-E2-1-H,historical,r8i1p1f1,noleap
30,GISS-E2-1-H,historical,r9i1p1f1,noleap
31,GISS-E2-1-H,piControl,r1i1p1f1,noleap
32,GISS-E2-1-H,piControl,r1i1p1f2,365_day
33,GISS-E2-1-H,piControl,r1i1p3f1,noleap
34,GISS-E2-1-H,ssp119,r1i1p1f2,365_day
35,GISS-E2-1-H,ssp119,r1i1p3f1,365_day
36,GISS-E2-1-H,ssp126,r1i1p1f2,noleap
37,GISS-E2-1-H,ssp126,r2i1p1f2,noleap
38,GISS-E2-1-H,ssp126,r3i1p1f2,noleap
39,GISS-E2-1-H,ssp126,r4i1p1f2,noleap
40,GISS-E2-1-H,ssp126,r5i1p1f2,noleap
41,GISS-E2-1-H,ssp245,r1i1p1f2,noleap
42,GISS-E2-1-H,ssp245,r1i1p3f1,365_day
43,GISS-E2-1-H,ssp245,r2i1p1f2,noleap
44,GISS-E2-1-H,ssp245,r2i1p3f1,365_day
45,GISS-E2-1-H,ssp245,r3i1p1f2,noleap
46,GISS-E2-1-H,ssp245,r3i1p3f1,365_day
47,GISS-E2-1-H,ssp245,r4i1p1f2,noleap
48,GISS-E2-1-H,ssp245,r4i1p3f1,365_day
49,GISS-E2-1-H,ssp245,r5i1p1f2,noleap
50,GISS-E2-1-H,ssp245,r5i1p3f1,365_day
51,GISS-E2-1-H,ssp370,r1i1p1f2,noleap
52,GISS-E2-1-H,ssp370,r1i1p3f1,365_day
53,GISS-E2-1-H,ssp370,r2i1p1f2,noleap
54,GISS-E2-1-H,ssp370,r3i1p1f2,noleap
55,GISS-E2-1-H,ssp370,r4i1p1f2,noleap
56,GISS-E2-1-H,ssp370,r5i1p1f2,noleap
57,GISS-E2-1-H,ssp585,r1i1p1f2,365_day
58,GISS-E2-1-H,ssp585,r2i1p1f2,365_day
59,GISS-E2-1-H,ssp585,r3i1p1f2,365_day
60,GISS-E2-1-H,ssp585,r4i1p1f2,365_day
61,GISS-E2-1-H,ssp585,r5i1p1f2,365_day
