,model,exp,member,calendar
0,CESM2-WACCM,1pctCO2,r1i1p1f1,noleap
1,CESM2-WACCM,abrupt-4xCO2,r1i1p1f1,noleap
2,CESM2-WACCM,historical,r1i1p1f1,noleap
3,CESM2-WACCM,historical,r2i1p1f1,noleap
4,CESM2-WACCM,historical,r3i1p1f1,noleap
5,CESM2-WACCM,piClim-control,r1i2p1f1,noleap
6,CESM2-WACCM,piControl,r1i1p1f1,noleap
7,CESM2-WACCM,ssp126,r1i1p1f1,noleap
8,CESM2-WACCM,ssp245,r1i1p1f1,noleap
9,CESM2-WACCM,ssp245,r2i1p1f1,noleap
10,CESM2-WACCM,ssp245,r3i1p1f1,noleap
11,CESM2-WACCM,ssp245,r4i1p1f1,noleap
12,CESM2-WACCM,ssp245,r5i1p1f1,noleap
13,CESM2-WACCM,ssp370,r1i1p1f1,noleap
14,CESM2-WACCM,ssp370,r2i1p1f1,noleap
15,CESM2-WACCM,ssp370,r3i1p1f1,noleap
16,CESM2-WACCM,ssp585,r1i1p1f1,noleap
17,CESM2-WACCM,ssp585,r2i1p1f1,noleap
18,CESM2-WACCM,ssp585,r3i1p1f1,noleap
19,CESM2-WACCM,ssp585,r4i1p1f1,noleap
20,CESM2-WACCM,ssp585,r5i1p1f1,noleap
