,model,exp,member,calendar
0,BCC-CSM2-MR,1pctCO2,r1i1p1f1,365_day
1,BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,365_day
2,BCC-CSM2-MR,hist-GHG,r1i1p1f1,365_day
3,BCC-CSM2-MR,hist-GHG,r2i1p1f1,365_day
4,BCC-CSM2-MR,hist-GHG,r3i1p1f1,365_day
5,BCC-CSM2-MR,hist-aer,r1i1p1f1,365_day
6,BCC-CSM2-MR,hist-aer,r2i1p1f1,365_day
7,BCC-CSM2-MR,hist-aer,r3i1p1f1,365_day
8,BCC-CSM2-MR,hist-nat,r1i1p1f1,noleap
9,BCC-CSM2-MR,hist-nat,r2i1p1f1,noleap
10,BCC-CSM2-MR,hist-nat,r3i1p1f1,noleap
11,BCC-CSM2-MR,historical,r1i1p1f1,365_day
12,BCC-CSM2-MR,historical,r2i1p1f1,365_day
13,BCC-CSM2-MR,historical,r3i1p1f1,365_day
14,BCC-CSM2-MR,piControl,r1i1p1f1,365_day
15,BCC-CSM2-MR,ssp126,r1i1p1f1,noleap
16,BCC-CSM2-MR,ssp245,r1i1p1f1,365_day
17,BCC-CSM2-MR,ssp370,r1i1p1f1,noleap
18,BCC-CSM2-MR,ssp585,r1i1p1f1,365_day
