 model exp member calendar
0 IPSL-CM6A-LR piClim-control r1i1p1f1 noleap
1 IPSL-CM6A-LR piClim-control r2i1p1f1 noleap
2 IPSL-CM6A-LR piClim-control r3i1p1f1 noleap
3 IPSL-CM6A-LR piClim-control r4i1p1f1 noleap
4 IPSL-CM6A-LR piClim-control r5i1p1f1 noleap
5 IPSL-CM6A-LR ssp585 r14i1p1f1 gregorian
6 IPSL-CM6A-LR ssp585 r1i1p1f1 gregorian
7 IPSL-CM6A-LR ssp585 r2i1p1f1 gregorian
8 IPSL-CM6A-LR ssp585 r3i1p1f1 gregorian
9 IPSL-CM6A-LR ssp585 r4i1p1f1 gregorian
10 IPSL-CM6A-LR ssp585 r6i1p1f1 gregorian
11 IPSL-CM6A-LR abrupt-2xCO2 r1i1p1f1 gregorian
12 IPSL-CM6A-LR abrupt-0p5xCO2 r1i1p1f1 gregorian
13 IPSL-CM6A-LR piControl r1i1p1f1 gregorian
14 IPSL-CM6A-LR piControl r1i2p1f1 proleptic_gregorian
15 IPSL-CM6A-LR abrupt-4xCO2 r10i1p1f1 gregorian
16 IPSL-CM6A-LR abrupt-4xCO2 r11i1p1f1 gregorian
17 IPSL-CM6A-LR abrupt-4xCO2 r12i1p1f1 gregorian
18 IPSL-CM6A-LR abrupt-4xCO2 r1i1p1f1 gregorian
19 IPSL-CM6A-LR abrupt-4xCO2 r2i1p1f1 gregorian
20 IPSL-CM6A-LR abrupt-4xCO2 r3i1p1f1 gregorian
21 IPSL-CM6A-LR abrupt-4xCO2 r4i1p1f1 gregorian
22 IPSL-CM6A-LR abrupt-4xCO2 r5i1p1f1 gregorian
23 IPSL-CM6A-LR abrupt-4xCO2 r6i1p1f1 gregorian
24 IPSL-CM6A-LR abrupt-4xCO2 r7i1p1f1 gregorian
25 IPSL-CM6A-LR abrupt-4xCO2 r8i1p1f1 gregorian
26 IPSL-CM6A-LR abrupt-4xCO2 r9i1p1f1 gregorian
27 IPSL-CM6A-LR ssp245 r10i1p1f1 gregorian
28 IPSL-CM6A-LR ssp245 r11i1p1f1 gregorian
29 IPSL-CM6A-LR ssp245 r14i1p1f1 gregorian
30 IPSL-CM6A-LR ssp245 r1i1p1f1 gregorian
31 IPSL-CM6A-LR ssp245 r22i1p1f1 gregorian
32 IPSL-CM6A-LR ssp245 r25i1p1f1 gregorian
33 IPSL-CM6A-LR ssp245 r2i1p1f1 gregorian
