 model exp member calendar
34 IPSL-CM6A-LR ssp245 r3i1p1f1 gregorian
35 IPSL-CM6A-LR ssp245 r4i1p1f1 gregorian
36 IPSL-CM6A-LR ssp245 r5i1p1f1 gregorian
37 IPSL-CM6A-LR ssp245 r6i1p1f1 gregorian
38 IPSL-CM6A-LR historical r10i1p1f1 gregorian
39 IPSL-CM6A-LR historical r11i1p1f1 gregorian
40 IPSL-CM6A-LR historical r12i1p1f1 gregorian
41 IPSL-CM6A-LR historical r13i1p1f1 gregorian
42 IPSL-CM6A-LR historical r14i1p1f1 gregorian
43 IPSL-CM6A-LR historical r15i1p1f1 gregorian
44 IPSL-CM6A-LR historical r16i1p1f1 gregorian
45 IPSL-CM6A-LR historical r17i1p1f1 gregorian
46 IPSL-CM6A-LR historical r18i1p1f1 gregorian
47 IPSL-CM6A-LR historical r19i1p1f1 gregorian
48 IPSL-CM6A-LR historical r1i1p1f1 gregorian
49 IPSL-CM6A-LR historical r20i1p1f1 gregorian
50 IPSL-CM6A-LR historical r21i1p1f1 gregorian
51 IPSL-CM6A-LR historical r22i1p1f1 gregorian
52 IPSL-CM6A-LR historical r23i1p1f1 gregorian
53 IPSL-CM6A-LR historical r24i1p1f1 gregorian
54 IPSL-CM6A-LR historical r25i1p1f1 gregorian
55 IPSL-CM6A-LR historical r26i1p1f1 gregorian
56 IPSL-CM6A-LR historical r27i1p1f1 gregorian
57 IPSL-CM6A-LR historical r28i1p1f1 gregorian
58 IPSL-CM6A-LR historical r29i1p1f1 gregorian
59 IPSL-CM6A-LR historical r2i1p1f1 gregorian
60 IPSL-CM6A-LR historical r30i1p1f1 gregorian
61 IPSL-CM6A-LR historical r31i1p1f1 gregorian
62 IPSL-CM6A-LR historical r32i1p1f1 gregorian
63 IPSL-CM6A-LR historical r3i1p1f1 gregorian
64 IPSL-CM6A-LR historical r4i1p1f1 gregorian
65 IPSL-CM6A-LR historical r5i1p1f1 gregorian
66 IPSL-CM6A-LR historical r6i1p1f1 gregorian
67 IPSL-CM6A-LR historical r7i1p1f1 gregorian
68 IPSL-CM6A-LR historical r8i1p1f1 gregorian
69 IPSL-CM6A-LR historical r9i1p1f1 gregorian
70 IPSL-CM6A-LR piClim-4xCO2 r1i1p1f1 noleap
71 IPSL-CM6A-LR piClim-4xCO2 r2i1p1f1 noleap
72 IPSL-CM6A-LR piClim-4xCO2 r3i1p1f1 noleap
73 IPSL-CM6A-LR piClim-4xCO2 r4i1p1f1 noleap
74 IPSL-CM6A-LR piClim-4xCO2 r5i1p1f1 noleap
75 IPSL-CM6A-LR piClim-histall r1i1p1f1 gregorian
76 IPSL-CM6A-LR piClim-histall r2i1p1f1 gregorian
77 IPSL-CM6A-LR piClim-histall r3i1p1f1 gregorian
78 IPSL-CM6A-LR ssp370 r10i1p1f1 gregorian
79 IPSL-CM6A-LR ssp370 r14i1p1f1 gregorian
80 IPSL-CM6A-LR ssp370 r1i1p1f1 gregorian
81 IPSL-CM6A-LR ssp370 r2i1p1f1 gregorian
82 IPSL-CM6A-LR ssp370 r3i1p1f1 gregorian
83 IPSL-CM6A-LR ssp370 r4i1p1f1 gregorian
84 IPSL-CM6A-LR ssp370 r5i1p1f1 gregorian
85 IPSL-CM6A-LR ssp370 r6i1p1f1 gregorian
86 IPSL-CM6A-LR ssp370 r7i1p1f1 gregorian
87 IPSL-CM6A-LR ssp370 r8i1p1f1 gregorian
88 IPSL-CM6A-LR ssp370 r9i1p1f1 gregorian
89 IPSL-CM6A-LR ssp126 r14i1p1f1 gregorian
90 IPSL-CM6A-LR ssp126 r1i1p1f1 gregorian
91 IPSL-CM6A-LR ssp126 r2i1p1f1 gregorian
92 IPSL-CM6A-LR ssp126 r3i1p1f1 gregorian
93 IPSL-CM6A-LR ssp126 r4i1p1f1 gregorian
94 IPSL-CM6A-LR ssp126 r6i1p1f1 gregorian
