 model exp member calendar
0 CNRM-CM6-1 piClim-control r1i1p1f2 gregorian
1 CNRM-CM6-1 ssp585 r1i1p1f2 gregorian
2 CNRM-CM6-1 ssp585 r2i1p1f2 gregorian
3 CNRM-CM6-1 ssp585 r3i1p1f2 gregorian
4 CNRM-CM6-1 ssp585 r4i1p1f2 gregorian
5 CNRM-CM6-1 ssp585 r5i1p1f2 gregorian
6 CNRM-CM6-1 ssp585 r6i1p1f2 gregorian
7 CNRM-CM6-1 abrupt-2xCO2 r1i1p1f2 gregorian
8 CNRM-CM6-1 abrupt-0p5xCO2 r1i1p1f2 gregorian
9 CNRM-CM6-1 piControl r1i1p1f2 gregorian
10 CNRM-CM6-1 abrupt-4xCO2 r1i1p1f2 gregorian
11 CNRM-CM6-1 abrupt-4xCO2 r2i1p1f2 gregorian
12 CNRM-CM6-1 abrupt-4xCO2 r3i1p1f2 gregorian
13 CNRM-CM6-1 abrupt-4xCO2 r4i1p1f2 gregorian
14 CNRM-CM6-1 abrupt-4xCO2 r5i1p1f2 gregorian
15 CNRM-CM6-1 abrupt-4xCO2 r6i1p1f2 gregorian
16 CNRM-CM6-1 ssp245 r10i1p1f2 gregorian
17 CNRM-CM6-1 ssp245 r1i1p1f2 gregorian
18 CNRM-CM6-1 ssp245 r2i1p1f2 gregorian
19 CNRM-CM6-1 ssp245 r3i1p1f2 gregorian
20 CNRM-CM6-1 ssp245 r4i1p1f2 gregorian
21 CNRM-CM6-1 ssp245 r5i1p1f2 gregorian
22 CNRM-CM6-1 ssp245 r6i1p1f2 gregorian
23 CNRM-CM6-1 ssp245 r7i1p1f2 gregorian
24 CNRM-CM6-1 ssp245 r8i1p1f2 gregorian
25 CNRM-CM6-1 ssp245 r9i1p1f2 gregorian
26 CNRM-CM6-1 historical r10i1p1f2 gregorian
27 CNRM-CM6-1 historical r11i1p1f2 gregorian
28 CNRM-CM6-1 historical r12i1p1f2 gregorian
29 CNRM-CM6-1 historical r13i1p1f2 gregorian
30 CNRM-CM6-1 historical r14i1p1f2 gregorian
31 CNRM-CM6-1 historical r15i1p1f2 gregorian
32 CNRM-CM6-1 historical r16i1p1f2 gregorian
33 CNRM-CM6-1 historical r17i1p1f2 gregorian
34 CNRM-CM6-1 historical r18i1p1f2 gregorian
35 CNRM-CM6-1 historical r19i1p1f2 gregorian
36 CNRM-CM6-1 historical r1i1p1f2 gregorian
37 CNRM-CM6-1 historical r20i1p1f2 gregorian
38 CNRM-CM6-1 historical r21i1p1f2 gregorian
39 CNRM-CM6-1 historical r22i1p1f2 gregorian
40 CNRM-CM6-1 historical r23i1p1f2 gregorian
41 CNRM-CM6-1 historical r24i1p1f2 gregorian
42 CNRM-CM6-1 historical r25i1p1f2 gregorian
43 CNRM-CM6-1 historical r26i1p1f2 gregorian
44 CNRM-CM6-1 historical r27i1p1f2 gregorian
45 CNRM-CM6-1 historical r28i1p1f2 gregorian
46 CNRM-CM6-1 historical r29i1p1f2 gregorian
47 CNRM-CM6-1 historical r2i1p1f2 gregorian
48 CNRM-CM6-1 historical r30i1p1f2 gregorian
49 CNRM-CM6-1 historical r3i1p1f2 gregorian
50 CNRM-CM6-1 historical r4i1p1f2 gregorian
51 CNRM-CM6-1 historical r5i1p1f2 gregorian
52 CNRM-CM6-1 historical r6i1p1f2 gregorian
53 CNRM-CM6-1 historical r7i1p1f2 gregorian
54 CNRM-CM6-1 historical r8i1p1f2 gregorian
55 CNRM-CM6-1 historical r9i1p1f2 gregorian
56 CNRM-CM6-1 piClim-4xCO2 r1i1p1f2 gregorian
57 CNRM-CM6-1 ssp370 r1i1p1f2 gregorian
58 CNRM-CM6-1 ssp370 r2i1p1f2 gregorian
59 CNRM-CM6-1 ssp370 r3i1p1f2 gregorian
60 CNRM-CM6-1 ssp370 r4i1p1f2 gregorian
61 CNRM-CM6-1 ssp370 r5i1p1f2 gregorian
62 CNRM-CM6-1 ssp370 r6i1p1f2 gregorian
63 CNRM-CM6-1 ssp126 r1i1p1f2 gregorian
64 CNRM-CM6-1 ssp126 r2i1p1f2 gregorian
65 CNRM-CM6-1 ssp126 r3i1p1f2 gregorian
66 CNRM-CM6-1 ssp126 r4i1p1f2 gregorian
67 CNRM-CM6-1 ssp126 r5i1p1f2 gregorian
68 CNRM-CM6-1 ssp126 r6i1p1f2 gregorian
