,model,exp,member,calendar
0,EC-Earth3,1pctCO2,r3i1p1f1,proleptic_gregorian
1,EC-Earth3,abrupt-4xCO2,r3i1p1f1,proleptic_gregorian
2,EC-Earth3,abrupt-4xCO2,r8i1p1f1,proleptic_gregorian
3,EC-Earth3,historical,r101i1p1f1,proleptic_gregorian
4,EC-Earth3,historical,r102i1p1f1,proleptic_gregorian
5,EC-Earth3,historical,r103i1p1f1,proleptic_gregorian
6,EC-Earth3,historical,r104i1p1f1,proleptic_gregorian
7,EC-Earth3,historical,r105i1p1f1,proleptic_gregorian
8,EC-Earth3,historical,r106i1p1f1,proleptic_gregorian
9,EC-Earth3,historical,r107i1p1f1,proleptic_gregorian
10,EC-Earth3,historical,r108i1p1f1,proleptic_gregorian
11,EC-Earth3,historical,r109i1p1f1,proleptic_gregorian
12,EC-Earth3,historical,r10i1p1f1,gregorian
13,EC-Earth3,historical,r110i1p1f1,proleptic_gregorian
14,EC-Earth3,historical,r111i1p1f1,proleptic_gregorian
15,EC-Earth3,historical,r112i1p1f1,proleptic_gregorian
16,EC-Earth3,historical,r113i1p1f1,proleptic_gregorian
17,EC-Earth3,historical,r114i1p1f1,proleptic_gregorian
18,EC-Earth3,historical,r115i1p1f1,proleptic_gregorian
19,EC-Earth3,historical,r116i1p1f1,proleptic_gregorian
20,EC-Earth3,historical,r117i1p1f1,proleptic_gregorian
21,EC-Earth3,historical,r118i1p1f1,proleptic_gregorian
22,EC-Earth3,historical,r119i1p1f1,proleptic_gregorian
23,EC-Earth3,historical,r11i1p1f1,proleptic_gregorian
24,EC-Earth3,historical,r120i1p1f1,proleptic_gregorian
25,EC-Earth3,historical,r121i1p1f1,proleptic_gregorian
26,EC-Earth3,historical,r122i1p1f1,proleptic_gregorian
27,EC-Earth3,historical,r123i1p1f1,proleptic_gregorian
28,EC-Earth3,historical,r124i1p1f1,proleptic_gregorian
29,EC-Earth3,historical,r125i1p1f1,proleptic_gregorian
30,EC-Earth3,historical,r126i1p1f1,proleptic_gregorian
31,EC-Earth3,historical,r127i1p1f1,proleptic_gregorian
32,EC-Earth3,historical,r128i1p1f1,proleptic_gregorian
33,EC-Earth3,historical,r129i1p1f1,proleptic_gregorian
34,EC-Earth3,historical,r12i1p1f1,gregorian
35,EC-Earth3,historical,r130i1p1f1,proleptic_gregorian
36,EC-Earth3,historical,r131i1p1f1,proleptic_gregorian
37,EC-Earth3,historical,r132i1p1f1,proleptic_gregorian
38,EC-Earth3,historical,r133i1p1f1,proleptic_gregorian
39,EC-Earth3,historical,r134i1p1f1,proleptic_gregorian
40,EC-Earth3,historical,r135i1p1f1,proleptic_gregorian
41,EC-Earth3,historical,r136i1p1f1,proleptic_gregorian
42,EC-Earth3,historical,r137i1p1f1,proleptic_gregorian
43,EC-Earth3,historical,r138i1p1f1,proleptic_gregorian
44,EC-Earth3,historical,r139i1p1f1,proleptic_gregorian
45,EC-Earth3,historical,r13i1p1f1,proleptic_gregorian
46,EC-Earth3,historical,r140i1p1f1,proleptic_gregorian
47,EC-Earth3,historical,r141i1p1f1,proleptic_gregorian
48,EC-Earth3,historical,r142i1p1f1,proleptic_gregorian
49,EC-Earth3,historical,r143i1p1f1,proleptic_gregorian
50,EC-Earth3,historical,r144i1p1f1,proleptic_gregorian
51,EC-Earth3,historical,r145i1p1f1,proleptic_gregorian
52,EC-Earth3,historical,r146i1p1f1,proleptic_gregorian
53,EC-Earth3,historical,r147i1p1f1,proleptic_gregorian
54,EC-Earth3,historical,r148i1p1f1,proleptic_gregorian
55,EC-Earth3,historical,r149i1p1f1,proleptic_gregorian
56,EC-Earth3,historical,r14i1p1f1,gregorian
57,EC-Earth3,historical,r150i1p1f1,proleptic_gregorian
58,EC-Earth3,historical,r15i1p1f1,proleptic_gregorian
59,EC-Earth3,historical,r16i1p1f1,gregorian
60,EC-Earth3,historical,r17i1p1f1,gregorian
61,EC-Earth3,historical,r18i1p1f1,gregorian
62,EC-Earth3,historical,r19i1p1f1,gregorian
63,EC-Earth3,historical,r1i1p1f1,proleptic_gregorian
64,EC-Earth3,historical,r20i1p1f1,gregorian
65,EC-Earth3,historical,r21i1p1f1,gregorian
66,EC-Earth3,historical,r22i1p1f1,gregorian
67,EC-Earth3,historical,r23i1p1f1,gregorian
68,EC-Earth3,historical,r24i1p1f1,gregorian
69,EC-Earth3,historical,r25i1p1f1,gregorian
70,EC-Earth3,historical,r2i1p1f1,gregorian
71,EC-Earth3,historical,r4i1p1f1,proleptic_gregorian
72,EC-Earth3,historical,r6i1p1f1,proleptic_gregorian
73,EC-Earth3,historical,r7i1p1f1,gregorian
74,EC-Earth3,historical,r9i1p1f1,proleptic_gregorian
75,EC-Earth3,piClim-4xCO2,r1i1p1f1,proleptic_gregorian
76,EC-Earth3,piClim-control,r1i1p1f1,proleptic_gregorian
77,EC-Earth3,piClim-control,r2i1p1f1,proleptic_gregorian
78,EC-Earth3,piClim-histall,r2i1p1f1,proleptic_gregorian
79,EC-Earth3,piControl,r1i1p1f1,proleptic_gregorian
80,EC-Earth3,piControl,r2i1p1f1,gregorian
81,EC-Earth3,ssp119,r101i1p1f1,proleptic_gregorian
82,EC-Earth3,ssp119,r102i1p1f1,proleptic_gregorian
83,EC-Earth3,ssp119,r103i1p1f1,proleptic_gregorian
84,EC-Earth3,ssp119,r104i1p1f1,proleptic_gregorian
85,EC-Earth3,ssp119,r105i1p1f1,proleptic_gregorian
86,EC-Earth3,ssp119,r106i1p1f1,proleptic_gregorian
87,EC-Earth3,ssp119,r107i1p1f1,proleptic_gregorian
88,EC-Earth3,ssp119,r108i1p1f1,proleptic_gregorian
89,EC-Earth3,ssp119,r109i1p1f1,proleptic_gregorian
90,EC-Earth3,ssp119,r110i1p1f1,proleptic_gregorian
91,EC-Earth3,ssp119,r111i1p1f1,proleptic_gregorian
92,EC-Earth3,ssp119,r112i1p1f1,proleptic_gregorian
93,EC-Earth3,ssp119,r113i1p1f1,proleptic_gregorian
94,EC-Earth3,ssp119,r114i1p1f1,proleptic_gregorian
95,EC-Earth3,ssp119,r115i1p1f1,proleptic_gregorian
96,EC-Earth3,ssp119,r116i1p1f1,proleptic_gregorian
97,EC-Earth3,ssp119,r117i1p1f1,proleptic_gregorian
98,EC-Earth3,ssp119,r118i1p1f1,proleptic_gregorian
99,EC-Earth3,ssp119,r119i1p1f1,proleptic_gregorian
100,EC-Earth3,ssp119,r120i1p1f1,proleptic_gregorian
101,EC-Earth3,ssp119,r121i1p1f1,proleptic_gregorian
102,EC-Earth3,ssp119,r122i1p1f1,proleptic_gregorian
103,EC-Earth3,ssp119,r123i1p1f1,proleptic_gregorian
104,EC-Earth3,ssp119,r124i1p1f1,proleptic_gregorian
105,EC-Earth3,ssp119,r125i1p1f1,proleptic_gregorian
106,EC-Earth3,ssp119,r126i1p1f1,proleptic_gregorian
107,EC-Earth3,ssp119,r127i1p1f1,proleptic_gregorian
108,EC-Earth3,ssp119,r128i1p1f1,proleptic_gregorian
109,EC-Earth3,ssp119,r129i1p1f1,proleptic_gregorian
110,EC-Earth3,ssp119,r130i1p1f1,proleptic_gregorian
111,EC-Earth3,ssp119,r131i1p1f1,proleptic_gregorian
112,EC-Earth3,ssp119,r132i1p1f1,proleptic_gregorian
113,EC-Earth3,ssp119,r133i1p1f1,proleptic_gregorian
114,EC-Earth3,ssp119,r134i1p1f1,proleptic_gregorian
115,EC-Earth3,ssp119,r135i1p1f1,proleptic_gregorian
116,EC-Earth3,ssp119,r136i1p1f1,proleptic_gregorian
117,EC-Earth3,ssp119,r137i1p1f1,proleptic_gregorian
118,EC-Earth3,ssp119,r138i1p1f1,proleptic_gregorian
119,EC-Earth3,ssp119,r139i1p1f1,proleptic_gregorian
120,EC-Earth3,ssp119,r140i1p1f1,proleptic_gregorian
121,EC-Earth3,ssp119,r141i1p1f1,proleptic_gregorian
122,EC-Earth3,ssp119,r142i1p1f1,proleptic_gregorian
123,EC-Earth3,ssp119,r143i1p1f1,proleptic_gregorian
124,EC-Earth3,ssp119,r144i1p1f1,proleptic_gregorian
125,EC-Earth3,ssp119,r145i1p1f1,proleptic_gregorian
126,EC-Earth3,ssp119,r146i1p1f1,proleptic_gregorian
127,EC-Earth3,ssp119,r147i1p1f1,proleptic_gregorian
128,EC-Earth3,ssp119,r148i1p1f1,proleptic_gregorian
129,EC-Earth3,ssp119,r149i1p1f1,proleptic_gregorian
130,EC-Earth3,ssp119,r150i1p1f1,proleptic_gregorian
131,EC-Earth3,ssp119,r4i1p1f1,proleptic_gregorian
132,EC-Earth3,ssp126,r101i1p1f1,proleptic_gregorian
133,EC-Earth3,ssp126,r102i1p1f1,proleptic_gregorian
134,EC-Earth3,ssp126,r103i1p1f1,proleptic_gregorian
135,EC-Earth3,ssp126,r104i1p1f1,proleptic_gregorian
136,EC-Earth3,ssp126,r105i1p1f1,proleptic_gregorian
137,EC-Earth3,ssp126,r106i1p1f1,proleptic_gregorian
138,EC-Earth3,ssp126,r107i1p1f1,proleptic_gregorian
139,EC-Earth3,ssp126,r108i1p1f1,proleptic_gregorian
140,EC-Earth3,ssp126,r109i1p1f1,proleptic_gregorian
141,EC-Earth3,ssp126,r110i1p1f1,proleptic_gregorian
142,EC-Earth3,ssp126,r111i1p1f1,proleptic_gregorian
143,EC-Earth3,ssp126,r112i1p1f1,proleptic_gregorian
144,EC-Earth3,ssp126,r113i1p1f1,proleptic_gregorian
145,EC-Earth3,ssp126,r114i1p1f1,proleptic_gregorian
146,EC-Earth3,ssp126,r115i1p1f1,proleptic_gregorian
147,EC-Earth3,ssp126,r116i1p1f1,proleptic_gregorian
