 model exp member calendar
0 MPI-ESM1-2-LR piClim-control r1i1p1f1 proleptic_gregorian
1 MPI-ESM1-2-LR piClim-control r2i1p1f1 proleptic_gregorian
2 MPI-ESM1-2-LR piClim-control r3i1p1f1 proleptic_gregorian
3 MPI-ESM1-2-LR ssp585 r10i1p1f1 proleptic_gregorian
4 MPI-ESM1-2-LR ssp585 r1i1p1f1 proleptic_gregorian
5 MPI-ESM1-2-LR ssp585 r2i1p1f1 proleptic_gregorian
6 MPI-ESM1-2-LR ssp585 r3i1p1f1 proleptic_gregorian
7 MPI-ESM1-2-LR ssp585 r4i1p1f1 proleptic_gregorian
8 MPI-ESM1-2-LR ssp585 r5i1p1f1 proleptic_gregorian
9 MPI-ESM1-2-LR ssp585 r6i1p1f1 proleptic_gregorian
10 MPI-ESM1-2-LR ssp585 r7i1p1f1 proleptic_gregorian
11 MPI-ESM1-2-LR ssp585 r8i1p1f1 proleptic_gregorian
12 MPI-ESM1-2-LR ssp585 r9i1p1f1 proleptic_gregorian
13 MPI-ESM1-2-LR piControl r1i1p1f1 proleptic_gregorian
14 MPI-ESM1-2-LR piControl r2i1p1f1 proleptic_gregorian
15 MPI-ESM1-2-LR abrupt-4xCO2 r1i1p1f1 proleptic_gregorian
16 MPI-ESM1-2-LR ssp245 r10i1p1f1 proleptic_gregorian
17 MPI-ESM1-2-LR ssp245 r1i1p1f1 proleptic_gregorian
18 MPI-ESM1-2-LR ssp245 r2i1p1f1 proleptic_gregorian
19 MPI-ESM1-2-LR ssp245 r3i1p1f1 proleptic_gregorian
20 MPI-ESM1-2-LR ssp245 r4i1p1f1 proleptic_gregorian
21 MPI-ESM1-2-LR ssp245 r5i1p1f1 proleptic_gregorian
22 MPI-ESM1-2-LR ssp245 r6i1p1f1 proleptic_gregorian
23 MPI-ESM1-2-LR ssp245 r7i1p1f1 proleptic_gregorian
24 MPI-ESM1-2-LR ssp245 r8i1p1f1 proleptic_gregorian
25 MPI-ESM1-2-LR ssp245 r9i1p1f1 proleptic_gregorian
26 MPI-ESM1-2-LR historical r10i1p1f1 proleptic_gregorian
27 MPI-ESM1-2-LR historical r1i1p1f1 proleptic_gregorian
28 MPI-ESM1-2-LR historical r2i1p1f1 proleptic_gregorian
29 MPI-ESM1-2-LR historical r3i1p1f1 proleptic_gregorian
30 MPI-ESM1-2-LR historical r4i1p1f1 proleptic_gregorian
31 MPI-ESM1-2-LR historical r5i1p1f1 proleptic_gregorian
32 MPI-ESM1-2-LR historical r6i1p1f1 proleptic_gregorian
33 MPI-ESM1-2-LR historical r7i1p1f1 proleptic_gregorian
34 MPI-ESM1-2-LR historical r8i1p1f1 proleptic_gregorian
35 MPI-ESM1-2-LR historical r9i1p1f1 proleptic_gregorian
36 MPI-ESM1-2-LR piClim-4xCO2 r1i1p1f1 proleptic_gregorian
37 MPI-ESM1-2-LR ssp370 r10i1p1f1 proleptic_gregorian
38 MPI-ESM1-2-LR ssp370 r1i1p1f1 proleptic_gregorian
39 MPI-ESM1-2-LR ssp370 r2i1p1f1 proleptic_gregorian
40 MPI-ESM1-2-LR ssp370 r3i1p1f1 proleptic_gregorian
41 MPI-ESM1-2-LR ssp370 r4i1p1f1 proleptic_gregorian
42 MPI-ESM1-2-LR ssp370 r5i1p1f1 proleptic_gregorian
43 MPI-ESM1-2-LR ssp370 r6i1p1f1 proleptic_gregorian
44 MPI-ESM1-2-LR ssp370 r7i1p1f1 proleptic_gregorian
45 MPI-ESM1-2-LR ssp370 r8i1p1f1 proleptic_gregorian
46 MPI-ESM1-2-LR ssp370 r9i1p1f1 proleptic_gregorian
47 MPI-ESM1-2-LR ssp126 r10i1p1f1 proleptic_gregorian
48 MPI-ESM1-2-LR ssp126 r1i1p1f1 proleptic_gregorian
49 MPI-ESM1-2-LR ssp126 r2i1p1f1 proleptic_gregorian
50 MPI-ESM1-2-LR ssp126 r3i1p1f1 proleptic_gregorian
51 MPI-ESM1-2-LR ssp126 r4i1p1f1 proleptic_gregorian
52 MPI-ESM1-2-LR ssp126 r5i1p1f1 proleptic_gregorian
53 MPI-ESM1-2-LR ssp126 r6i1p1f1 proleptic_gregorian
54 MPI-ESM1-2-LR ssp126 r7i1p1f1 proleptic_gregorian
55 MPI-ESM1-2-LR ssp126 r8i1p1f1 proleptic_gregorian
56 MPI-ESM1-2-LR ssp126 r9i1p1f1 proleptic_gregorian
