,model,exp,member,calendar
0,EC-Earth3-Veg,1pctCO2,r1i1p1f1,proleptic_gregorian
1,EC-Earth3-Veg,abrupt-4xCO2,r1i1p1f1,proleptic_gregorian
2,EC-Earth3-Veg,historical,r10i1p1f1,proleptic_gregorian
3,EC-Earth3-Veg,historical,r12i1p1f1,proleptic_gregorian
4,EC-Earth3-Veg,historical,r14i1p1f1,proleptic_gregorian
5,EC-Earth3-Veg,historical,r1i1p1f1,proleptic_gregorian
6,EC-Earth3-Veg,historical,r2i1p1f1,proleptic_gregorian
7,EC-Earth3-Veg,historical,r3i1p1f1,proleptic_gregorian
8,EC-Earth3-Veg,historical,r4i1p1f1,proleptic_gregorian
9,EC-Earth3-Veg,historical,r5i1p1f1,gregorian
10,EC-Earth3-Veg,historical,r6i1p1f1,proleptic_gregorian
11,EC-Earth3-Veg,piControl,r1i1p1f1,proleptic_gregorian
12,EC-Earth3-Veg,ssp119,r1i1p1f1,proleptic_gregorian
13,EC-Earth3-Veg,ssp119,r2i1p1f1,proleptic_gregorian
14,EC-Earth3-Veg,ssp119,r3i1p1f1,proleptic_gregorian
15,EC-Earth3-Veg,ssp126,r12i1p1f1,proleptic_gregorian
16,EC-Earth3-Veg,ssp126,r14i1p1f1,proleptic_gregorian
17,EC-Earth3-Veg,ssp126,r1i1p1f1,proleptic_gregorian
18,EC-Earth3-Veg,ssp126,r2i1p1f1,proleptic_gregorian
19,EC-Earth3-Veg,ssp126,r3i1p1f1,proleptic_gregorian
20,EC-Earth3-Veg,ssp126,r4i1p1f1,proleptic_gregorian
21,EC-Earth3-Veg,ssp126,r6i1p1f1,proleptic_gregorian
22,EC-Earth3-Veg,ssp245,r12i1p1f1,proleptic_gregorian
23,EC-Earth3-Veg,ssp245,r14i1p1f1,proleptic_gregorian
24,EC-Earth3-Veg,ssp245,r1i1p1f1,proleptic_gregorian
25,EC-Earth3-Veg,ssp245,r2i1p1f1,proleptic_gregorian
26,EC-Earth3-Veg,ssp245,r3i1p1f1,proleptic_gregorian
27,EC-Earth3-Veg,ssp245,r4i1p1f1,proleptic_gregorian
28,EC-Earth3-Veg,ssp245,r5i1p1f1,gregorian
29,EC-Earth3-Veg,ssp245,r6i1p1f1,proleptic_gregorian
30,EC-Earth3-Veg,ssp370,r12i1p1f1,proleptic_gregorian
31,EC-Earth3-Veg,ssp370,r14i1p1f1,proleptic_gregorian
32,EC-Earth3-Veg,ssp370,r1i1p1f1,proleptic_gregorian
33,EC-Earth3-Veg,ssp370,r2i1p1f1,proleptic_gregorian
34,EC-Earth3-Veg,ssp370,r3i1p1f1,proleptic_gregorian
35,EC-Earth3-Veg,ssp370,r4i1p1f1,proleptic_gregorian
36,EC-Earth3-Veg,ssp585,r10i1p1f1,proleptic_gregorian
37,EC-Earth3-Veg,ssp585,r12i1p1f1,proleptic_gregorian
38,EC-Earth3-Veg,ssp585,r14i1p1f1,proleptic_gregorian
39,EC-Earth3-Veg,ssp585,r1i1p1f1,proleptic_gregorian
40,EC-Earth3-Veg,ssp585,r2i1p1f1,proleptic_gregorian
41,EC-Earth3-Veg,ssp585,r3i1p1f1,proleptic_gregorian
42,EC-Earth3-Veg,ssp585,r4i1p1f1,proleptic_gregorian
43,EC-Earth3-Veg,ssp585,r6i1p1f1,proleptic_gregorian
