,tau1,tau2,tau3,tau4,a_1,a_2,a_3,a_4,b_1,b_2,b_3,b_4,F2x,T2x,rnorm
800,3.554400691139015,27.697757765356226,148.7065028290178,5000.0,1.6116878711598999,0.0,0.9329634325580827,0.19850733502292744,2.5196321124307253,0.0,1.1937266542101057,0.2539901228747583,3.9673488895155895,2.7431586387409097,1.1016866165957098
801,3.316010299777508,20.59324319286094,157.23100929061738,5000.0,1.6052065805565674,0.0,0.983779441419693,0.15238505001298133,2.4921639903151096,0.0,1.2623179035562697,0.1955299823994201,3.9500118762707994,2.7413710719892417,1.0734732174083172
802,1.4855602041508487,14.450300190908747,193.8264562047799,5000.0,1.3335890699365953,0.3136367155350859,1.0493983243846297,0.05776653615058982,2.0604004498123265,0.49096691971619155,1.3189554111115331,0.07260492385641015,3.9429277044964612,2.7543906460069003,1.079777203203266
803,1.7594376072139868,16.671160370198823,143.60636880567608,5000.0,1.4250393668154946,0.18208286453015762,0.928307891735461,0.20772851565979672,2.1592360651147975,0.3016317181429613,1.187769890015727,0.26578862292886596,3.9144262962023517,2.7431586387409097,1.0792446637088589
804,4.39756744394727,34.731251349062624,214.39974700245028,5000.0,1.6601731493494658,0.0,1.0865731879117781,0.006320328948807929,2.600944981331251,0.0,1.3685722598914696,0.007960648181786212,3.977477889404507,2.7530666662100516,1.194166643718069
805,1.7174829173592059,16.78330279994965,128.1392575279723,5000.0,1.4217867654168037,0.1738310368221873,0.8829447248742021,0.26643315894945657,2.184386258980445,0.2858865761847586,1.1264570418106605,0.3399142659957959,3.93664414297166,2.7449956860626497,1.0890210515318375
806,3.41317734668693,21.47744467623626,151.49082333679914,5000.0,1.6070622888775399,0.0,0.9547603845119349,0.18133596535143504,2.4986548567336437,0.0,1.2216158528858863,0.232019356442946,3.952290066062476,2.7431586387409097,1.0852452737674128
807,1.4924785667849936,10.767714090978806,94.33440727384331,5000.0,1.292533292607074,0.2728190858181155,0.7803298873180352,0.40325784740416326,1.9973409334629535,0.4482892211169013,0.9894187169394675,0.5113104963154949,3.946359367834817,2.748940113147388,1.1063275349327135
808,1.7767778283871138,12.81696844739645,117.68423600492576,5000.0,1.39030364010817,0.19128979507785374,0.8592021938649498,0.3078124568774583,2.1507902613155654,0.3102989723571993,1.0900054960404864,0.39049861853459333,3.941593348247844,2.748608085928432,1.0784171502595685
809,1.0679698695434638,5.471797558758784,134.9370336919841,5000.0,0.865241303096883,0.7301112382118694,0.907417454554515,0.24222569019938267,1.2415860972293156,1.1722288816826465,1.1576792439532066,0.30903048259495236,3.880524705460121,2.7449956860626497,1.0344911633739922
810,1.3617313213407292,10.734980190653125,147.27580450919197,5000.0,1.2353480686103477,0.38639644046021143,0.9113030855754146,0.2140043902262784,1.9063626337884865,0.6073840882000561,1.1588440741352404,0.27213527900660806,3.944726075130391,2.747051984872252,1.0760753385444897
811,3.4427776872986713,18.725643148923748,94.67717640649559,5000.0,1.5756102205328657,0.0,0.7617507881416,0.41336345494817306,2.48186638681058,0.0,0.9632017139253188,0.5226806384428184,3.967748739178717,2.750724463622639,1.1388255123945408
