,tas,rlut,rsut,rsdt
0,288.4271248320598,240.32242735461577,98.47401667666621,340.2693889018404
1,288.3939785626413,240.23051086255748,98.70226027332609,340.1926652707977
2,288.4569971576679,240.4336604079143,98.62161857210045,340.17232797099564
3,288.5668145668278,240.3523134433999,98.43436755427916,340.15969888620003
4,288.83317727660267,240.513572075291,98.23268659803328,340.1602148234026
5,288.7498346533543,240.85070376513872,98.90477135108665,340.1688343729359
6,288.61243173880825,240.26539468701597,98.39971960495389,340.23094342744594
7,288.68269268883404,240.61599699357575,98.02928793509996,340.30784147228036
8,288.694113817169,240.7325521495003,98.26144270155991,340.36160227798354
9,288.70927656000146,240.57100041193323,98.55671019888742,340.37365909739634
10,288.65869632632194,240.62657361425872,98.57095475103726,340.334208370732
11,288.7586819117432,240.6077680816437,97.78104529610054,340.2909334984735
12,289.11008993102246,240.86733628195086,97.73964844444907,340.24521745590033
13,289.2961563015058,241.03221275771293,97.81714491794007,340.2141491470997
14,289.1479432213545,241.27459812532393,97.90106792651098,340.19081904054417
15,289.0182432517056,240.75611665869909,97.92769043433749,340.1710733827621
16,289.01264500204826,240.87911320633066,97.76402490984918,340.15232452606233
17,289.0918823779123,241.07881640022094,97.64762400916509,340.1546497820722
18,289.04563743760076,241.10274871887125,97.69626560407717,340.18909302674217
19,289.13509271808897,241.01480544248133,97.96371619663434,340.26557535022715
20,289.05243601048136,241.14759449245298,97.90050055215146,340.2740858955111
21,289.1103102876934,241.11210632287364,97.6923236310078,340.3189871414287
22,289.3128099996689,241.50193055028856,97.48886730518548,340.27589527524606
23,289.1977601559668,241.31632543911905,97.791968386986,340.2744216303367
24,289.12455532207406,241.21829490700202,98.07544361032926,340.2356069660895
25,289.1066089334618,241.24244456900752,97.53408774300283,340.1904700930913
26,289.0354109410478,241.0341388459859,98.11211108814204,340.1508041469936
27,289.0236789741253,241.20388688444163,98.23873790341439,340.13771846002527
28,289.10884711617604,241.24821018542625,97.74991565170176,340.14161613531024
29,289.0898410386725,241.10301251431028,98.28487210119368,340.1620279898219
30,289.0659120129878,241.0798476450856,98.00231342583639,340.2279226912181
31,289.1485894227738,241.19369326265098,97.58341374842377,340.2782640181336
32,289.16708442873664,241.29391152693407,98.02090612538599,340.33347360146405
33,289.0040988627339,241.1596246061067,97.9209151940633,340.33996499766477
34,289.0402582560757,241.17879947483414,97.91539529275076,340.29583492095554
35,289.2081013971992,241.283449689521,97.73451909634406,340.2363315218788
36,289.39298467908617,241.50646189240584,97.35469380955249,340.20425999827916
37,289.3639325522912,241.8119945179667,97.67997002416341,340.171106236748
38,289.0678846489746,241.3290369879705,97.91929292654409,340.1460007671189
39,289.246838209496,241.43773388127954,97.80319080725411,340.15208955954046
40,289.1828682144674,241.5830998921538,97.7937796302765,340.193087170278
41,289.1433176685727,241.6348669507049,97.87722159890613,340.2409220228611
42,289.2739152079516,241.6595037295987,97.35946858579275,340.2447095813124
43,289.31841391089716,241.5446359727425,98.13417838054762,340.2519448028019
44,289.09237523409644,241.42754627933166,97.81329469031759,340.26332425885295
45,289.17434888110876,241.6793411204795,97.82180800847728,340.2264692699778
46,289.1582696664871,241.62551933803357,97.57897846588907,340.18331014790743
47,289.0446089528857,241.32349866159822,98.29209030559832,340.15723703313137
48,289.0090330495792,241.21449872053475,98.12042978939087,340.1461484947777
49,289.2270021163077,241.70468081963148,97.61552461550123,340.14292790251426
50,289.15568346864916,241.71515430692588,97.99834212182348,340.15136671454917
51,289.1312346455637,241.38509856770156,97.57867813198682,340.20184897451935
52,289.1928985732646,241.82579109594167,97.46559110018946,340.2536132359032
53,288.9727182856963,241.46655479768603,98.10740370940692,340.2828381020343
54,289.05520801121367,241.64093355558066,97.6736978793561,340.2765853015784
55,289.1009354912413,241.57152303231342,97.60745989453638,340.2443964905511
56,289.2324366440539,241.81464993493134,97.5746741645363,340.20109860130555
57,289.19408424426194,241.71833154924198,97.66700301105084,340.1859110327291
58,289.1177450275222,241.69151185095598,98.28308463124212,340.16549884189016
59,289.0155915469075,241.45743669896694,97.7738873094343,340.1422102267306
60,289.14431513372693,241.8054986756033,97.73657231137857,340.1330731307467
61,289.02491674591073,241.52584073184576,97.88298490866241,340.12388644307555
62,289.1565729452166,241.38641880981228,97.70068812032447,340.1329330958477
63,289.2714107299707,242.00453005011323,98.0038949379404,340.1649894766119
64,289.163707552829,241.79401503319613,97.68599357657654,340.20581423196774
65,289.07920838169065,241.8521914788848,97.66490716875899,340.2317185784475
66,289.00742335341835,241.62587315029205,97.84431851384896,340.22998158497154
67,289.1389792919047,241.80257589054472,97.78571660935096,340.23419027290066
68,289.1154409058075,241.8083066852274,98.01000188704414,340.211873479977
69,288.88094803616576,241.33659367499956,98.42059231045891,340.1938123648277
70,288.92875879986235,241.6368558920918,97.6881348575745,340.15589753270046
71,289.12771157987555,241.89154317071288,97.4717662896342,340.1313977750462
72,289.15267033726246,241.91425583015052,97.67440240586858,340.12725671752224
73,289.0619558966816,242.03540498785523,98.26554681534999,340.13040537054655
74,288.9251291282023,241.63402279408092,97.88402274809083,340.1581920995682
75,288.84100215791585,241.5551537723296,98.1908919187831,340.2133394861965
76,288.748894892392,241.43618453433461,98.30963991038026,340.2472627324679
77,288.6860590338883,241.4457288406907,98.41462978555181,340.3015576195381
78,288.7688238666507,241.44786577331493,98.02680756316664,340.28875819147464
79,288.83868501790784,241.56344974957787,97.73031724987459,340.248571950497
80,289.0086758010545,241.6006191569392,97.79960354676341,340.2050590765953
81,289.0699313953791,241.77342543658324,97.7252638545804,340.1713351253001
