,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,MIROC6,1pctCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 3200-1-1,standard
1,MIROC6,abrupt-0p5xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 3200-1-1,standard
2,MIROC6,abrupt-2xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 3200-1-1,standard
3,MIROC6,abrupt-4xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 3200-1-1,standard
4,MIROC6,hist-GHG,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 3200-1-1,standard
5,MIROC6,hist-GHG,r2i1p1f1,piControl,r1i1p1f1,0.0,10958.0,days since 3200-1-1,standard
6,MIROC6,hist-GHG,r3i1p1f1,piControl,r1i1p1f1,0.0,21915.0,days since 3200-1-1,standard
7,MIROC6,hist-aer,r10i1p1f1,piControl,r1i1p1f1,0.0,98616.0,days since 3200-1-1,standard
8,MIROC6,hist-aer,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 3200-1-1,standard
9,MIROC6,hist-aer,r2i1p1f1,piControl,r1i1p1f1,0.0,10958.0,days since 3200-1-1,standard
10,MIROC6,hist-aer,r3i1p1f1,piControl,r1i1p1f1,0.0,21915.0,days since 3200-1-1,standard
11,MIROC6,hist-aer,r4i1p1f1,piControl,r1i1p1f1,0.0,32873.0,days since 3200-1-1,standard
12,MIROC6,hist-aer,r5i1p1f1,piControl,r1i1p1f1,0.0,43829.0,days since 3200-1-1,standard
13,MIROC6,hist-aer,r6i1p1f1,piControl,r1i1p1f1,0.0,54787.0,days since 3200-1-1,standard
14,MIROC6,hist-aer,r7i1p1f1,piControl,r1i1p1f1,0.0,65744.0,days since 3200-1-1,standard
15,MIROC6,hist-aer,r8i1p1f1,piControl,r1i1p1f1,0.0,76701.0,days since 3200-1-1,standard
16,MIROC6,hist-aer,r9i1p1f1,piControl,r1i1p1f1,0.0,87658.0,days since 3200-1-1,standard
17,MIROC6,hist-nat,r10i1p1f1,piControl,r1i1p1f1,0.0,98616.0,days since 3200-1-1,standard
18,MIROC6,hist-nat,r11i1p1f1,piControl,r1i1p1f1,0.0,109573.0,days since 3200-1-1,standard
19,MIROC6,hist-nat,r12i1p1f1,piControl,r1i1p1f1,0.0,120530.0,days since 3200-1-1,standard
20,MIROC6,hist-nat,r13i1p1f1,piControl,r1i1p1f1,0.0,131487.0,days since 3200-1-1,standard
21,MIROC6,hist-nat,r14i1p1f1,piControl,r1i1p1f1,0.0,142445.0,days since 3200-1-1,standard
22,MIROC6,hist-nat,r15i1p1f1,piControl,r1i1p1f1,0.0,153402.0,days since 3200-1-1,standard
23,MIROC6,hist-nat,r16i1p1f1,piControl,r1i1p1f1,0.0,164360.0,days since 3200-1-1,standard
24,MIROC6,hist-nat,r17i1p1f1,piControl,r1i1p1f1,0.0,175317.0,days since 3200-1-1,standard
25,MIROC6,hist-nat,r18i1p1f1,piControl,r1i1p1f1,0.0,186274.0,days since 3200-1-1,standard
26,MIROC6,hist-nat,r19i1p1f1,piControl,r1i1p1f1,0.0,197231.0,days since 3200-1-1,standard
27,MIROC6,hist-nat,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 3200-1-1,standard
28,MIROC6,hist-nat,r20i1p1f1,piControl,r1i1p1f1,0.0,208189.0,days since 3200-1-1,standard
29,MIROC6,hist-nat,r21i1p1f1,piControl,r1i1p1f1,0.0,219146.0,days since 3200-1-1,standard
