,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
253,EC-Earth3,ssp245,r18i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
254,EC-Earth3,ssp245,r18i1p1f2,historical,r25i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
255,EC-Earth3,ssp245,r19i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
256,EC-Earth3,ssp245,r19i1p1f2,historical,r106i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
257,EC-Earth3,ssp245,r1i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
258,EC-Earth3,ssp245,r1i1p1f2,historical,r101i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
259,EC-Earth3,ssp245,r20i1p1f2,historical,r2i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
260,EC-Earth3,ssp245,r21i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
261,EC-Earth3,ssp245,r21i1p1f2,historical,r107i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
262,EC-Earth3,ssp245,r22i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
263,EC-Earth3,ssp245,r22i1p1f2,historical,r22i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
264,EC-Earth3,ssp245,r23i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
265,EC-Earth3,ssp245,r23i1p1f2,historical,r108i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
266,EC-Earth3,ssp245,r24i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
267,EC-Earth3,ssp245,r24i1p1f2,historical,r24i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
268,EC-Earth3,ssp245,r25i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
269,EC-Earth3,ssp245,r25i1p1f2,historical,r109i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
270,EC-Earth3,ssp245,r26i1p1f2,historical,r18i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
271,EC-Earth3,ssp245,r27i1p1f2,historical,r110i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
272,EC-Earth3,ssp245,r28i1p1f2,historical,r7i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
273,EC-Earth3,ssp245,r29i1p1f2,historical,r111i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
274,EC-Earth3,ssp245,r2i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
275,EC-Earth3,ssp245,r2i1p1f2,historical,r4i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
276,EC-Earth3,ssp245,r30i1p1f2,historical,r112i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
277,EC-Earth3,ssp245,r4i1p1f1,historical,r4i1p1f1,60265.,60265.,days since 1850-01-01,standard
278,EC-Earth3,ssp245,r4i1p1f2,historical,r16i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
279,EC-Earth3,ssp245,r6i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
280,EC-Earth3,ssp245,r6i1p1f2,historical,r3i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
281,EC-Earth3,ssp245,r7i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
282,EC-Earth3,ssp245,r7i1p1f2,historical,r1i1p1f2,60265.0,60265.0,days since 1850-01-01,standard
283,EC-Earth3,ssp245,r8i1p1f2,historical,r102i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
284,EC-Earth3,ssp245,r9i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
285,EC-Earth3,ssp370,r101i1p1f1,historical,r101i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
286,EC-Earth3,ssp370,r102i1p1f1,historical,r102i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
287,EC-Earth3,ssp370,r103i1p1f1,historical,r103i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
288,EC-Earth3,ssp370,r104i1p1f1,historical,r104i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
289,EC-Earth3,ssp370,r105i1p1f1,historical,r105i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
290,EC-Earth3,ssp370,r106i1p1f1,historical,r106i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
291,EC-Earth3,ssp370,r107i1p1f1,historical,r107i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
292,EC-Earth3,ssp370,r108i1p1f1,historical,r108i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
