,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,UKESM1-0-LL,1pctCO2,r1i1p1f2,piControl,r1i1p1f2,0.0,39600.0,days since 1850-01-01-00-00-00,standard
1,UKESM1-0-LL,1pctCO2,r2i1p1f2,piControl,r1i1p1f2,0.0,97200.0,days since 1850-01-01-00-00-00,standard
2,UKESM1-0-LL,1pctCO2,r3i1p1f2,piControl,r1i1p1f2,0.0,156600.0,days since 1850-01-01-00-00-00,standard
3,UKESM1-0-LL,1pctCO2,r4i1p1f2,piControl,r1i1p1f2,0.0,219600.0,days since 1850-01-01-00-00-00,standard
4,UKESM1-0-LL,abrupt-4xCO2,r1i1p1f2,piControl,r1i1p1f2,0.0,39600.0,days since 1850-01-01-00-00-00,standard
5,UKESM1-0-LL,historical,r10i1p1f2,piControl,r1i1p1f2,0.0,176400.0,days since 1850-01-01,standard
6,UKESM1-0-LL,historical,r11i1p1f2,piControl,r1i1p1f2,0.0,219600.0,days since 1850-01-01,standard
7,UKESM1-0-LL,historical,r12i1p1f2,piControl,r1i1p1f2,0.0,129600.0,days since 1850-01-01,standard
8,UKESM1-0-LL,historical,r13i1p1f2,piControl,r1i1p1f2,0.0,0.0,days since 1850-01-01-00-00-00,standard
9,UKESM1-0-LL,historical,r14i1p1f2,piControl,r1i1p1f2,0.0,0.0,days since 1850-01-01-00-00-00,standard
10,UKESM1-0-LL,historical,r15i1p1f2,piControl,r1i1p1f2,0.0,0.0,days since 1850-01-01-00-00-00,standard
11,UKESM1-0-LL,historical,r16i1p1f2,piControl,r1i1p1f2,0.0,280440.0,days since 1850-01-01,standard
12,UKESM1-0-LL,historical,r17i1p1f2,piControl,r1i1p1f2,0.0,311760.0,days since 1850-01-01,standard
13,UKESM1-0-LL,historical,r18i1p1f2,piControl,r1i1p1f2,0.0,327600.0,days since 1850-01-01,standard
14,UKESM1-0-LL,historical,r19i1p1f2,piControl,r1i1p1f2,0.0,347400.0,days since 1850-01-01,standard
15,UKESM1-0-LL,historical,r1i1p1f2,piControl,r1i1p1f2,0.0,144000.0,days since 1850-01-01-00-00-00,standard
16,UKESM1-0-LL,historical,r2i1p1f2,piControl,r1i1p1f2,0.0,113400.0,days since 1850-01-01-00-00-00,standard
17,UKESM1-0-LL,historical,r3i1p1f2,piControl,r1i1p1f2,0.0,97200.0,days since 1850-01-01-00-00-00,standard
18,UKESM1-0-LL,historical,r4i1p1f2,piControl,r1i1p1f2,0.0,39600.0,days since 1850-01-01-00-00-00,standard
19,UKESM1-0-LL,historical,r5i1p1f3,piControl,r1i1p1f2,0.0,61200.0,days since 1850-01-01-00-00-00,standard
20,UKESM1-0-LL,historical,r6i1p1f3,piControl,r1i1p1f2,0.0,72000.0,days since 1850-01-01-00-00-00,standard
21,UKESM1-0-LL,historical,r7i1p1f3,piControl,r1i1p1f2,0.0,52200.0,days since 1850-01-01-00-00-00,standard
22,UKESM1-0-LL,historical,r8i1p1f2,piControl,r1i1p1f2,0.0,196200.0,days since 1850-01-01-00-00-00,standard
23,UKESM1-0-LL,historical,r9i1p1f2,piControl,r1i1p1f2,0.0,156600.0,days since 1850-01-01-00-00-00,standard
24,UKESM1-0-LL,piClim-4xCO2,r1i1p1f4,piControl,r1i1p1f2,0.0,110160.0,days since 1850-01-01,standard
25,UKESM1-0-LL,piClim-control,r1i1p1f4,piControl,r1i1p1f2,0.0,110160.0,days since 1850-01-01,standard
26,UKESM1-0-LL,piControl,r1i1p1f2,piControl-spinup,r1i1p1f2,39600.0,39600.0,days since 1850-01-01-00-00-00,standard
27,UKESM1-0-LL,ssp119,r1i1p1f2,historical,r1i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
28,UKESM1-0-LL,ssp119,r2i1p1f2,historical,r2i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
29,UKESM1-0-LL,ssp119,r3i1p1f2,historical,r3i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
30,UKESM1-0-LL,ssp119,r4i1p1f2,historical,r4i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
31,UKESM1-0-LL,ssp119,r8i1p1f2,historical,r8i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
32,UKESM1-0-LL,ssp126,r10i1p1f2,historical,r10i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
33,UKESM1-0-LL,ssp126,r11i1p1f2,historical,r11i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
34,UKESM1-0-LL,ssp126,r12i1p1f2,historical,r12i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
35,UKESM1-0-LL,ssp126,r16i1p1f2,historical,r16i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
36,UKESM1-0-LL,ssp126,r17i1p1f2,historical,r17i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
37,UKESM1-0-LL,ssp126,r18i1p1f2,historical,r18i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
38,UKESM1-0-LL,ssp126,r19i1p1f2,historical,r19i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
39,UKESM1-0-LL,ssp126,r1i1p1f2,historical,r1i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
40,UKESM1-0-LL,ssp126,r2i1p1f2,historical,r2i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
41,UKESM1-0-LL,ssp126,r3i1p1f2,historical,r3i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
42,UKESM1-0-LL,ssp126,r4i1p1f2,historical,r4i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
43,UKESM1-0-LL,ssp126,r5i1p1f2,historical,r5i1p1f3,59400.0,59400.0,days since 1850-01-01,standard
44,UKESM1-0-LL,ssp126,r6i1p1f2,historical,r6i1p1f3,59400.0,59400.0,days since 1850-01-01,standard
45,UKESM1-0-LL,ssp126,r7i1p1f2,historical,r7i1p1f3,59400.0,59400.0,days since 1850-01-01,standard
46,UKESM1-0-LL,ssp126,r8i1p1f2,historical,r8i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
47,UKESM1-0-LL,ssp126,r9i1p1f2,historical,r9i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
48,UKESM1-0-LL,ssp245,r10i1p1f2,historical,r10i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
49,UKESM1-0-LL,ssp245,r11i1p1f2,historical,r11i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
50,UKESM1-0-LL,ssp245,r12i1p1f2,historical,r12i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
51,UKESM1-0-LL,ssp245,r13i1p1f2,historical,r1i1p1f2,0.0,0.0,days since 1850-01-01-00-00-00,standard
52,UKESM1-0-LL,ssp245,r16i1p1f2,historical,r16i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
53,UKESM1-0-LL,ssp245,r17i1p1f2,historical,r17i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
54,UKESM1-0-LL,ssp245,r18i1p1f2,historical,r18i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
55,UKESM1-0-LL,ssp245,r19i1p1f2,historical,r19i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
56,UKESM1-0-LL,ssp245,r1i1p1f2,historical,r1i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
57,UKESM1-0-LL,ssp245,r2i1p1f2,historical,r2i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
58,UKESM1-0-LL,ssp245,r3i1p1f2,historical,r3i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
59,UKESM1-0-LL,ssp245,r4i1p1f2,historical,r4i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
60,UKESM1-0-LL,ssp245,r5i1p1f2,historical,r5i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
61,UKESM1-0-LL,ssp245,r6i1p1f2,historical,r6i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
62,UKESM1-0-LL,ssp245,r7i1p1f2,historical,r7i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
63,UKESM1-0-LL,ssp245,r8i1p1f2,historical,r8i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
64,UKESM1-0-LL,ssp245,r9i1p1f2,historical,r9i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
65,UKESM1-0-LL,ssp370,r10i1p1f2,historical,r10i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
66,UKESM1-0-LL,ssp370,r11i1p1f2,historical,r11i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
67,UKESM1-0-LL,ssp370,r12i1p1f2,historical,r12i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
68,UKESM1-0-LL,ssp370,r16i1p1f2,historical,r16i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
69,UKESM1-0-LL,ssp370,r17i1p1f2,historical,r17i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
70,UKESM1-0-LL,ssp370,r18i1p1f2,historical,r18i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
71,UKESM1-0-LL,ssp370,r19i1p1f2,historical,r19i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
72,UKESM1-0-LL,ssp370,r1i1p1f2,historical,r1i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
73,UKESM1-0-LL,ssp370,r2i1p1f2,historical,r2i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
74,UKESM1-0-LL,ssp370,r3i1p1f2,historical,r3i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
75,UKESM1-0-LL,ssp370,r4i1p1f2,historical,r4i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
76,UKESM1-0-LL,ssp370,r5i1p1f2,historical,r5i1p1f3,59400.0,59400.0,days since 1850-01-01,standard
77,UKESM1-0-LL,ssp370,r6i1p1f2,historical,r6i1p1f3,59400.0,59400.0,days since 1850-01-01,standard
78,UKESM1-0-LL,ssp370,r7i1p1f2,historical,r7i1p1f3,59400.0,59400.0,days since 1850-01-01,standard
79,UKESM1-0-LL,ssp370,r8i1p1f2,historical,r8i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
80,UKESM1-0-LL,ssp370,r9i1p1f2,historical,r9i1p1f2,59400.0,59400.0,days since 1850-01-01,standard
81,UKESM1-0-LL,ssp585,r1i1p1f2,historical,r1i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
82,UKESM1-0-LL,ssp585,r2i1p1f2,historical,r2i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
83,UKESM1-0-LL,ssp585,r3i1p1f2,historical,r3i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
84,UKESM1-0-LL,ssp585,r4i1p1f2,historical,r4i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
85,UKESM1-0-LL,ssp585,r8i1p1f2,historical,r8i1p1f2,59400.0,59400.0,days since 1850-01-01-00-00-00,standard
