 model exp member parent_experiment_id parent_variant_id branch_time_in_child branch_time_in_parent parent_time_units branch_method
35 MPI-ESM1-2-LR ssp585 r8i1p1f1 historical r8i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
36 MPI-ESM1-2-LR ssp585 r9i1p1f1 historical r9i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
37 MPI-ESM1-2-LR ssp370 r10i1p1f1 historical r10i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
38 MPI-ESM1-2-LR ssp370 r1i1p1f1 historical r1i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
39 MPI-ESM1-2-LR ssp370 r2i1p1f1 historical r2i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
40 MPI-ESM1-2-LR ssp370 r3i1p1f1 historical r3i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
41 MPI-ESM1-2-LR ssp370 r4i1p1f1 historical r4i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
42 MPI-ESM1-2-LR ssp370 r5i1p1f1 historical r5i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
43 MPI-ESM1-2-LR ssp370 r6i1p1f1 historical r6i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
44 MPI-ESM1-2-LR ssp370 r7i1p1f1 historical r7i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
45 MPI-ESM1-2-LR ssp370 r8i1p1f1 historical r8i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
46 MPI-ESM1-2-LR ssp370 r9i1p1f1 historical r9i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
47 MPI-ESM1-2-LR ssp126 r10i1p1f1 historical r10i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
48 MPI-ESM1-2-LR ssp126 r1i1p1f1 historical r1i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
49 MPI-ESM1-2-LR ssp126 r2i1p1f1 historical r2i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
50 MPI-ESM1-2-LR ssp126 r3i1p1f1 historical r3i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
51 MPI-ESM1-2-LR ssp126 r4i1p1f1 historical r4i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
52 MPI-ESM1-2-LR ssp126 r5i1p1f1 historical r5i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
53 MPI-ESM1-2-LR ssp126 r6i1p1f1 historical r6i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
54 MPI-ESM1-2-LR ssp126 r7i1p1f1 historical r7i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
55 MPI-ESM1-2-LR ssp126 r8i1p1f1 historical r8i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
56 MPI-ESM1-2-LR ssp126 r9i1p1f1 historical r9i1p1f1 60265.0 60265.0 "days since 1850-1-1 00:00:00" standard
