,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,EC-Earth3-Veg,1pctCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
1,EC-Earth3-Veg,abrupt-4xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
2,EC-Earth3-Veg,historical,r10i1p1f1,piControl,r1i1p1f1,0.0,58439.0,days since 1850-01-01,standard
3,EC-Earth3-Veg,historical,r12i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
4,EC-Earth3-Veg,historical,r14i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
5,EC-Earth3-Veg,historical,r1i1p1f1,piControl,r1i1p1f1,0.0,29219.0,days since 1850-01-01,standard
6,EC-Earth3-Veg,historical,r2i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
7,EC-Earth3-Veg,historical,r3i1p1f1,piControl,r1i1p1f1,0.0,36524.0,days since 1850-01-01,standard
8,EC-Earth3-Veg,historical,r4i1p1f1,piControl,r1i1p1f1,0.0,80354.0,days since 1850-01-01,standard
9,EC-Earth3-Veg,historical,r5i1p1f1,piControl,r1i1p1f1,0.0,21913.0,days since 1850-01-01,standard
10,EC-Earth3-Veg,historical,r6i1p1f1,piControl,r1i1p1f1,0.0,43829.0,days since 1850-01-01,standard
11,EC-Earth3-Veg,piControl,r1i1p1f1,piControl-spinup,r1i1p1f1,0.0,65744.0,days since 1980-01-01,standard
12,EC-Earth3-Veg,ssp119,r1i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
13,EC-Earth3-Veg,ssp119,r2i1p1f1,historical,r2i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
14,EC-Earth3-Veg,ssp119,r3i1p1f1,historical,r3i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
15,EC-Earth3-Veg,ssp126,r12i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
16,EC-Earth3-Veg,ssp126,r14i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
17,EC-Earth3-Veg,ssp126,r1i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
18,EC-Earth3-Veg,ssp126,r2i1p1f1,historical,r2i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
19,EC-Earth3-Veg,ssp126,r3i1p1f1,historical,r3i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
20,EC-Earth3-Veg,ssp126,r4i1p1f1,historical,r4i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
21,EC-Earth3-Veg,ssp126,r6i1p1f1,historical,r6i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
22,EC-Earth3-Veg,ssp245,r12i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
23,EC-Earth3-Veg,ssp245,r14i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
24,EC-Earth3-Veg,ssp245,r1i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
25,EC-Earth3-Veg,ssp245,r2i1p1f1,historical,r2i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
26,EC-Earth3-Veg,ssp245,r3i1p1f1,historical,r3i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
27,EC-Earth3-Veg,ssp245,r4i1p1f1,historical,r4i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
28,EC-Earth3-Veg,ssp245,r5i1p1f1,historical,r1i1p1f1,0.0,21913.0,days since 1850-01-01,standard
29,EC-Earth3-Veg,ssp245,r6i1p1f1,historical,r6i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
30,EC-Earth3-Veg,ssp370,r12i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
31,EC-Earth3-Veg,ssp370,r14i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
32,EC-Earth3-Veg,ssp370,r1i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
33,EC-Earth3-Veg,ssp370,r2i1p1f1,historical,r2i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
34,EC-Earth3-Veg,ssp370,r3i1p1f1,historical,r3i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
35,EC-Earth3-Veg,ssp370,r4i1p1f1,historical,r4i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
36,EC-Earth3-Veg,ssp585,r10i1p1f1,historical,r10i1p1f1,0.0,60265.0,days since 1850-01-01,standard
37,EC-Earth3-Veg,ssp585,r12i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
38,EC-Earth3-Veg,ssp585,r14i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
39,EC-Earth3-Veg,ssp585,r1i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
40,EC-Earth3-Veg,ssp585,r2i1p1f1,historical,r2i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
41,EC-Earth3-Veg,ssp585,r3i1p1f1,historical,r3i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
42,EC-Earth3-Veg,ssp585,r4i1p1f1,historical,r4i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
43,EC-Earth3-Veg,ssp585,r6i1p1f1,historical,r6i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
