,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,CAS-ESM2-0,1pctCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
1,CAS-ESM2-0,abrupt-4xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
2,CAS-ESM2-0,historical,r1i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
3,CAS-ESM2-0,historical,r2i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
4,CAS-ESM2-0,historical,r3i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
5,CAS-ESM2-0,historical,r4i1p1f1,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
6,CAS-ESM2-0,piControl,r1i1p1f1,piControl-spinup,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
7,CAS-ESM2-0,ssp126,r1i1p1f1,historical,r1i1p1f1,735110.0,36135.0,days since 0001-01-01,Spin-up documentation
8,CAS-ESM2-0,ssp126,r3i1p1f1,historical,r3i1p1f1,735110.0,72635.0,days since 0001-01-01,Spin-up documentation
9,CAS-ESM2-0,ssp245,r1i1p1f1,historical,r1i1p1f1,735110.0,36135.0,days since 0001-01-01,Spin-up documentation
10,CAS-ESM2-0,ssp245,r3i1p1f1,historical,r3i1p1f1,735110.0,72635.0,days since 0001-01-01,Spin-up documentation
11,CAS-ESM2-0,ssp370,r1i1p1f1,historical,r1i1p1f1,735110.0,36135.0,days since 0001-01-01,Spin-up documentation
12,CAS-ESM2-0,ssp370,r3i1p1f1,historical,r3i1p1f1,735110.0,72635.0,days since 0001-01-01,Spin-up documentation
13,CAS-ESM2-0,ssp585,r1i1p1f1,historical,r1i1p1f1,735110.0,36135.0,days since 0001-01-01,Spin-up documentation
14,CAS-ESM2-0,ssp585,r3i1p1f1,historical,r3i1p1f1,735110.0,72635.0,days since 0001-01-01,Spin-up documentation
