,model,exp,member,calendar
0,MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,proleptic_gregorian
1,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,proleptic_gregorian
2,MPI-ESM1-2-HR,historical,r10i1p1f1,proleptic_gregorian
3,MPI-ESM1-2-HR,historical,r1i1p1f1,proleptic_gregorian
4,MPI-ESM1-2-HR,historical,r2i1p1f1,proleptic_gregorian
5,MPI-ESM1-2-HR,historical,r3i1p1f1,proleptic_gregorian
6,MPI-ESM1-2-HR,historical,r4i1p1f1,proleptic_gregorian
7,MPI-ESM1-2-HR,historical,r5i1p1f1,proleptic_gregorian
8,MPI-ESM1-2-HR,historical,r6i1p1f1,proleptic_gregorian
9,MPI-ESM1-2-HR,historical,r7i1p1f1,proleptic_gregorian
10,MPI-ESM1-2-HR,historical,r8i1p1f1,proleptic_gregorian
11,MPI-ESM1-2-HR,historical,r9i1p1f1,proleptic_gregorian
12,MPI-ESM1-2-HR,piControl,r1i1p1f1,proleptic_gregorian
13,MPI-ESM1-2-HR,ssp126,r1i1p1f1,proleptic_gregorian
14,MPI-ESM1-2-HR,ssp126,r2i1p1f1,proleptic_gregorian
15,MPI-ESM1-2-HR,ssp245,r1i1p1f1,proleptic_gregorian
16,MPI-ESM1-2-HR,ssp245,r2i1p1f1,proleptic_gregorian
17,MPI-ESM1-2-HR,ssp370,r10i1p1f1,proleptic_gregorian
18,MPI-ESM1-2-HR,ssp370,r1i1p1f1,proleptic_gregorian
19,MPI-ESM1-2-HR,ssp370,r2i1p1f1,proleptic_gregorian
20,MPI-ESM1-2-HR,ssp370,r3i1p1f1,proleptic_gregorian
21,MPI-ESM1-2-HR,ssp370,r4i1p1f1,proleptic_gregorian
22,MPI-ESM1-2-HR,ssp370,r5i1p1f1,proleptic_gregorian
23,MPI-ESM1-2-HR,ssp370,r6i1p1f1,proleptic_gregorian
24,MPI-ESM1-2-HR,ssp370,r7i1p1f1,proleptic_gregorian
25,MPI-ESM1-2-HR,ssp370,r8i1p1f1,proleptic_gregorian
26,MPI-ESM1-2-HR,ssp370,r9i1p1f1,proleptic_gregorian
27,MPI-ESM1-2-HR,ssp585,r1i1p1f1,proleptic_gregorian
28,MPI-ESM1-2-HR,ssp585,r2i1p1f1,proleptic_gregorian
