,model,exp,member,calendar
0,GISS-E2-1-G,1pctCO2,r101i1p1f1,noleap
1,GISS-E2-1-G,1pctCO2,r102i1p1f1,noleap
2,GISS-E2-1-G,1pctCO2,r1i1p1f1,noleap
3,GISS-E2-1-G,1pctCO2,r1i1p3f1,noleap
4,GISS-E2-1-G,1pctCO2,r1i1p5f1,noleap
5,GISS-E2-1-G,abrupt-0p5xCO2,r1i1p1f1,noleap
6,GISS-E2-1-G,abrupt-2xCO2,r102i1p1f1,noleap
7,GISS-E2-1-G,abrupt-2xCO2,r1i1p1f1,noleap
8,GISS-E2-1-G,abrupt-2xCO2,r1i1p3f1,noleap
9,GISS-E2-1-G,abrupt-2xCO2,r1i1p5f1,noleap
10,GISS-E2-1-G,abrupt-4xCO2,r102i1p1f1,noleap
11,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f1,noleap
12,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f3,noleap
13,GISS-E2-1-G,abrupt-4xCO2,r1i1p3f1,noleap
14,GISS-E2-1-G,abrupt-4xCO2,r1i1p5f1,noleap
15,GISS-E2-1-G,hist-GHG,r1i1p1f1,noleap
16,GISS-E2-1-G,hist-GHG,r1i1p1f2,365_day
17,GISS-E2-1-G,hist-GHG,r2i1p1f1,noleap
18,GISS-E2-1-G,hist-GHG,r2i1p1f2,365_day
19,GISS-E2-1-G,hist-GHG,r3i1p1f1,noleap
20,GISS-E2-1-G,hist-GHG,r3i1p1f2,365_day
21,GISS-E2-1-G,hist-GHG,r4i1p1f1,noleap
22,GISS-E2-1-G,hist-GHG,r4i1p1f2,365_day
23,GISS-E2-1-G,hist-GHG,r5i1p1f1,noleap
24,GISS-E2-1-G,hist-GHG,r5i1p1f2,365_day
25,GISS-E2-1-G,hist-aer,r1i1p1f1,noleap
26,GISS-E2-1-G,hist-aer,r1i1p1f2,365_day
27,GISS-E2-1-G,hist-aer,r1i1p3f1,365_day
28,GISS-E2-1-G,hist-aer,r2i1p1f1,noleap
29,GISS-E2-1-G,hist-aer,r2i1p1f2,365_day
30,GISS-E2-1-G,hist-aer,r2i1p3f1,365_day
31,GISS-E2-1-G,hist-aer,r3i1p1f1,noleap
32,GISS-E2-1-G,hist-aer,r3i1p1f2,365_day
33,GISS-E2-1-G,hist-aer,r3i1p3f1,365_day
34,GISS-E2-1-G,hist-aer,r4i1p1f1,noleap
35,GISS-E2-1-G,hist-aer,r4i1p1f2,365_day
36,GISS-E2-1-G,hist-aer,r4i1p3f1,365_day
37,GISS-E2-1-G,hist-aer,r5i1p1f1,noleap
38,GISS-E2-1-G,hist-aer,r5i1p1f2,365_day
39,GISS-E2-1-G,hist-aer,r5i1p3f1,365_day
40,GISS-E2-1-G,hist-nat,r10i1p1f3,365_day
41,GISS-E2-1-G,hist-nat,r1i1p1f2,365_day
42,GISS-E2-1-G,hist-nat,r1i1p1f3,365_day
43,GISS-E2-1-G,hist-nat,r1i1p1f4,365_day
44,GISS-E2-1-G,hist-nat,r2i1p1f2,365_day
45,GISS-E2-1-G,hist-nat,r2i1p1f3,365_day
46,GISS-E2-1-G,hist-nat,r2i1p1f4,365_day
47,GISS-E2-1-G,hist-nat,r3i1p1f2,365_day
48,GISS-E2-1-G,hist-nat,r3i1p1f3,365_day
49,GISS-E2-1-G,hist-nat,r3i1p1f4,365_day
50,GISS-E2-1-G,hist-nat,r4i1p1f2,365_day
51,GISS-E2-1-G,hist-nat,r4i1p1f3,365_day
52,GISS-E2-1-G,hist-nat,r4i1p1f4,365_day
53,GISS-E2-1-G,hist-nat,r5i1p1f2,365_day
54,GISS-E2-1-G,hist-nat,r5i1p1f3,365_day
55,GISS-E2-1-G,hist-nat,r5i1p1f4,365_day
56,GISS-E2-1-G,hist-nat,r6i1p1f3,365_day
57,GISS-E2-1-G,hist-nat,r7i1p1f3,365_day
58,GISS-E2-1-G,hist-nat,r8i1p1f3,365_day
59,GISS-E2-1-G,hist-nat,r9i1p1f3,365_day
60,GISS-E2-1-G,historical,r101i1p1f1,noleap
61,GISS-E2-1-G,historical,r102i1p1f1,noleap
62,GISS-E2-1-G,historical,r10i1p1f1,noleap
63,GISS-E2-1-G,historical,r10i1p1f2,noleap
64,GISS-E2-1-G,historical,r10i1p3f1,noleap
65,GISS-E2-1-G,historical,r10i1p5f1,noleap
66,GISS-E2-1-G,historical,r11i1p1f2,noleap
67,GISS-E2-1-G,historical,r1i1p1f1,noleap
68,GISS-E2-1-G,historical,r1i1p1f2,noleap
69,GISS-E2-1-G,historical,r1i1p1f3,noleap
70,GISS-E2-1-G,historical,r1i1p3f1,noleap
71,GISS-E2-1-G,historical,r1i1p5f1,noleap
72,GISS-E2-1-G,historical,r2i1p1f1,noleap
73,GISS-E2-1-G,historical,r2i1p1f2,noleap
74,GISS-E2-1-G,historical,r2i1p1f3,noleap
75,GISS-E2-1-G,historical,r2i1p3f1,noleap
76,GISS-E2-1-G,historical,r2i1p5f1,noleap
77,GISS-E2-1-G,historical,r3i1p1f1,noleap
78,GISS-E2-1-G,historical,r3i1p1f2,noleap
79,GISS-E2-1-G,historical,r3i1p1f3,noleap
80,GISS-E2-1-G,historical,r3i1p3f1,noleap
81,GISS-E2-1-G,historical,r3i1p5f1,noleap
82,GISS-E2-1-G,historical,r4i1p1f1,noleap
83,GISS-E2-1-G,historical,r4i1p1f2,noleap
84,GISS-E2-1-G,historical,r4i1p1f3,noleap
85,GISS-E2-1-G,historical,r4i1p3f1,noleap
86,GISS-E2-1-G,historical,r4i1p5f1,noleap
87,GISS-E2-1-G,historical,r5i1p1f1,noleap
88,GISS-E2-1-G,historical,r5i1p1f2,noleap
89,GISS-E2-1-G,historical,r5i1p1f3,noleap
90,GISS-E2-1-G,historical,r5i1p3f1,noleap
91,GISS-E2-1-G,historical,r6i1p1f1,noleap
92,GISS-E2-1-G,historical,r6i1p1f2,noleap
93,GISS-E2-1-G,historical,r6i1p3f1,noleap
94,GISS-E2-1-G,historical,r6i1p5f1,noleap
95,GISS-E2-1-G,historical,r7i1p1f1,noleap
96,GISS-E2-1-G,historical,r7i1p1f2,noleap
97,GISS-E2-1-G,historical,r7i1p3f1,365_day
98,GISS-E2-1-G,historical,r7i1p5f1,noleap
99,GISS-E2-1-G,historical,r8i1p1f1,noleap
100,GISS-E2-1-G,historical,r8i1p1f2,noleap
101,GISS-E2-1-G,historical,r8i1p3f1,noleap
102,GISS-E2-1-G,historical,r8i1p5f1,noleap
103,GISS-E2-1-G,historical,r9i1p1f1,noleap
104,GISS-E2-1-G,historical,r9i1p1f2,noleap
105,GISS-E2-1-G,historical,r9i1p3f1,noleap
106,GISS-E2-1-G,historical,r9i1p5f1,noleap
107,GISS-E2-1-G,piClim-4xCO2,r1i1p1f1,365_day
108,GISS-E2-1-G,piClim-4xCO2,r1i1p1f2,noleap
109,GISS-E2-1-G,piClim-control,r1i1p1f1,noleap
110,GISS-E2-1-G,piClim-control,r1i1p1f2,noleap
111,GISS-E2-1-G,piClim-control,r1i1p3f1,noleap
112,GISS-E2-1-G,piClim-control,r1i1p3f2,365_day
113,GISS-E2-1-G,piClim-histall,r1i1p1f1,noleap
114,GISS-E2-1-G,piClim-histall,r1i1p1f2,noleap
115,GISS-E2-1-G,piClim-histall,r1i1p3f2,noleap
116,GISS-E2-1-G,piControl,r101i1p1f1,noleap
117,GISS-E2-1-G,piControl,r102i1p1f1,noleap
118,GISS-E2-1-G,piControl,r1i1p1f1,noleap
119,GISS-E2-1-G,piControl,r1i1p1f2,noleap
120,GISS-E2-1-G,piControl,r1i1p1f3,noleap
121,GISS-E2-1-G,piControl,r1i1p3f1,365_day
122,GISS-E2-1-G,piControl,r1i1p5f1,noleap
123,GISS-E2-1-G,piControl,r2i1p1f1,noleap
124,GISS-E2-1-G,ssp119,r1i1p1f2,noleap
125,GISS-E2-1-G,ssp119,r1i1p3f1,noleap
126,GISS-E2-1-G,ssp119,r1i1p5f1,365_day
127,GISS-E2-1-G,ssp119,r2i1p1f2,365_day
128,GISS-E2-1-G,ssp119,r3i1p1f2,365_day
129,GISS-E2-1-G,ssp119,r4i1p1f2,365_day
