,model,exp,member,calendar
0,NorCPM1,1pctCO2,r1i1p1f1,noleap
1,NorCPM1,abrupt-4xCO2,r1i1p1f1,noleap
2,NorCPM1,historical,r10i1p1f1,noleap
3,NorCPM1,historical,r11i1p1f1,noleap
4,NorCPM1,historical,r12i1p1f1,noleap
5,NorCPM1,historical,r13i1p1f1,noleap
6,NorCPM1,historical,r14i1p1f1,noleap
7,NorCPM1,historical,r15i1p1f1,noleap
8,NorCPM1,historical,r16i1p1f1,noleap
9,NorCPM1,historical,r17i1p1f1,noleap
10,NorCPM1,historical,r18i1p1f1,noleap
11,NorCPM1,historical,r19i1p1f1,noleap
12,NorCPM1,historical,r1i1p1f1,noleap
13,NorCPM1,historical,r20i1p1f1,noleap
14,NorCPM1,historical,r21i1p1f1,noleap
15,NorCPM1,historical,r22i1p1f1,noleap
16,NorCPM1,historical,r23i1p1f1,noleap
17,NorCPM1,historical,r24i1p1f1,noleap
18,NorCPM1,historical,r25i1p1f1,noleap
19,NorCPM1,historical,r26i1p1f1,noleap
20,NorCPM1,historical,r27i1p1f1,noleap
21,NorCPM1,historical,r28i1p1f1,noleap
22,NorCPM1,historical,r29i1p1f1,noleap
23,NorCPM1,historical,r2i1p1f1,noleap
24,NorCPM1,historical,r30i1p1f1,noleap
25,NorCPM1,historical,r3i1p1f1,noleap
26,NorCPM1,historical,r4i1p1f1,noleap
27,NorCPM1,historical,r5i1p1f1,noleap
28,NorCPM1,historical,r6i1p1f1,noleap
29,NorCPM1,historical,r7i1p1f1,noleap
30,NorCPM1,historical,r8i1p1f1,noleap
31,NorCPM1,historical,r9i1p1f1,noleap
32,NorCPM1,piControl,r1i1p1f1,noleap
33,NorCPM1,piControl,r2i1p1f1,noleap
34,NorCPM1,piControl,r3i1p1f1,noleap
