Year	tas
1850	0.048324547741799506
1851	0.07085624638045829
1852	-0.027653342464986963
1853	0.021689098389401806
1854	-0.010923434691562761
1855	-0.008516721598539334
1856	0.012814588744504363
1857	-0.023478990107378195
1858	-0.003233881174594444
1859	0.012867056030472668
1860	-0.06498643506017743
1861	0.04936375508333413
1862	0.006999733403404207
1863	0.013398386128642414
1864	0.010212044658544528
1865	-0.018070905905631207
1866	-0.001420828441609956
1867	0.015777824283134123
1868	0.01663480085875335
1869	-0.021679081459240024
1870	0.016736351040435693
1871	0.02290999775925684
1872	-0.040103113404427404
1873	-0.027030472586034193
1874	-0.03903579872445562
1875	0.02709145767045129
1876	0.015805108017559633
1877	0.0052550130640725
1878	0.05637385896233127
1879	0.001408523794282246
1880	0.009284907062578895
1881	-0.04288781603645475
1882	-0.021959462762310977
1883	-0.00862895584356238
1884	0.0050587714072207746
1885	-0.11984372290692136
1886	-0.004415646318534527
1887	-0.04615228091603285
1888	-2.493861529728747e-06
1889	-0.04387592542286711
1890	0.0191540411628921
1891	0.058625427587628565
1892	-0.04965277948565472
1893	0.016001344390929262
1894	0.0606941045512599
1895	0.02200165817055222
1896	0.004051054485444183
1897	0.0021065542841824936
1898	0.024759812257570957
1899	0.03584086709804524
1900	0.021185968386248533
1901	0.045693839725231555
1902	0.04376004398557143
1903	-0.08455823235203752
1904	-0.010831885185552892
1905	0.047189862601840105
1906	-0.024133183733226815
1907	0.046642545370900734
1908	0.019526062251202347
1909	0.004897638117142833
1910	-0.003965599701700739
1911	0.0148230139729435
1912	-0.09693231548453696
1913	-0.04448247289678875
1914	0.04555152939474283
1915	0.015247235378751611
1916	0.013303576482485369
1917	0.013115391409542099
1918	0.02569850676633223
1919	0.02048333017381765
1920	-0.0029509503941085313
1921	0.057819845547896875
1922	0.018097788387933633
1923	-0.030093820024319484
1924	0.023029502612416763
1925	-0.014444258284243006
1926	0.024814157511968915
1927	0.06085613851172411
1928	0.01645586130968013
1929	0.09039934985730724
1930	0.02460570997436662
1931	0.08129088717913646
1932	0.03827952397836043
1933	0.05106216315260781
1934	0.008755633362682147
1935	0.0551313562553446
1936	0.004951119901193124
1937	-0.011144790243065472
1938	-0.0062623452201933105
1939	0.0628733527893246
