year,tas
1850,0.00836027668628958
1851,0.010234563727294699
1852,0.008972089666315242
1853,0.06475809258870413
1854,0.04668804360926515
1855,-0.011337949407675296
1856,0.0017214346904665945
1857,-0.04457049873929009
1858,-0.002799867882004037
1859,0.015379095074706584
1860,0.022597417801250685
1861,-0.01925652555638635
1862,-0.06709615914451206
1863,-0.03033264247585521
1864,-0.014073388893564243
1865,0.04111882618951768
1866,-0.03453203162348473
1867,0.04426350216135688
1868,0.024959677649690093
1869,-0.008851190302323175
1870,-0.019942918446474778
1871,0.05765747763956597
1872,0.11758452011758891
1873,0.01626107873505589
1874,-0.004756426978929085
1875,0.00322109187783326
1876,0.00506612144937435
1877,0.04456430935829303
1878,0.04484732156549853
1879,0.0018590363081898431
1880,0.016522778217563427
1881,0.001991614452435897
1882,-0.007652420334522958
1883,0.027308222967974416
1884,-0.04514440756406657
1885,-0.0009803001118484644
1886,0.04401568846611781
1887,-0.013838304487251207
1888,0.020332702878022246
1889,0.02169680237796001
1890,0.0023023156536510214
1891,0.017192042358658455
1892,0.030469472795175534
1893,-0.009004865675080964
1894,-0.03624092483880759
1895,0.007824803505286582
1896,0.0038524798457046927
1897,0.026603157519218712
1898,0.03157933358164655
1899,0.0330099742431571
1900,0.022937755892940004
1901,0.031168305435130605
1902,-0.025433547072225338
1903,-0.025438669438017314
1904,-0.021702758367666775
1905,-0.03471929079120173
1906,0.0001908566181327842
1907,0.024338205927733725
1908,-0.044112358802635754
1909,0.02051376687956008
1910,0.011805822925566645
1911,0.02171441851231748
1912,-0.0478969972740515
1913,-0.0249567739162444
1914,0.04064531892515788
1915,0.025281102255064525
1916,0.044008418955058914
1917,0.02770371739256916
1918,0.01996378776414076
1919,0.03593309452531912
1920,0.038323726952171455
1921,0.04403066691844515
1922,-0.001005141608629856
1923,0.014021087278138111
1924,-0.03753035325848941
1925,0.009632998915549251
1926,0.08235054143153775
1927,0.026723281874808436
1928,0.013381224152965387
1929,0.07693131313510548
1930,0.06491256455706207
1931,0.05350455325731218
1932,0.09852480164346389
1933,0.059495326708429275
1934,-0.022081359932542455
1935,-0.010406567595509841
1936,0.053856696399918746
1937,-0.011031894878840376
1938,0.012053164837595887
1939,-0.018852236182738125
1940,0.06041748701557026
1941,-0.04099029229098505
1942,-0.018630246115947102
1943,0.05372075350925343
1944,-0.007225221973840235
1945,-0.0531818946062117
1946,0.04341494764071285
1947,0.0024551423675802653
1948,0.04220156418529086
1949,0.038620985402189945
1950,-0.0010164426368532986
1951,0.03925919675253908
1952,0.02605360209037144
1953,0.024067945424462778
1954,0.09209126027769798
1955,0.06617093781773065
1956,0.00572060104650518
1957,0.02786784215766147
1958,0.053634318627928224
1959,0.05535428734094694
1960,0.06236564673270095
1961,-0.013536722972560256
1962,0.022439447828446646
1963,0.006397047567475056
1964,0.04584365624026532
1965,0.04184907545288752
1966,0.04673001366234075
1967,0.0008087319839660267
1968,0.06333475294502477
1969,-0.0018920494238159336
1970,-0.019279303812140824
1971,0.04993019246791164
1972,0.005087219141614696
1973,0.08563371918012308
1974,0.07027203434699913
1975,0.046001712102963666
1976,0.052005410605772795
1977,0.0465941308367519
1978,0.050221843479221207
1979,0.10058330372049795
1980,0.06720573769399607
1981,0.03821182615206453
1982,-0.008196761845965739
1983,0.014040658210888068
1984,0.04751369552633378
1985,0.028014634419832873
1986,0.049052464725605205
1987,0.0441035507371339
1988,0.12620033053212865
1989,0.061468748584331934
1990,0.13850219177192002
1991,0.09294101431333956
1992,0.04818218461156221
1993,0.09526118144714246
1994,0.1571353125180508
1995,0.10976661140512078
1996,0.10551827024568183
1997,0.17548864610125747
1998,0.15262076229646482
1999,0.15226221397819018
2000,0.11320343117859011
2001,0.08024075167196543
2002,0.07745318209498464
2003,0.10747257640491625
2004,0.10719717452570876
2005,0.170158621633675
2006,0.18419542618863716
2007,0.19705608624701654
2008,0.14265632381068372
2009,0.20567674923131563
2010,0.16954790605853987
2011,0.1721302817443302
2012,0.13231200288578293
2013,0.15992333726467223
2014,0.21908314240863547
2015,0.24628974155592687
2016,0.18546988850448543
2017,0.16711815399412444
2018,0.18678403243512776
2019,0.1888602833498112
2020,0.1874908034187115
2021,0.1917346573935106
2022,0.13786633200601273
2023,0.2308702394192892
2024,0.18905028186475192
2025,0.1921712800564137
2026,0.19419486163445754
2027,0.23889401619913997
2028,0.21311389140169013
2029,0.25438394668913134
2030,0.23232740932382967
2031,0.24028518776350438
2032,0.24329337062602008
2033,0.2515748523529737
2034,0.26405240714484535
2035,0.24347596893710488
2036,0.2575191739529714
2037,0.23420395703197983
2038,0.25297765579273346
2039,0.25452414342487373
2040,0.2970935613514598
2041,0.24133094799248056
2042,0.27006118478811914
2043,0.21868112046996657
2044,0.22160757836633138
2045,0.21863066403875564
2046,0.24635522764492634
2047,0.2522341133729924
2048,0.22952905013590907
2049,0.22246534217566705
2050,0.27468738221369904
2051,0.24176540993425988
2052,0.22750450280000223
2053,0.31270046314125466
2054,0.28774943687255927
2055,0.2449165951892951
2056,0.29116968745711347
2057,0.26533031534540896
2058,0.2622244998959786
2059,0.23578062713448844
2060,0.26497283549167605
2061,0.31634103703811434
2062,0.25610773926081265
2063,0.28289645077768455
2064,0.22214763477728638
2065,0.3004787311301129
2066,0.3145516075202863
2067,0.24744124731046213
2068,0.2959491833670427
2069,0.2848680000989816
2070,0.22523690065889923
2071,0.2537604770236612
2072,0.2575930957990522
2073,0.29336105372357224
2074,0.3173362175821808
2075,0.2836878797924669
2076,0.3395146353993823
2077,0.25409818516203586
2078,0.33438944236644375
2079,0.24512783649038283
2080,0.3266875732731478
2081,0.258923687465483
2082,0.30047269223337025
2083,0.2624377241734237
2084,0.25393949193937715
2085,0.3246780135016252
2086,0.2267249136456826
2087,0.26667235245275833
2088,0.2662508092129201
2089,0.3251240841326535
2090,0.32929618360680024
2091,0.2272336667460877
2092,0.2918122390286726
2093,0.3189952163040175
2094,0.2909520031365673
2095,0.34034536826129624
2096,0.30013902828937944
2097,0.3255414190044803
2098,0.29966109897844717
2099,0.27983076756095215
2100,0.3484336512409527
