year,tas
1850,0.05731882343707184
1851,0.01970151728289693
1852,-0.019766139891601142
1853,-0.029078481951728463
1854,-0.00546178470921177
1855,-0.024982725940446926
1856,-0.003069461962809328
1857,0.024738463905123353
1858,0.0375537060567126
1859,-0.029132440432363182
1860,-0.02800568199427289
1861,-0.01603549657363601
1862,-0.07946102078403783
1863,-0.006551920058370797
1864,0.04430314384626399
1865,0.01805535366645472
1866,0.024358312417973593
1867,0.019742413787639634
1868,-0.02884493403405486
1869,0.04188373640249665
1870,-0.00041535373770784645
1871,-0.038326743583638745
1872,0.04393339228232662
1873,0.01133521424361561
1874,0.0008186333807884694
1875,-0.03495166932708571
1876,0.019365249413226593
1877,-0.01942071396126721
1878,0.04579280200840685
1879,0.019755796045558327
1880,0.012712670406415327
1881,0.034675582060060606
1882,0.027183686855153155
1883,-0.008533213307089227
1884,-0.046879585067529206
1885,-0.002076391574689751
1886,0.04114297235082631
1887,0.021545166410305683
1888,0.03532072524075147
1889,-0.023500275289848105
1890,-0.006520425434246135
1891,0.0025449360936136145
1892,0.05493793345328868
1893,0.014304007237285532
1894,0.04243059226496371
1895,0.057440599523829405
1896,0.004045396334333873
1897,-0.007828780648253542
1898,-0.027396808743787915
1899,-0.07084183414519885
1900,0.041797311211496435
1901,-0.019742689978443195
1902,0.039375430643474374
1903,-0.00722370523283189
1904,0.016605659874869616
1905,0.023022999572617664
1906,0.02615324765997684
1907,0.034187612018058644
1908,0.005910361278608889
1909,-0.0054950764944123875
1910,0.009252283641160375
1911,-0.04007760815079564
1912,0.04983183855910056
1913,0.01653576384524058
1914,0.05296982642852299
1915,0.017123919387472597
1916,-0.008112559990877344
1917,-0.019235644261982543
1918,0.05317420195848399
1919,-0.03878124479916778
1920,-0.011375041707538003
1921,0.05853119264708084
1922,-0.012843998144489888
1923,0.026927417875469928
1924,0.046256675948029624
1925,0.016999009854657743
1926,-0.004310375200361705
1927,0.011178991309009234
1928,-0.0019434143383705305
1929,0.03095754705447007
1930,0.03327002475617746
1931,0.06737404349593135
1932,0.05861999322593192
1933,0.009534996135926121
1934,0.12421386274968427
1935,-0.046262374063758216
1936,-0.04701364934527419
1937,0.044698374713277644
1938,-0.01186720965671384
1939,0.012889764550436666
1940,0.03827409959575334
1941,-0.014477393687002404
1942,0.02534923350464169
1943,0.022859901315428033
1944,0.012496152191488363
1945,0.06579909900699477
1946,0.06897969269584792
1947,0.052386977242235844
1948,0.1207673787865815
1949,0.0411866986354994
1950,0.0006451616126241788
1951,0.04675940793362088
1952,0.1576551020478405
1953,0.08577209706299982
1954,0.02455365092151851
1955,0.05311323599028128
1956,0.06538370687360384
1957,0.060715534769769874
1958,0.06534489505150987
1959,0.0658842158586026
1960,0.06457200316725675
1961,0.06221637140032499
1962,0.09282906362483345
1963,0.04273040770789294
1964,0.021419889662297464
1965,0.00032668239543909294
1966,0.045883219346649184
1967,0.06978953659466924
1968,0.055410186812366646
1969,0.014339046021461854
1970,0.08743223640766473
1971,0.004723063603137234
1972,0.042879213173023345
1973,0.05852367313156037
1974,0.08310155079851711
1975,0.019290731274622885
1976,-0.0038796807896233076
1977,0.07691716276718807
1978,0.04014890086551759
1979,0.07366941663764237
1980,0.1008577291814845
1981,0.12320364066545153
1982,0.10303401336238949
1983,0.04167740593180724
1984,0.051814192252493285
1985,0.18683166673866936
1986,0.04661709248017587
1987,0.09144236705321873
1988,0.05509001180212181
1989,0.16564373813207567
1990,0.08112432516128365
1991,-0.015389952780878957
1992,-0.005146360056244248
1993,0.0762732382807485
1994,0.09078799166945828
1995,0.11984989610408547
1996,0.11673255280845751
1997,0.06787935211536933
1998,0.1303054699956192
1999,0.16431593401193823
2000,0.11279508804761917
2001,0.13492457987399575
2002,0.24047717627558995
2003,0.14194195102891172
2004,0.15203099711447976
2005,0.14378008594195535
2006,0.14633872425230265
2007,0.11927361941928893
2008,0.12399005505966443
2009,0.13850576831691797
2010,0.18303940016727438
2011,0.19046499182229581
2012,0.133910776216851
2013,0.10666725051362391
2014,0.16215047809993166
