year,tas
1850,0.13064820437591607
1851,0.04684552753144544
1852,-0.05257761333234612
1853,0.03767926627813267
1854,0.10561699364996002
1855,0.021871581686298214
1856,0.04615643425677263
1857,0.003461726667978837
1858,-0.01125362807692909
1859,-0.004193292944194127
1860,-0.04741599509162597
1861,0.01758215630172799
1862,0.04710817840600612
1863,0.05668851349048509
1864,-0.004041107217858553
1865,0.046648928630986575
1866,-0.03060662224220323
1867,-0.05318391352079743
1868,-0.010629856572961671
1869,0.030072111193817364
1870,0.022077444062631457
1871,-0.0442482663672763
1872,-0.04758694553470377
1873,-0.01452943141759988
1874,0.019414178595070553
1875,0.031401667633758734
1876,0.006040879829640744
1877,0.05579332672260762
1878,-0.058013891294194764
1879,-0.005504625084768122
1880,0.04706528051809755
1881,-0.002225000741589156
1882,1.608400498298579e-05
1883,-0.0436230761600882
1884,-0.11008065032086733
1885,-0.059850099333914386
1886,-0.015685836971442768
1887,-0.010580504485915299
1888,-0.022609715882254022
1889,0.016219588606077195
1890,0.04203495818609326
1891,-0.010786950883925783
1892,-0.04355857597965951
1893,-0.015770536872707908
1894,0.011168748922614213
1895,0.025028350251204756
1896,-0.03010259920711178
1897,-0.019095775161417805
1898,0.02077857084708512
1899,-0.0370794562037986
1900,0.042196470695728294
1901,-0.004145629112429106
1902,-0.005213081222564142
1903,-0.027598616582906743
1904,0.003069798380465727
1905,-0.014029759715924683
1906,0.008152542765344606
1907,-0.03141149118221165
1908,-0.010838735384709253
1909,-0.006217787504738226
1910,-0.0009673512151948671
1911,0.0783989313249549
1912,-0.028847274589850258
1913,-0.039021694763846426
1914,-0.017361857443972895
1915,0.017180306462080353
1916,0.018817403456296233
1917,0.020856323573980262
1918,0.030249758770878543
1919,0.034775387414697434
1920,0.0013081928151450484
1921,-0.013015417763995174
1922,0.005923712542426074
1923,0.024666740118561847
1924,-0.010498526768060401
1925,-0.006871533736784841
1926,0.06027140823329091
1927,0.06869909017632381
1928,0.0317189524627679
1929,-0.025331990693018724
1930,-0.007562342156234081
1931,-0.003670703318221058
1932,-0.0359283924524334
1933,0.08378934199424748
1934,0.029871978235121333
1935,0.013020205456655276
1936,0.039046882304432984
1937,0.09491823621829099
1938,0.06698471836699582
1939,0.004351818858140177
1940,0.034540712837610954
1941,-0.030938032291658146
1942,0.034457234168939976
1943,0.00039037050794377137
1944,0.07262634604308005
1945,0.07718881302730551
1946,0.07577262428577569
1947,0.02421660586418284
1948,0.10139016519883626
1949,0.028178205978235837
1950,0.0014024991248788865
1951,0.09264743354873417
1952,-0.007353182691076654
1953,-0.04832344633922503
1954,-0.0006857926162524564
1955,0.03986123972816813
1956,-0.03549054217620551
1957,-0.024687002481186937
1958,0.015054527049585431
1959,-0.0011348355479867678
1960,-0.02497601654988557
1961,0.06270617550910629
1962,0.0977239187111536
1963,0.0378540001668739
1964,0.01552948530706999
1965,-0.01368935177572439
1966,0.0622917042668405
1967,0.08410316785591476
1968,-0.002665200841306614
1969,-0.0006853887504689737
1970,0.08174144667873406
1971,0.08764270112646955
1972,0.04059887860972822
1973,0.0036647882325269165
1974,0.02498585838748113
1975,0.03781806278999511
1976,0.06720349981458185
1977,0.07148683191303462
1978,0.06150767103366661
1979,-0.000303041936945192
1980,0.0374327956415641
1981,0.01133655143416945
1982,-0.004975147532206847
1983,-0.03532430441453016
1984,-0.018271618391622724
1985,0.04938688538459246
1986,-0.018258483604768116
1987,0.010925022019250719
1988,0.06882220081661217
1989,0.07420574112040867
1990,0.036748288919397964
1991,0.08638720947544698
1992,0.03253018926375262
1993,0.009488606597187754
1994,0.056440121042783176
1995,0.10325559218210856
1996,0.08243379517165295
1997,0.10522690660735634
1998,0.05336702216294498
1999,0.12766982738565957
2000,0.0598521867111117
2001,0.09698715952794146
2002,0.08995701438527703
2003,0.11069876721728633
2004,0.10030538732672767
2005,0.13212309511857256
2006,0.047201312706818044
2007,0.09618680177715078
2008,0.12200646832974371
2009,0.08069177161678454
2010,0.11151161764144035
2011,0.10147382162153917
2012,0.05529953619674188
2013,0.08727063784613165
2014,0.15147074243532188
2015,0.14996481876528378
2016,0.1375745578977785
2017,0.1286372138634988
2018,0.16254005198237564
2019,0.12195903419262777
2020,0.09003151419381084
2021,0.16709991260273682
2022,0.2098448239252093
2023,0.1749239087271235
2024,0.10463095872012218
2025,0.1786592987805875
2026,0.12080221755525145
2027,0.18811018918881928
2028,0.15620327047395222
2029,0.18262680528823694
2030,0.21657490971961124
2031,0.18290924045163592
2032,0.19673357555052462
2033,0.12983142484745258
2034,0.12162183253377634
2035,0.1606594305027329
2036,0.13225312806969214
2037,0.16222556214364658
2038,0.18257214422874313
2039,0.18967463279051344
2040,0.17249939512294077
2041,0.1955494654931158
2042,0.16754817000861522
2043,0.1891175169648136
2044,0.1863159072796634
2045,0.20946349504851014
2046,0.2040615291149379
2047,0.10873882312074556
2048,0.1772666347321774
2049,0.19556155710330358
2050,0.20699718237079878
2051,0.1833324673914376
2052,0.2180807924486885
2053,0.273632710388938
2054,0.24973221040045246
2055,0.2091725900610868
2056,0.18741115456958823
2057,0.2062042658915857
2058,0.18009147015624194
2059,0.28071328410288743
2060,0.2602114566302589
2061,0.20167841670559028
2062,0.2638709170560105
2063,0.2230138809284199
2064,0.19941087926673617
2065,0.24331543747808837
