year,tas
1850,-0.03579168743175387
1851,0.06597806546392349
1852,-0.04594317743618603
1853,0.02331454613988626
1854,0.024959468920997097
1855,-0.0626788495858932
1856,0.0008094646426570762
1857,0.036638029219602686
1858,-0.07699550812361622
1859,-0.052073136793637786
1860,0.019210159602209842
1861,0.030366223376574908
1862,0.037513059732418697
1863,0.06802751175007415
1864,0.03776423767936876
1865,0.02507540864337443
1866,-0.05525686281760045
1867,-0.03017769973223494
1868,0.022724099920424123
1869,0.03468746774279907
1870,-0.005154643895252775
1871,0.022601434186356073
1872,0.046419713962052356
1873,0.01911598737035547
1874,0.033061883896039035
1875,-0.005671069093239112
1876,0.020806791911866185
1877,0.004308741958084283
1878,0.0754290983370538
1879,-0.0006741048392768789
1880,-0.0705022849241459
1881,-0.0009068119131256935
1882,-0.028238913353902717
1883,-0.03423689973629962
1884,-0.1447466086606255
1885,-0.006024871357567463
1886,-0.053726612454966016
1887,0.0013078472248935213
1888,-0.037631397195070804
1889,0.014536297991014635
1890,-0.01333540268217348
1891,0.007159507948244936
1892,0.08302276155205845
1893,0.057327920077057115
1894,0.03173333046197513
1895,0.011495365761675203
1896,0.0035611680197007445
1897,0.04705244392766872
1898,0.0065008129191710395
1899,0.021488847707814784
1900,0.019192937137745503
1901,0.06162901714185409
1902,0.04014870524451908
1903,-0.047926648341558575
1904,0.006985931822725888
1905,-0.008971149749584129
1906,0.025706053579369836
1907,-0.03016591359761378
1908,0.07069257247593441
1909,-0.006353469415273594
1910,0.0685212370437398
1911,0.025188082906936415
1912,0.041780629517688794
1913,-0.0013852348828322647
1914,0.0402881841878866
1915,0.04247563589990477
1916,0.030835132457923464
1917,0.0100777321851524
1918,0.051414227019279224
1919,0.030103951255966876
1920,-0.028465253580350236
1921,0.07035531542351237
1922,-0.04621577969481905
1923,0.04766781955902388
1924,-0.009396636476651565
1925,0.02285668149892217
1926,0.027745184742911988
1927,0.021622441704380435
1928,0.020518051398425996
1929,-0.0009379771299222739
1930,0.02558864909207159
1931,0.02751256853372297
1932,0.025034836947725125
1933,0.08583987304666607
1934,0.03795635298234856
1935,0.025045076341712047
1936,0.04856392580893498
1937,-0.02366003022058294
1938,0.040416573375068765
1939,0.02512570676856285
1940,-0.021387625354805095
1941,0.025602167312911206
1942,-0.026131579672039607
1943,0.05115056611066393
1944,0.020763207960044383
1945,-0.015099858442283676
1946,0.02739564221769797
1947,0.03559742323403725
1948,0.07658400898401396
1949,0.036722680702723665
1950,0.04939051278262241
1951,0.04243173421195934
1952,-0.004355226703410153
1953,0.03238389759388838
1954,-0.004187863324148111
1955,0.00901600860106555
1956,0.01849674153191927
1957,0.009031029078755637
1958,-0.007499152406921894
1959,-0.035268815812059984
1960,-0.05424589040353567
1961,-0.029061273034642454
1962,-0.04194648860391226
1963,-0.10079952529520142
1964,-0.03937950912558108
1965,-0.010977833714264307
1966,0.027926236893165424
1967,0.044199366546763486
1968,0.042021287500062954
1969,0.032024767680411514
1970,0.009460307062965967
1971,0.0051948864575024345
1972,0.003828746151668838
1973,0.05672665286829215
1974,-0.0034891127299374602
1975,-0.054894651229915326
1976,0.019322205999003472
1977,0.002598772021087825
1978,0.02380782907385992
1979,0.05882345188291538
1980,0.046537434518370446
1981,-0.008940798034814179
1982,0.04015542694037322
1983,-0.006574821886090376
1984,-0.011576213374837607
1985,0.07115408551260316
1986,0.09276940781199983
1987,0.08010039430905636
1988,0.07936156091642488
1989,0.04152438693517979
1990,0.032805857759512946
1991,0.030984195648898094
1992,0.029715649478816886
1993,-0.03941652058136924
1994,0.08421515330405782
1995,0.04507422528530469
1996,0.13274982429391002
1997,0.08080551516360401
1998,0.05869994213128393
1999,0.07182930742635563
2000,0.007206612309062166
2001,0.10025852730035467
2002,0.1366554395818298
2003,0.07030743576871146
2004,0.13213234244369687
2005,0.09549590160401067
2006,0.08505069157297385
2007,0.08280066391444052
2008,0.06495122374207085
2009,0.11476960366644562
2010,0.09355289280762236
2011,0.08977609599367042
2012,0.09538711748706419
2013,0.13832386679757747
2014,0.11097004192282611
2015,0.09039945266454197
2016,0.08870042550324797
2017,0.09896730744509341
2018,0.15158965365696986
2019,0.19702566223276108
2020,0.15444945630196116
2021,0.16499974543626195
2022,0.17997600348292053
2023,0.14212606915890547
2024,0.19676800924037252
2025,0.18588749628003143
2026,0.13162834318461591
2027,0.1687850103489268
2028,0.18873071657526452
2029,0.17221114745899513
2030,0.260123005681578
2031,0.16409524003768183
2032,0.18827374674219755
2033,0.22281892147447024
2034,0.20813010371392693
2035,0.23765304339235627
2036,0.1836305417379549
2037,0.18471604708776113
2038,0.22696972007520344
2039,0.23939344210975833
2040,0.24491949925925383
2041,0.2410383514455816
2042,0.22364145343686914
2043,0.2834160976895532
2044,0.24233653675958067
2045,0.23745290447652678
2046,0.2169814370408858
2047,0.1927422949467541
2048,0.2321692934106636
2049,0.18670495236654006
2050,0.22542179760472436
2051,0.33025373332543495
2052,0.20886890176291217
2053,0.2887730717426962
2054,0.28524004892068433
2055,0.3161291792881684
2056,0.24422561908158968
2057,0.3006072540882201
2058,0.29578394008393616
2059,0.3126888991484975
2060,0.2704335561400626
2061,0.306850211963706
2062,0.2554952396996555
2063,0.31275942029162707
2064,0.25746612044991934
2065,0.2724770658533089
2066,0.2528050363591774
2067,0.25111120451288116
2068,0.261898979395653
2069,0.3418155099550404
2070,0.29515907759417814
2071,0.29003142169290186
2072,0.21487482762404397
2073,0.32320329857623165
2074,0.31545536932191
2075,0.25380523826373746
2076,0.2989566378324753
2077,0.2188732513519085
2078,0.2712788230660408
2079,0.30778257078566185
2080,0.28464820447175043
2081,0.2935720611591819
2082,0.2992751617334193
2083,0.2962798685988446
2084,0.31644757746465757
2085,0.2643336585410907
2086,0.3138474376254976
2087,0.29412296202781363
2088,0.3378945615623934
2089,0.3103303308932368
2090,0.3342316973519246
2091,0.3174347554428323
2092,0.2528203194192997
2093,0.3482378730262212
2094,0.35888041483923416
2095,0.21717666929384905
2096,0.31008484835399486
2097,0.3261251565147063
2098,0.2495712145908442
2099,0.29573789701345277
2100,0.3146574385262966
