year,tas,rlut,rsut,rsdt
2015,1.7500940649246672,0.43420821486708405,,
2016,1.70781904025921,0.4350583135361603,,
2017,1.461400600811828,-0.15932399963531907,,
2018,1.6504165660614376,-0.07991986088461545,,
2019,1.624180169576391,0.12254537400181675,,
2020,1.420906235415032,-0.3074452068559026,,
2021,1.506647380893014,-0.2011012336737963,,
2022,1.5528138833203684,-0.19176798228937741,,
2023,1.6631311110888305,-0.005406402098770968,,
2024,1.759096005510969,-0.008185650589553006,,
2025,1.764680109369408,0.443043765136224,,
2026,1.7742311304533018,0.19728660903763284,,
2027,1.8598996344268812,0.04993171419712894,,
2028,2.0316497324145075,0.14880595648403983,,
2029,1.9623710130955487,0.5702440658103001,,
2030,1.811740271209544,0.30307944742688164,,
2031,1.8847733051611044,0.2953870284295874,,
2032,2.064997298232356,0.5175265865151459,,
2033,2.011446802254852,0.4341457188969855,,
2034,1.957854845425345,0.3502061110107775,,
2035,2.0455126353072046,0.42616380801155174,,
2036,2.173270039965246,0.7914599778910087,,
2037,1.8675615473822518,0.25107237184798237,,
2038,1.9428437397276639,0.2773475772934546,,
2039,2.0925086340158146,0.5312410575421893,,
2040,2.1201852546905116,0.5757419545617495,,
2041,2.0061203149368225,0.6514366083296181,,
2042,2.054426485568797,0.5500183705499069,,
2043,2.1672310125341596,0.7008636003984918,,
2044,2.000315256915428,0.7628474984315119,,
2045,1.6828560868797808,0.06343230275453493,,
2046,1.9056097609064295,0.43103765667788707,,
2047,1.9030031657412678,0.42326414307646587,,
2048,2.1295240981851293,0.602553000016627,,
2049,2.28603703179283,1.2720646027187001,,
2050,1.999879515593932,0.7161158698959866,,
2051,1.9801110112120455,0.6655815770208449,,
2052,2.040287051135806,0.8153422931497118,,
2053,2.1936019649718332,0.9319822335264405,,
2054,2.073310146576489,0.8241731868345141,,
2055,1.9939114236268551,0.5636488557009329,,
2056,2.0489948196279784,0.8778504385142014,,
2057,2.065837757099871,0.9180394190571803,,
2058,1.80240671586688,0.5287269649634823,,
2059,1.8917669731478668,0.3781587698175599,,
2060,2.1355966719075354,1.0070475788787974,,
2061,2.0072902716559042,0.9479445075857598,,
2062,1.9822053233854149,0.7014052371300181,,
2063,1.9567238850167428,0.8784605104110597,,
2064,1.890727580764974,0.7917970921283484,,
2065,2.046428393741053,0.8685463242968297,,
2066,2.1564271305796296,0.9306772438704627,,
2067,1.8323147200499648,0.6662751463274788,,
2068,1.8760066274658698,0.7822466033073567,,
2069,1.9928311868432615,0.9154854486981208,,
2070,1.9621278557707456,0.9407122422953194,,
2071,1.9406521638879894,0.7709414024211299,,
2072,1.8886828444506705,0.6626398494724413,,
2073,1.9295095367087924,0.756912690238039,,
2074,1.825432253122358,0.7996335120312779,,
2075,1.9288547412822936,0.6832661318408668,,
2076,2.1153117226170934,1.1307338955762418,,
2077,1.8127128543979438,0.7772341563324687,,
2078,1.8715011103376469,0.6758280290091818,,
2079,1.9379426680191614,0.8617587052130489,,
2080,1.973668281125697,1.0582263830922614,,
2081,2.0582305517433497,1.1232272963984258,,
2082,2.018589926244715,1.364263071327656,,
2083,1.888240962145062,1.0118123136724648,,
2084,1.844948856316023,0.9532279562700694,,
2085,1.9373727080812273,1.0737710811763748,,
2086,1.8910374319539187,0.9413776984446827,,
2087,2.050990463978735,1.082933956189862,,
2088,1.9042808088565266,1.0047192460164354,,
2089,1.8756796810822607,0.7032901393615418,,
2090,2.0036688091569204,1.1511571241113074,,
2091,1.8733465877455728,1.1386228290107567,,
2092,1.7357290679984771,0.8152895350798417,,
2093,1.8267925925665622,0.9903804395237614,,
2094,1.934609152988969,1.189189571120579,,
2095,2.0524398333352565,1.2718900518108,,
2096,2.1805549860342808,1.6504355064297442,,
2097,1.995480003500461,1.2691065315843275,,
2098,1.9257284128280503,1.2286044779554857,,
2099,2.002953552894212,1.2893930009037717,,
2100,1.8737605543874452,0.9815861530222776,,
