	year	ACCESS1-0	ACCESS1-3	CanESM2	CCSM4	CNRM-CM5	CSIRO-Mk3-6-0	GFDL-CM3	GFDL-ESM2G	GFDL-ESM2M	GISS-E2-H	GISS-E2-R	HadGEM2-ES	inmcm4	IPSL-CM5A-LR	IPSL-CM5B-LR	MIROC-ESM	MIROC5	MPI-ESM-LR	MPI-ESM-MR	MRI-CGCM3	NorESM1-M
0	1	0.11451985793430546	-0.2435414469249284	0.429116777508132	-0.2486991435254769	-0.269877923981499	1.294125941332497	0.5776378245311378	0.0015415480264985258	0.3718353316514687	-0.14087038219703166	-0.5985132352806685	-0.3374757729494869	-0.1784626365666827	-0.06888867311869536	0.13114070500460012	0.19431987898559488	-0.1649888254019531	0.20902761009026607	0.4103483338453491	0.8431491314841123	0.08540945565917135
1	2	0.2401387662022249	0.2416531279502185	0.01176922450393289	0.17601142271461634	-0.2189368300992619	-0.07199233075732056	0.7111277980098836	0.21774918653984024	0.469763909174754	0.2129827546429308	-0.10276331942085218	0.5743973411755097	0.04399472753664293	-0.5368553204845768	-0.33799279924083714	0.4809203185237447	-0.23271831119868944	-0.02389733392267513	-0.40075969716468346	0.34449197021047384	-0.11790986801283336
2	3	0.02040219600124024	-0.08047471123523411	0.6993572342473764	0.21193779713511648	0.10570305472733932	-0.5081981406535295	-0.3939368362647889	-0.39346911900781056	0.2562633159242932	0.19877397684155568	-0.3042615299955553	0.5689082443985972	0.0495680983184889	0.2921856144972344	0.40897355196984464	-0.32593566255891343	-0.09083045134478816	-0.06392925317730057	-0.10406417882066436	0.22101571201295325	0.007377568420720963
3	4	0.7947491912819824	0.4439329047658539	-0.08268551316551824	0.13823404639138093	0.18398290566068928	-0.614457217027019	0.6112504344865917	0.8307547562583812	-0.371870346589789	0.3843235892720199	-0.3161810331938085	0.1357494684095264	0.5955687104914352	-0.014751015757374678	-0.4398113951729327	0.8800339893833226	-0.17413191748088616	0.3470179736143676	0.5711189406749525	0.3932421065550161	-0.1250004261254766
4	5	0.3100741581969728	0.0777239183525805	0.5039143949700602	0.7864650903739233	-0.03339229861395448	0.6122353231134461	0.1979287330539522	0.5244597192122992	0.527212591565618	0.204198126051412	-0.06511164143292231	-0.17502728632044826	0.7525347745402899	-0.03265049306619607	0.1728654995587551	0.8542191558496477	0.15067931640680485	0.06052233122097345	0.19793622893446847	0.4420324847651389	0.8977366174422021
5	6	0.0962990232403707	0.29084342856254514	-0.07451414744704286	0.1812949025608752	0.32122206010228105	0.5325893426012491	-0.5956071015975888	0.8032942730725557	0.4754382969176774	0.2458412819627301	0.33871888065045536	-0.09602233817617482	0.180168675219266	0.11978942845194206	-0.5043758513996311	0.4851792929977258	0.1927748307609437	0.30939578058113937	0.865045463160506	0.7787450607723985	0.7464748500631144
6	7	0.011859699429151035	0.43803170797671703	0.3747742827465551	0.3665391472689601	0.17909584795769512	0.7051263116681938	0.6761612555539606	-0.1957587175949386	-0.22634285975431315	1.1477999737138938	0.2063822616621128	0.09861711270821384	0.4887434013639407	0.5517337767513296	0.08544147343550937	0.4742946545927858	0.3536217694979858	0.32297427951485674	0.8683521903695306	-0.015202502396228891	0.2448907297444086
7	8	0.12912448331694734	-0.006507565130083201	0.7415671972800641	-0.11711607568451628	0.5230912930960301	0.2172236663100802	0.9463154496193632	0.3915646750139847	0.33225052984844433	0.0877369828842747	0.4414219592937654	0.4120122067540084	0.218302549341204	0.18440195457640046	-0.12660312639064492	0.8126062678782748	-0.052398583887863885	0.4455718464197858	1.0242014176593113	0.4510332488737894	0.48461188281170037
8	9	1.088294282897972	0.1507966319295583	0.006550500034107537	0.4638277167088861	0.4448420041082101	0.7830660444743777	0.09109486975580808	0.513445715594612	1.042359716370448	0.4875273919174747	0.7930723387345138	0.3330423492766162	0.05763653100774808	0.27445937267082104	0.09288437919853627	0.8043638269201996	-0.2496411241932505	0.2134997407147408	1.0814101673818222	0.9802861792055816	0.8610508960573412
9	10	0.7809203573740864	0.5371042015800342	0.031100554491514013	0.8290825490915086	0.012562461205399179	0.9180573330689916	0.9791354444066512	0.7712865931961185	0.514418735326121	0.9706554320937592	1.3360452194688293	1.2491789519847385	0.6464040787820267	0.1652429748666381	0.7302130382200698	0.7426945931025496	-0.3627858559079325	0.6170651048783112	0.9848527666836836	0.8811731963937486	0.9183134210533948
10	11	0.9920949472138272	0.596853226848073	0.9002178304302191	1.1493166502581482	0.5300001665065119	0.2952322554507765	-0.02432150892335672	-0.4228461974674823	0.07726051139915316	0.7013423479184432	1.276651967372878	1.2024706223474726	0.14702473688670029	0.7255455161785234	0.2898748135632067	0.5993500754547141	0.215650409855874	0.5647235893320424	0.6965328729736188	0.8062817322137651	0.49000909741824955
11	12	0.33626854868073497	0.8744791830384473	0.386095308643464	0.7315898461848008	-0.008428735086327938	-0.361298044016432	0.8378358061683349	-0.09711521601470972	0.18270813282405893	0.9718947886693502	0.7873942231127529	0.8510499619645491	0.7353824546401133	0.04387365255196088	-0.21525003793443145	1.097785833732276	0.7222985435201691	0.4356671142326589	-0.16277834459660906	0.4404725842291743	0.6215206642763265
12	13	0.55615763865636	0.5148604177784566	1.3285148259146542	0.19479468809974687	0.7119775861943567	0.5482814913559682	0.5252116305446586	0.2927599556648599	1.5164461342737965	0.9480891058237968	1.007698650550549	1.0967969331675524	0.5000854242100313	0.8806887305604372	0.6520885335286093	0.6931313442495122	0.8508406806441355	0.6765149215963525	0.5946627106936369	0.6808460707197229	0.8644465913205066
13	14	0.7106584485862004	0.16857497036557392	0.16620779262313895	1.1533322597643276	0.6200397256743582	2.034922746910894	0.7528765701449516	1.2673208778203209	1.3930254307453054	1.1279956242665516	1.1243179337537352	0.635657800799659	0.7835970925118814	0.4563159023893053	0.7481463138569336	0.8408390413033515	0.32276213246214597	1.2023951644450288	1.2854812096451094	1.1166683927082814	0.4691117267730777
14	15	0.6774844250959218	0.4169758661201335	0.5713852900409352	0.4473954603808927	0.5937383833331515	1.3099939782556174	0.9645608076737436	1.423227737522406	0.1599867158988853	1.1940590293881996	1.4087496222357276	0.7746803000213837	0.4585251511591542	0.6811845648165289	0.4859448868663709	0.8109980603751294	0.3195837618707305	0.3252904553215064	0.8124110977787253	0.9247258689161229	0.6510970601907936
15	16	0.4632647494474105	1.2120243495713974	1.6652290555689273	1.0271002055639378	0.4983872101778376	1.009179189949883	0.7938958266840166	1.068236052653384	0.053716721328314836	1.016085014627076	1.648874569813385	0.5782407649056568	0.6606158425270493	0.8235645335602608	0.3769099019865534	0.8107162847379781	0.07865048815937678	0.580636199804684	1.8620990455591968	1.0180064813652243	0.9362012780145291
16	17	0.917405898750456	0.7561915373207583	0.8959459535971441	0.7683117680056475	1.0784169159601924	0.4934903610928312	0.457948017037795	1.9624876951780696	1.0227976767273208	0.8201017420806511	1.9753206818881337	0.8960246702518508	1.0130469373369273	0.6632892153338708	1.19547016388067	0.34258873597978645	0.6057497159933398	1.4566908874147155	1.651225827314054	1.1526574114263872	-0.0245325884801868
