Year,tas_diff
1850,0.11621419197670427
1851,0.07685286774681596
1852,0.07510198264334295
1853,0.053710923246498884
1854,0.18780490960888788
1855,0.061310371491639225
1856,0.000651852279636168
1857,0.03290156953552198
1858,0.027475833040914555
1859,-0.1382287851293993
1860,0.17581184943250422
1861,0.2695550603121946
1862,0.10299585255607796
1863,0.07392991989150897
1864,0.25193701249833306
1865,0.22881066938565575
1866,0.07197156311375946
1867,0.1343178187443939
1868,0.2463813535721351
1869,0.3068486174109222
1870,0.14401745985694903
1871,-0.0220951812495919
1872,0.17030192910789982
1873,0.23044513518466442
1874,0.34608761696104984
1875,0.08561502857831894
1876,0.10830534222370956
1877,0.16272348371174014
1878,-0.02226385823452262
1879,-0.12301216344419909
1880,-0.059309103845693545
1881,-0.025270519337449844
1882,0.04519245830416802
1883,0.015732806985731228
1884,-0.07368796180285583
1885,-0.27227566309072937
1886,-0.1151798552734563
1887,0.10937270554599887
1888,-0.1535729078424687
1889,-0.4244789986460614
1890,-0.16950475278687657
1891,0.13850041896974796
1892,0.054102561564864565
1893,0.06654550793157983
1894,0.08075887206090308
1895,0.004881471792217033
1896,0.08296242871710789
1897,-0.16832813569443317
1898,-0.3345475131792309
1899,0.024416719044461334
1900,0.18389040301493587
1901,0.14237317240069305
1902,-0.0593182259376529
1903,0.01852057283455665
1904,0.019431901767668396
1905,-0.029271766713556975
1906,0.1884058083062201
1907,0.051767642771438055
1908,-0.11299604462207635
1909,0.1259149510677953
1910,0.15449893672568338
1911,0.04909628790481757
1912,0.11695571148347508
1913,0.09569084461827637
1914,0.04313042954597243
1915,-0.07072793525457326
1916,-0.15251928829001987
1917,0.03736848013453316
1918,0.29247869590956743
1919,0.2796466673906131
1920,0.1698708611863981
1921,-0.07270802449519717
1922,-0.13808789563484053
1923,-0.010397806705042228
1924,0.039104771587272685
1925,0.006259253856197744
1926,0.03403222377444182
1927,-0.12368392656936489
1928,-0.20448304163279696
1929,-0.3338095911579175
1930,-0.20842960956969736
1931,0.006922068181094726
1932,-0.05207094685118713
1933,-0.12271900742718278
1934,-0.1723903321783769
1935,0.14745128476152491
1936,0.04069907567167638
1937,0.06954790425128252
1938,0.17413913881345522
1939,0.13817348530965295
1940,-0.10935057923037866
1941,-0.05394368536190369
1942,0.08358712744703126
1943,-0.004242700234678265
1944,0.08057208033859978
1945,-0.05635120513320352
1946,0.06566102384454481
1947,0.08038635094628926
1948,-0.07028065054069937
1949,0.09022077523100608
1950,-0.003021802698947529
1951,-0.16140355490711478
1952,0.08645354402061001
1953,0.01992512830563864
1954,-0.12005830444729793
1955,-0.07168937952627893
1956,-0.03283794223202796
1957,0.19148757001520933
1958,0.12736424925995765
1959,0.06344125048933169
1960,-0.10523393298197198
1961,-0.10649193518291727
1962,0.03223892635709477
1963,0.09304027020842005
1964,0.20633513820580546
1965,0.16803014452478343
1966,0.16381825439188474
1967,0.09701633282556957
1968,-0.03142201639370085
1969,-0.12595044293513086
1970,0.05566964212622433
1971,0.07889991906199509
1972,0.2106820739083544
1973,0.1385380689205527
1974,-0.14440055455965628
1975,0.03972594047809158
1976,0.2161093542257373
1977,-0.08005227781108448
1978,-0.03339966402619243
1979,-0.013245532629797496
1980,0.08407446864448576
1981,0.06105840435497478
1982,0.13549682157235032
1983,-0.031042047965329556
1984,-0.05856508054495946
1985,0.22766387597176752
1986,0.1931391317422952
1987,0.2535762449079333
1988,0.25530238296936664
1989,0.07080746057848097
1990,-0.15998459746437865
1991,-0.09586393182813235
1992,0.1871893606104909
1993,0.13240261267737963
1994,-0.04359576493890427
1995,0.011861321846841077
1996,0.23211444886657906
1997,0.2984253161235436
1998,0.17812809699417664
1999,0.06588730226294193
2000,0.38172605182893804
2001,0.3105708005711536
2002,0.12897457179006855
2003,0.29397795825714557
2004,0.2705398721734369
2005,0.026388559451878235
2006,0.15565875321741907
2007,0.3642177582002475
2008,0.31186097331665696
2009,0.1198855746303944
2010,0.24877760784476832
2011,0.14806588207727778
2012,0.02356944284085749
2013,0.150377044840737
2014,0.2079804183860311
2015,0.24622650985329608
2016,0.2532431152652883
2017,0.21180203090956828
2018,0.45499802896510255
2019,0.2350544576179341
2020,-0.041891846558786305
2021,0.07416778980910865
2022,0.27636823374820296
2023,0.3005434215861573
2024,0.3177058351902524
2025,0.03049629609605753
2026,0.19156989251174505
2027,0.43052570672821733
2028,0.5165246955787912
2029,0.2444688363479386
2030,0.19543622000428984
2031,0.15561279229449054
2032,0.10540995470087422
2033,0.22057323034548393
2034,0.24176328260991453
2035,0.3305491104694387
2036,0.35467559134652826
2037,0.31974734759825374
2038,0.2425072338302232
2039,0.28668432981685465
2040,0.133634070782783
2041,0.1894310550703504
2042,0.42428255907661727
2043,0.36347031118897144
2044,0.3179285436064152
2045,0.17914463479515952
2046,0.14933432424161586
2047,0.056937349419186045
2048,0.21941722158632415
2049,0.3530885807333406
2050,0.2415482197131711
2051,0.4680807563983018
2052,0.3791458675022459
2053,0.21464099437162587
2054,0.13448661379352078
2055,0.004423184779367428
2056,0.21591165557166403
2057,0.27639890927636146
2058,0.2771511433525242
2059,0.3124192055120689
2060,0.10388718482078074
2061,-0.08008995406422592
2062,0.21403572012240346
2063,0.2504674695649656
2064,0.38235902495494956
2065,0.26634574900508534
2066,0.055258809621829386
2067,0.1781635575732783
2068,0.2188258487681014
2069,0.39558497314208485
2070,0.1466516352977032
2071,-0.11102815578124803
2072,0.15391693408613483
2073,0.4007560809624511
2074,0.5628734065373451
2075,0.39084057819640927
2076,0.34889699727143375
2077,0.2863565004166828
