Year,ERF
1850,-0.34806732996143314
1851,-0.13716441252237888
1852,0.03534678471856878
1853,0.1237291647602316
1854,-0.1405596269918241
1855,0.16845924588921973
1856,-0.5616076827550198
1857,-0.1060566579005153
1858,-0.13987817826307566
1859,-0.22775580224003755
1860,0.2356309337859065
1861,-0.2801612000461576
1862,-0.4398961292070014
1863,-0.06303084967679388
1864,0.08563458638351412
1865,-0.10060838954889197
1866,0.07210544575978313
1867,0.20115110216630963
1868,0.006663637819575061
1869,-0.09066341427294522
1870,-0.035058399375957706
1871,0.025331492551087152
1872,0.11764560953589323
1873,-0.11579305215816157
1874,0.4338649263468982
1875,-0.4862350846558673
1876,0.4019177224085397
1877,0.06058045701565429
1878,-0.3668012714723491
1879,0.28168949896989093
1880,0.2621921803676861
1881,-0.5862490066532948
1882,0.21994780342264256
1883,-0.5990394076319332
1884,-1.3320153740337177
1885,-0.08907112646163413
1886,0.31011890745023496
1887,-0.13068983670293588
1888,-0.005917303211122632
1889,0.059971112489635346
1890,0.03417667244062145
1891,-0.6361323847721072
1892,0.26396405551477653
1893,0.15786393622696204
1894,-0.401030190712889
1895,0.2212052587307694
1896,-0.34243868459355653
1897,0.2918019573555117
1898,0.2596997751057753
1899,-0.3283983136647861
1900,-0.0817640082207308
1901,0.0009119358172365588
1902,0.28100186483842876
1903,-0.6679494870162309
1904,0.32997252207291977
1905,-0.1186889797412817
1906,0.09926267804134718
1907,0.3008100583397929
1908,-0.42147635979941644
1909,0.20971285090274702
1910,0.14211516539537836
1911,-0.6807432007796123
1912,0.12790273183071288
1913,-0.32225337151364786
1914,-0.21066247544339667
1915,0.5140498132548625
1916,0.5159210671522609
1917,-0.1407681928715251
1918,0.32652421187089337
1919,0.036851756665080185
1920,-0.08320206031657858
1921,0.3041484567189964
1922,-0.022927107964765492
1923,0.04371121657072291
1924,0.25439835909543185
1925,0.08901732239943332
1926,0.1710977779838146
1927,0.3026997094438382
1928,0.1483902793750932
1929,0.4440985594772156
1930,0.5491633443316579
1931,0.11913709937882894
1932,0.5632265739189506
1933,0.1830366003667636
1934,0.498749320912364
1935,0.3398099163157703
1936,0.24576147761304085
1937,0.15043092435288968
1938,0.18237176507391445
1939,0.4346067535156604
1940,-0.3049233266335287
1941,0.22785667180265237
1942,0.0358306624397899
1943,0.2861981930759974
1944,0.5124805445999603
1945,-0.0985579222584699
1946,0.7830290886089173
1947,0.4358219300052767
1948,0.5178551525108399
1949,0.20897900650006002
1950,0.610966331206964
1951,0.1440397980676506
1952,-0.019867384025585383
1953,0.2625139088547341
1954,0.3233763585187607
1955,-0.04212765506778293
1956,0.24299755406464438
1957,0.15884677407419454
1958,0.30427339334766246
1959,0.1375563028778814
1960,0.04671417116200881
1961,-0.09844665614448112
1962,-0.14036011685067723
1963,-0.4452923860273028
1964,-0.3000839130970051
1965,0.08763251403217193
1966,-0.16687534192110615
1967,-0.09296771760857074
1968,0.6100707301459918
1969,0.08333092320495537
1970,0.29170119606756656
1971,0.28321799462777864
1972,0.027161856235670127
1973,0.38717835533261713
1974,0.12691231872640418
1975,0.05837663090622334
1976,0.2896033939299573
1977,0.14184277739337764
1978,-0.02096763861034536
1979,0.5408068724604823
1980,0.6290889609072055
1981,0.42815479579125393
1982,0.5068699886625944
1983,-0.3546694166097375
1984,0.6291023451860007
1985,0.5661191572064197
1986,0.07576992718333875
1987,0.7465604917615236
1988,0.6271288429134949
1989,0.8118882297669627
1990,0.23213305994754924
1991,0.18785738336517288
1992,0.3609156023415512
1993,-0.22323317090385536
1994,0.7970128856371144
1995,1.065555431255192
1996,0.4053491644996851
1997,0.8541407235109497
1998,0.4650493147158017
1999,0.6487052127215116
2000,0.7276847307779957
2001,0.7210618133918592
2002,0.7179060227400117
2003,1.040801778820319
2004,0.6696979491371395
2005,0.5985399284631926
2006,1.0148571213148316
2007,0.8288628828115528
2008,0.8929022050871596
2009,1.1061273568706693
2010,1.283444559740762
2011,0.9149946735546807
2012,1.272927461880231
2013,1.0034521270055015
2014,1.2347208001021999
2015,1.715839205554791
2016,0.94953391358651
2017,1.1427985944081245
2018,1.4102573277786283
2019,1.9860034963411868
2020,1.5804724458232136
2021,1.335549554494826
2022,1.8197842040994354
2023,1.6602743394874717
2024,1.3862148843348252
2025,2.2220382810643424
2026,1.6831443850922019
2027,1.4188299695800377
2028,2.1713944599313537
2029,1.2555270854789495
2030,2.3552975325630676
2031,2.0244173182715235
2032,1.417384439575747
2033,2.138314488734159
2034,2.216323728724962
2035,2.3264025968788022
2036,1.8768444398852022
2037,2.5410156520916223
2038,1.5605319171273853
2039,2.467663245580435
2040,2.5064133818855527
2041,1.6978033433761277
2042,1.920535834127139
2043,2.4325209787631845
2044,1.9398025969872423
2045,2.5745117948030303
2046,2.152774758616476
2047,1.9921594105194993
2048,2.3540374358443663
2049,2.1958435278910837
2050,1.891952628841023
2051,2.4681537292028484
2052,2.2508147129667546
2053,2.0563210337731737
2054,2.468736791225873
2055,2.0910768590675803
2056,2.489556763701961
2057,2.2768825527572103
2058,2.5690796678845134
2059,2.2073196155661075
2060,2.4058002560011698
2061,1.8543207883884543
2062,2.5684639220251873
2063,2.19752332581946
2064,2.1587692566388554
2065,2.220218769807918
2066,2.1717361482929385
2067,2.7874894296037454
2068,2.8458376758428106
2069,2.090519660162851
2070,2.4329762292848818
2071,1.7967927230120586
2072,2.5079056333768994
2073,2.3496789379495517
2074,2.264489413427774
2075,2.2638032339568284
2076,2.4751037944149363
2077,2.1481763019570668
2078,2.2710593622228954
2079,2.337597232748049
2080,2.5705290461194013
2081,2.423676523853482
2082,2.325669980112301
2083,2.309533391926001
2084,2.3202884893020768
2085,2.331558236847255
2086,2.2327501757551964
2087,1.971162660528765
2088,2.190292310308884
2089,2.2968008432300078
2090,2.3615845032643237
2091,2.1911028307928735
2092,2.1334121043088685
2093,2.37587081720027
2094,1.6104134057397026
2095,2.2822382628895035
2096,2.12940108070368
2097,2.4794036928525514
2098,1.8879996042597262
2099,2.2143477415045663
2100,2.649201240357434
